"File","Role","Client","Method","RawPath","IsDynamic"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M287\M287Page.jsx","OTHER","fetch","GET","/api/m287?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M288\M288Page.jsx","OTHER","fetch","DELETE","/api/m288/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M288\M288Page.jsx","OTHER","fetch","GET","/api/m288/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M288\M288Page.jsx","OTHER","fetch","GET","/api/m288?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M289\M289Page.jsx","OTHER","fetch","DELETE","/api/m289/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M289\M289Page.jsx","OTHER","fetch","GET","/api/m289/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M289\M289Page.jsx","OTHER","fetch","GET","/api/m289?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M290\M290Page.jsx","OTHER","fetch","DELETE","/api/m290/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M290\M290Page.jsx","OTHER","fetch","GET","/api/m290/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M290\M290Page.jsx","OTHER","fetch","GET","/api/m290?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M291\M291Page.jsx","OTHER","fetch","DELETE","/api/m291/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M291\M291Page.jsx","OTHER","fetch","GET","/api/m291/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M291\M291Page.jsx","OTHER","fetch","GET","/api/m291?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M292\M292Page.jsx","OTHER","fetch","DELETE","/api/m292/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M292\M292Page.jsx","OTHER","fetch","GET","/api/m292/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M292\M292Page.jsx","OTHER","fetch","GET","/api/m292?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M293\M293Page.jsx","OTHER","fetch","DELETE","/api/m293/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M293\M293Page.jsx","OTHER","fetch","GET","/api/m293/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M293\M293Page.jsx","OTHER","fetch","GET","/api/m293?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M294\M294Page.jsx","OTHER","fetch","DELETE","/api/m294/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M294\M294Page.jsx","OTHER","fetch","GET","/api/m294/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M294\M294Page.jsx","OTHER","fetch","GET","/api/m294?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M295\M295Page.jsx","OTHER","fetch","DELETE","/api/m295/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M295\M295Page.jsx","OTHER","fetch","GET","/api/m295/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M295\M295Page.jsx","OTHER","fetch","GET","/api/m295?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M296\M296Page.jsx","OTHER","fetch","DELETE","/api/m296/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M296\M296Page.jsx","OTHER","fetch","GET","/api/m296/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M296\M296Page.jsx","OTHER","fetch","GET","/api/m296?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M297\M297Page.jsx","OTHER","fetch","DELETE","/api/m297/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M297\M297Page.jsx","OTHER","fetch","GET","/api/m297/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M297\M297Page.jsx","OTHER","fetch","GET","/api/m297?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M298\M298Page.jsx","OTHER","fetch","DELETE","/api/m298/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M298\M298Page.jsx","OTHER","fetch","GET","/api/m298/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M298\M298Page.jsx","OTHER","fetch","GET","/api/m298?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M299\M299Page.jsx","OTHER","fetch","DELETE","/api/m299/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M299\M299Page.jsx","OTHER","fetch","GET","/api/m299/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M299\M299Page.jsx","OTHER","fetch","GET","/api/m299?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M300\M300Page.jsx","OTHER","fetch","DELETE","/api/m300/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M300\M300Page.jsx","OTHER","fetch","GET","/api/m300/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M300\M300Page.jsx","OTHER","fetch","GET","/api/m300?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M301\M301Page.jsx","OTHER","fetch","DELETE","/api/m301/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M301\M301Page.jsx","OTHER","fetch","GET","/api/m301/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M301\M301Page.jsx","OTHER","fetch","GET","/api/m301?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M302\M302Page.jsx","OTHER","fetch","DELETE","/api/m302/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M302\M302Page.jsx","OTHER","fetch","GET","/api/m302/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M302\M302Page.jsx","OTHER","fetch","GET","/api/m302?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M303\M303Page.jsx","OTHER","fetch","DELETE","/api/m303/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M303\M303Page.jsx","OTHER","fetch","GET","/api/m303/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M303\M303Page.jsx","OTHER","fetch","GET","/api/m303?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M304\M304Page.jsx","OTHER","fetch","DELETE","/api/m304/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M304\M304Page.jsx","OTHER","fetch","GET","/api/m304/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M304\M304Page.jsx","OTHER","fetch","GET","/api/m304?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M305\M305Page.jsx","OTHER","fetch","DELETE","/api/m305/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M305\M305Page.jsx","OTHER","fetch","GET","/api/m305/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M305\M305Page.jsx","OTHER","fetch","GET","/api/m305?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M306\M306Page.jsx","OTHER","fetch","DELETE","/api/m306/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M306\M306Page.jsx","OTHER","fetch","GET","/api/m306/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M306\M306Page.jsx","OTHER","fetch","GET","/api/m306?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M307\M307Page.jsx","OTHER","fetch","DELETE","/api/m307/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M307\M307Page.jsx","OTHER","fetch","GET","/api/m307/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M307\M307Page.jsx","OTHER","fetch","GET","/api/m307?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M308\M308Page.jsx","OTHER","fetch","DELETE","/api/m308/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M308\M308Page.jsx","OTHER","fetch","GET","/api/m308/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M308\M308Page.jsx","OTHER","fetch","GET","/api/m308?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M309\M309Page.jsx","OTHER","fetch","DELETE","/api/m309/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M309\M309Page.jsx","OTHER","fetch","GET","/api/m309/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M309\M309Page.jsx","OTHER","fetch","GET","/api/m309?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M310\M310Page.jsx","OTHER","fetch","DELETE","/api/m310/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M310\M310Page.jsx","OTHER","fetch","GET","/api/m310/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M310\M310Page.jsx","OTHER","fetch","GET","/api/m310?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M311\M311Page.jsx","OTHER","fetch","DELETE","/api/m311/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M311\M311Page.jsx","OTHER","fetch","GET","/api/m311/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M311\M311Page.jsx","OTHER","fetch","GET","/api/m311?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M312\M312Page.jsx","OTHER","fetch","DELETE","/api/m312/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M312\M312Page.jsx","OTHER","fetch","GET","/api/m312/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M312\M312Page.jsx","OTHER","fetch","GET","/api/m312?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M313\M313Page.jsx","OTHER","fetch","DELETE","/api/m313/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M313\M313Page.jsx","OTHER","fetch","GET","/api/m313/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M313\M313Page.jsx","OTHER","fetch","GET","/api/m313?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M314\M314Page.jsx","OTHER","fetch","DELETE","/api/m314/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M314\M314Page.jsx","OTHER","fetch","GET","/api/m314/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M314\M314Page.jsx","OTHER","fetch","GET","/api/m314?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M315\M315Page.jsx","OTHER","fetch","DELETE","/api/m315/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M315\M315Page.jsx","OTHER","fetch","GET","/api/m315/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M315\M315Page.jsx","OTHER","fetch","GET","/api/m315?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M316\M316Page.jsx","OTHER","fetch","DELETE","/api/m316/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M316\M316Page.jsx","OTHER","fetch","GET","/api/m316/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M316\M316Page.jsx","OTHER","fetch","GET","/api/m316?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M317\M317Page.jsx","OTHER","fetch","DELETE","/api/m317/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M317\M317Page.jsx","OTHER","fetch","GET","/api/m317/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M317\M317Page.jsx","OTHER","fetch","GET","/api/m317?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M318\M318Page.jsx","OTHER","fetch","DELETE","/api/m318/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M318\M318Page.jsx","OTHER","fetch","GET","/api/m318/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M318\M318Page.jsx","OTHER","fetch","GET","/api/m318?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M319\M319Page.jsx","OTHER","fetch","DELETE","/api/m319/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M319\M319Page.jsx","OTHER","fetch","GET","/api/m319/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M319\M319Page.jsx","OTHER","fetch","GET","/api/m319?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M320\M320Page.jsx","OTHER","fetch","DELETE","/api/m320/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M320\M320Page.jsx","OTHER","fetch","GET","/api/m320/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M320\M320Page.jsx","OTHER","fetch","GET","/api/m320?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M321\M321Page.jsx","OTHER","fetch","DELETE","/api/m321/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M321\M321Page.jsx","OTHER","fetch","GET","/api/m321/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M321\M321Page.jsx","OTHER","fetch","GET","/api/m321?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M322\M322Page.jsx","OTHER","fetch","DELETE","/api/m322/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M322\M322Page.jsx","OTHER","fetch","GET","/api/m322/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M322\M322Page.jsx","OTHER","fetch","GET","/api/m322?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M323\M323Page.jsx","OTHER","fetch","DELETE","/api/m323/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M323\M323Page.jsx","OTHER","fetch","GET","/api/m323/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M323\M323Page.jsx","OTHER","fetch","GET","/api/m323?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M324\M324Page.jsx","OTHER","fetch","DELETE","/api/m324/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M324\M324Page.jsx","OTHER","fetch","GET","/api/m324/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M324\M324Page.jsx","OTHER","fetch","GET","/api/m324?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M325\M325Page.jsx","OTHER","fetch","DELETE","/api/m325/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M325\M325Page.jsx","OTHER","fetch","GET","/api/m325/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M325\M325Page.jsx","OTHER","fetch","GET","/api/m325?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M326\M326Page.jsx","OTHER","fetch","DELETE","/api/m326/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M326\M326Page.jsx","OTHER","fetch","GET","/api/m326/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M326\M326Page.jsx","OTHER","fetch","GET","/api/m326?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M327\M327Page.jsx","OTHER","fetch","DELETE","/api/m327/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M327\M327Page.jsx","OTHER","fetch","GET","/api/m327/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M327\M327Page.jsx","OTHER","fetch","GET","/api/m327?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M328\M328Page.jsx","OTHER","fetch","DELETE","/api/m328/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M328\M328Page.jsx","OTHER","fetch","GET","/api/m328/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M328\M328Page.jsx","OTHER","fetch","GET","/api/m328?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M329\M329Page.jsx","OTHER","fetch","DELETE","/api/m329/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M329\M329Page.jsx","OTHER","fetch","GET","/api/m329/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M329\M329Page.jsx","OTHER","fetch","GET","/api/m329?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M330\M330Page.jsx","OTHER","fetch","DELETE","/api/m330/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M330\M330Page.jsx","OTHER","fetch","GET","/api/m330/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M330\M330Page.jsx","OTHER","fetch","GET","/api/m330?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M331\M331Page.jsx","OTHER","fetch","DELETE","/api/m331/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M331\M331Page.jsx","OTHER","fetch","GET","/api/m331/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M331\M331Page.jsx","OTHER","fetch","GET","/api/m331?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M332\M332Page.jsx","OTHER","fetch","DELETE","/api/m332/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M332\M332Page.jsx","OTHER","fetch","GET","/api/m332/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M332\M332Page.jsx","OTHER","fetch","GET","/api/m332?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M333\M333Page.jsx","OTHER","fetch","DELETE","/api/m333/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M333\M333Page.jsx","OTHER","fetch","GET","/api/m333/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M333\M333Page.jsx","OTHER","fetch","GET","/api/m333?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M334\M334Page.jsx","OTHER","fetch","DELETE","/api/m334/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M334\M334Page.jsx","OTHER","fetch","GET","/api/m334/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M334\M334Page.jsx","OTHER","fetch","GET","/api/m334?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M335\M335Page.jsx","OTHER","fetch","DELETE","/api/m335/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M335\M335Page.jsx","OTHER","fetch","GET","/api/m335/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M335\M335Page.jsx","OTHER","fetch","GET","/api/m335?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M336\M336Page.jsx","OTHER","fetch","DELETE","/api/m336/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M336\M336Page.jsx","OTHER","fetch","GET","/api/m336/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M336\M336Page.jsx","OTHER","fetch","GET","/api/m336?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M337\M337Page.jsx","OTHER","fetch","DELETE","/api/m337/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M337\M337Page.jsx","OTHER","fetch","GET","/api/m337/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M337\M337Page.jsx","OTHER","fetch","GET","/api/m337?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M338\M338Page.jsx","OTHER","fetch","DELETE","/api/m338/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M338\M338Page.jsx","OTHER","fetch","GET","/api/m338/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M338\M338Page.jsx","OTHER","fetch","GET","/api/m338?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M339\M339Page.jsx","OTHER","fetch","DELETE","/api/m339/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M339\M339Page.jsx","OTHER","fetch","GET","/api/m339/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M339\M339Page.jsx","OTHER","fetch","GET","/api/m339?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M340\M340Page.jsx","OTHER","fetch","DELETE","/api/m340/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M340\M340Page.jsx","OTHER","fetch","GET","/api/m340/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M340\M340Page.jsx","OTHER","fetch","GET","/api/m340?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M341\M341Page.jsx","OTHER","fetch","DELETE","/api/m341/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M341\M341Page.jsx","OTHER","fetch","GET","/api/m341/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M341\M341Page.jsx","OTHER","fetch","GET","/api/m341?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M342\M342Page.jsx","OTHER","fetch","DELETE","/api/m342/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M342\M342Page.jsx","OTHER","fetch","GET","/api/m342/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M342\M342Page.jsx","OTHER","fetch","GET","/api/m342?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M343\M343Page.jsx","OTHER","fetch","DELETE","/api/m343/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M343\M343Page.jsx","OTHER","fetch","GET","/api/m343/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M343\M343Page.jsx","OTHER","fetch","GET","/api/m343?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M344\M344Page.jsx","OTHER","fetch","DELETE","/api/m344/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M344\M344Page.jsx","OTHER","fetch","GET","/api/m344/search?q=${encodeURIComponent(searchQuery)}","True"
