"File","Integration","EvidenceType"
".claude\worktrees\reverent-hellman-fc7e32\.github\copilot-instructions.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\.github\workflows\ci.yml","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\afrera\afrera-infrastructure\README.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_CLAUDE_BUILD_DIRECTIVE.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_DEVELOPMENT_INFRASTRUCTURE_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_DEVELOPMENT_OPERATING_SYSTEM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_ENTERPRISE_MODULE_SPECIFICATION_30_LEVEL_FRAMEWORK.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_INTEGRATED_PLATFORM_ARCHITECTURE.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\AFRERA_PUBLIC_DATA_INTELLIGENCE_PLATFORM_SPECIFICATION_ENHANCED.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\ARCHITECTURE_ENHANCEMENT_PLAN.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\.github\workflows\ci-cd.yml","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\CLAUDE.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\COMPREHENSIVE_PROJECT_ANALYSIS.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\COMPREHENSIVE_MODULE_ENHANCEMENT_ARCHITECTURE.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\ml\ML_LIFECYCLE_AND_MONITORING.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Solution_Architecture.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_1_Platform_Architecture.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_10_National_Platform_Assessment.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_11D_Phase1_Implementation_Plan.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_11E_Integration_with_Existing_Modules.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_12B_Integration_Shared_Infrastructure_Engineering_OS.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_13A_Integration_Rural_Life_OS_Existing_Modules.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_14C_Integration_RPIP_RLX_RMN_Rural_Life_OS.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_15A_Integration_AREX_Rural_Life_OS.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_3_Infrastructure_Mapping.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\ENGINEERING_ENHANCEMENT_COMPLETION_REPORT.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\ENTERPRISE_FORM_MANAGEMENT_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\infra\k8s\README.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\MASTER_DOCUMENTATION_INDEX_AND_REOS_ROADMAP.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\MODULE_DESIGN_SPECIFICATION_CUSTOMER_ISSUE_RESOLUTION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\MODULE_DESIGN_SPECIFICATION_FINANCIAL_OS.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\PUBLIC_DATA_INTELLIGENCE_PLATFORM_ENHANCEMENT_PROMPT.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\PUBLIC_DATA_INTELLIGENCE_PLATFORM_INDEX.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\PUBLIC_DATA_PLATFORM_AND_BIOMIMICRY_INDEX.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\README.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\REVENUE_OPERATING_SYSTEM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_API_MINING_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_ARCHITECTURE_RECOVERY_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_BUSINESS_RULE_MINING_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_DATABASE_SCHEMA_MINING_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_FORM_UI_MINING_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_OPEN_SOURCE_EVALUATION_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_REPOSITORY_DISCOVERY_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_REPOSITORY_RANKING_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_SECURITY_MALWARE_ANALYSIS_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_WORKFLOW_MINING_PLATFORM_SPECIFICATION.md","Kubernetes","TEXT_REFERENCE"
".github\copilot-instructions.md","Kubernetes","TEXT_REFERENCE"
".github\workflows\ci.yml","Kubernetes","TEXT_REFERENCE"
"AFRERA_CLAUDE_BUILD_DIRECTIVE.md","Kubernetes","TEXT_REFERENCE"
"ARCHITECTURAL_DECISION_RECORD.md","Kubernetes","TEXT_REFERENCE"
"backend\.github\workflows\ci-cd.yml","Kubernetes","TEXT_REFERENCE"
"backend\src\database\migrations\3031_phase12_future.sql","Kubernetes","TEXT_REFERENCE"
"backend\src\routes\phase12.js","Kubernetes","TEXT_REFERENCE"
"backend\src\services\phase12.js","Kubernetes","TEXT_REFERENCE"
"CLAUDE.md","Kubernetes","TEXT_REFERENCE"
"deepak%20final.md","Kubernetes","TEXT_REFERENCE"
"docs\COMPREHENSIVE_MODULE_ENHANCEMENT_ARCHITECTURE.md","Kubernetes","TEXT_REFERENCE"
"docs\ml\ML_LIFECYCLE_AND_MONITORING.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Solution_Architecture.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Volume_1_Platform_Architecture.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Volume_10_National_Platform_Assessment.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Volume_11D_Phase1_Implementation_Plan.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Volume_11E_Integration_with_Existing_Modules.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Volume_12B_Integration_Shared_Infrastructure_Engineering_OS.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Volume_13A_Integration_Rural_Life_OS_Existing_Modules.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Volume_14C_Integration_RPIP_RLX_RMN_Rural_Life_OS.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Volume_15A_Integration_AREX_Rural_Life_OS.md","Kubernetes","TEXT_REFERENCE"
"DOCUMENTATION\Volume_3_Infrastructure_Mapping.md","Kubernetes","TEXT_REFERENCE"
"infra\k8s\README.md","Kubernetes","TEXT_REFERENCE"
"PLATFORM_COMPLETE_12PHASES.md","Kubernetes","TEXT_REFERENCE"
"README.md","Kubernetes","TEXT_REFERENCE"
".ai\architecture\AI_BACKBONE_INTEGRATION_PLAN.md","MongoDB","TEXT_REFERENCE"
".ai\architecture\BACKEND_ARCHITECTURE.md","MongoDB","TEXT_REFERENCE"
".ai\architecture\COMPREHENSIVE_REMEDIATION_PLAN.md","MongoDB","TEXT_REFERENCE"
".ai\architecture\DATABASE_CURRENT_STATE.md","MongoDB","TEXT_REFERENCE"
".ai\architecture\PROJECT_ANALYSIS_SUMMARY.md","MongoDB","TEXT_REFERENCE"
".ai\architecture\PROJECT_SHORTCOMINGS_ANALYSIS.md","MongoDB","TEXT_REFERENCE"
".ai\architecture\SERVICE_ENHANCEMENT_CONNECTIVITY_REPORT.md","MongoDB","TEXT_REFERENCE"
".ai\architecture\SYSTEM_ARCHITECTURE.md","MongoDB","TEXT_REFERENCE"
".ai\audit\DOCUMENTATION_CONCEPT_EXTRACTION.md","MongoDB","TEXT_REFERENCE"
".ai\audit\EXECUTION_WORKFLOW.md","MongoDB","TEXT_REFERENCE"
".ai\audit\MASTER_AUDIT_EXECUTIVE_REPORT.md","MongoDB","TEXT_REFERENCE"
".ai\audit\MASTER_PRODUCTION_READINESS_GAP.md","MongoDB","TEXT_REFERENCE"
".ai\audits\PRODUCTION_HARDENING_GAPS.md","MongoDB","TEXT_REFERENCE"
".ai\CLAUDE_ENHANCEMENT_FRAMEWORK.md","MongoDB","TEXT_REFERENCE"
".ai\DEPLOYMENT_CHECKLIST.md","MongoDB","TEXT_REFERENCE"
".ai\enhancements\PRODUCTION_COMPLETION_REPORT.md","MongoDB","TEXT_REFERENCE"
".ai\execution\PHASE_1_DATABASE_EXECUTION_LOG.md","MongoDB","TEXT_REFERENCE"
".ai\handoffs\CLAUDE_INITIAL_HANDOFF.md","MongoDB","TEXT_REFERENCE"
".ai\handoffs\CLAUDE_INTEGRATION_ACCEPTANCE_CHECKLIST.md","MongoDB","TEXT_REFERENCE"
".ai\handoffs\DATABASE_MIGRATION_EXECUTION_PLAN.md","MongoDB","TEXT_REFERENCE"
".ai\handoffs\DEVIN_INTEGRATION_VALIDATION_REPORT.md","MongoDB","TEXT_REFERENCE"
".ai\handoffs\FINAL_LAUNCH_CERTIFICATION.md","MongoDB","TEXT_REFERENCE"
".ai\handoffs\GITHUB_PR_TEMPLATE.md","MongoDB","TEXT_REFERENCE"
".ai\handoffs\WAVE1-COMPLETION-HANDOFF.md","MongoDB","TEXT_REFERENCE"
".ai\history\DEVIN_IMPLEMENTATION_BASELINE.md","MongoDB","TEXT_REFERENCE"
".ai\history\IMPLEMENTATION_HISTORY.md","MongoDB","TEXT_REFERENCE"
".ai\INTEGRATION_LEDGER.md","MongoDB","TEXT_REFERENCE"
".ai\LAUNCH_READINESS_DECLARATION.md","MongoDB","TEXT_REFERENCE"
".ai\migration\COMPLIANCE_READINESS_CHECKLIST.md","MongoDB","TEXT_REFERENCE"
".ai\migration\CORRECTED-AUDIT-METRICS.md","MongoDB","TEXT_REFERENCE"
".ai\migration\MIGRATION_FRAMEWORK.md","MongoDB","TEXT_REFERENCE"
".ai\migration\PHASE_EXECUTION_GUIDE.md","MongoDB","TEXT_REFERENCE"
".ai\migration\SOFTWARE-VERSION-INVENTORY.md","MongoDB","TEXT_REFERENCE"
".ai\migration\VERSION-COMPATIBILITY-MATRIX.md","MongoDB","TEXT_REFERENCE"
".ai\migration\WORK_PRODUCTS_INVENTORY.md","MongoDB","TEXT_REFERENCE"
".ai\PROJECT_CONTEXT.md","MongoDB","TEXT_REFERENCE"
".ai\requirements\MASTER_REQUIREMENTS.md","MongoDB","TEXT_REFERENCE"
".ai\STEP4_IMPLEMENTATION_PLAN.md","MongoDB","TEXT_REFERENCE"
".ai\STEP4_IMPLEMENTATION_SUMMARY.md","MongoDB","TEXT_REFERENCE"
".ai\tasks\ACTIVE.md","MongoDB","TEXT_REFERENCE"
".ai\tasks\MASTER_EXECUTION_PLAN.md","MongoDB","TEXT_REFERENCE"
".ai\wave1-evidence\WAVE1-EXECUTIVE-SUMMARY.md","MongoDB","TEXT_REFERENCE"
".claude\audits\AUDIT_DOCS.md","MongoDB","TEXT_REFERENCE"
".claude\audits\AUDIT_INFRA.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\.devin\environment.yaml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\.github\workflows\ci.yml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_CLAUDE_BUILD_DIRECTIVE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_DEVELOPMENT_OPERATING_SYSTEM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_INTEGRATED_PLATFORM_ARCHITECTURE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_PRECISION_AGRICULTURE_INTELLIGENCE_PLATFORM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_PUBLIC_DATA_INTELLIGENCE_PLATFORM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\AFRERA_VETERINARY_INTELLIGENCE_PLATFORM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\ARCHITECTURE_ENHANCEMENT_PLAN.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\.env.example","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\.github\workflows\ci-cd.yml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\docker-compose.yml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\eslint-report.json","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\package.json","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\package-lock.json","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\src\database\connection.js","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\src\services\aiService.js","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\src\services\databaseManagementService.js","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\src\services\moduleCatalogService.js","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\src\tests\setup.js","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\backend\src\tests\setup.ts","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\COMPREHENSIVE_MODULE_COMPLETION_REPORT.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\docs\enhancement_mapping_economic_layer.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\docs\ENTERPRISE_CONTROL_LAYER.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\docs\registry\18_MODULE_COMPLETENESS.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Solution_Architecture.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_1_Platform_Architecture.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_11_AI_Engineering_Digital_Twin_Platform.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_11D_Phase1_Implementation_Plan.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_11E_Integration_with_Existing_Modules.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_3_Infrastructure_Mapping.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\DOCUMENTATION\Volume_4_Database_Architecture.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\ENGINEERING_ENHANCEMENT_COMPLETION_REPORT.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\ENTERPRISE_FORM_MANAGEMENT_PLATFORM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\EVGA_PHASE1_Repository_Inventory.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\MODULE_COMPLETION_REPORT.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\MODULE_DESIGN_SPECIFICATION_CUSTOMER_ISSUE_RESOLUTION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\MODULE_DESIGN_SPECIFICATION_FINANCIAL_OS.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\PLUGIN_OPTIMIZATION_REPORT.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\README.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\REOS_ARCHITECTURE_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\REVENUE_OPERATING_SYSTEM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\TISMP_API_MINING_PLATFORM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\TISMP_DATABASE_SCHEMA_MINING_PLATFORM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\TISMP_FORM_UI_MINING_PLATFORM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\TISMP_OPEN_SOURCE_EVALUATION_PLATFORM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\TISMP_PLATFORM_INDEX.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\confident-satoshi-a53ac8\TISMP_SECURITY_MALWARE_ANALYSIS_PLATFORM_SPECIFICATION.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\architecture\BACKEND_ARCHITECTURE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\architecture\DATABASE_CURRENT_STATE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\architecture\SYSTEM_ARCHITECTURE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\handoffs\CLAUDE_INITIAL_HANDOFF.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\history\DEVIN_IMPLEMENTATION_BASELINE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\history\IMPLEMENTATION_HISTORY.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\PROJECT_CONTEXT.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\requirements\MASTER_REQUIREMENTS.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.ai\tasks\ACTIVE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.claude\audits\AUDIT_DOCS.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.claude\audits\AUDIT_INFRA.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.devin\environment.yaml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\.github\workflows\ci.yml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\AFRERA_CLAUDE_BUILD_DIRECTIVE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\.env.example","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\.github\workflows\ci-cd.yml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\docker-compose.yml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\eslint-report.json","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\package.json","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\package-lock.json","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\src\database\connection.js","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\src\services\legacy\aiService.js","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\src\services\legacy\moduleCatalogService.js","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\src\tests\setup.js","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\backend\src\tests\setup.ts","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\CLAUDE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\docs\enhancement_mapping_economic_layer.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\docs\ENTERPRISE_CONTROL_LAYER.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\docs\registry\18_MODULE_COMPLETENESS.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Solution_Architecture.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_1_Platform_Architecture.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_11_AI_Engineering_Digital_Twin_Platform.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_11D_Phase1_Implementation_Plan.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_11E_Integration_with_Existing_Modules.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_3_Infrastructure_Mapping.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\DOCUMENTATION\Volume_4_Database_Architecture.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\ENVIRONMENT_SETUP_GUIDE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\FORENSIC_DISCOVERY_REPORT.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\modules\M400_AI_BACKBONE\module.json","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\modules\TEMPLATES\MODULE_TEMPLATE\module.json","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\README.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\enterprise-audit\render.yaml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\architecture\BACKEND_ARCHITECTURE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\architecture\DATABASE_CURRENT_STATE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\architecture\SYSTEM_ARCHITECTURE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\handoffs\CLAUDE_INITIAL_HANDOFF.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\history\DEVIN_IMPLEMENTATION_BASELINE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\history\IMPLEMENTATION_HISTORY.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\PROJECT_CONTEXT.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\requirements\MASTER_REQUIREMENTS.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.ai\tasks\ACTIVE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.claude\audits\AUDIT_DOCS.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.claude\audits\AUDIT_INFRA.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.devin\environment.yaml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\.github\workflows\ci.yml","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\AFRERA_CLAUDE_BUILD_DIRECTIVE.md","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\.env.example","MongoDB","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\.github\workflows\ci-cd.yml","MongoDB","TEXT_REFERENCE"
