"Path","Name","Type","Extension","SizeBytes"
".claude\worktrees\enterprise-audit\modules\M005_PERMISSION_MANAGEMENT\backend\service.js","service.js","service",".js","9555"
".claude\worktrees\enterprise-audit\modules\M100_CROP_MANAGEMENT\backend\service.js","service.js","service",".js","494"
".claude\worktrees\enterprise-audit\modules\M100100_LOGISTICSENHANCEMENT\backend\service.js","service.js","service",".js","520"
".claude\worktrees\enterprise-audit\modules\M101_LIVESTOCK_MANAGEMENT\backend\service.js","service.js","service",".js","514"
".claude\worktrees\enterprise-audit\modules\M10100_PRODUCTREVIEW\backend\service.js","service.js","service",".js","491"
".claude\worktrees\enterprise-audit\modules\M102_DAIRY_MANAGEMENT\backend\service.js","service.js","service",".js","467"
".claude\worktrees\enterprise-audit\modules\M103_FISHERIES_MANAGEMENT\backend\service.js","service.js","service",".js","483"
".claude\worktrees\enterprise-audit\modules\M104_SOIL_MANAGEMENT\backend\service.js","service.js","service",".js","494"
".claude\worktrees\enterprise-audit\modules\M105_WEATHER_INTELLIGENCE\backend\service.js","service.js","service",".js","477"
".claude\worktrees\enterprise-audit\modules\M108_FERTILIZER_MANAGEMENT\backend\service.js","service.js","service",".js","515"
".claude\worktrees\enterprise-audit\modules\M108100_BULKORDER\backend\service.js","service.js","service",".js","476"
".claude\worktrees\enterprise-audit\modules\M109_SEED_MANAGEMENT\backend\service.js","service.js","service",".js","479"
".claude\worktrees\enterprise-audit\modules\M117100_REVENUE\backend\service.js","service.js","service",".js","467"
".claude\worktrees\enterprise-audit\modules\M120100_VERMICOMPOST\backend\service.js","service.js","service",".js","487"
".claude\worktrees\enterprise-audit\modules\M129100_GREENHOUSE\backend\service.js","service.js","service",".js","479"
".claude\worktrees\enterprise-audit\modules\M132100_FREIGHTPOOLING\backend\service.js","service.js","service",".js","496"
".claude\worktrees\enterprise-audit\modules\M144100_MODULECATALOG\backend\service.js","service.js","service",".js","492"
".claude\worktrees\enterprise-audit\modules\M149100_MUSHROOM\backend\service.js","service.js","service",".js","471"
".claude\worktrees\enterprise-audit\modules\M150100_COMPLETEAIINTEGRATION\backend\service.js","service.js","service",".js","526"
".claude\worktrees\enterprise-audit\modules\M152100_PLATFORMCONFIGURATION\backend\service.js","service.js","service",".js","524"
".claude\worktrees\enterprise-audit\modules\M167100_FOODINTELLIGENCE\backend\service.js","service.js","service",".js","504"
".claude\worktrees\enterprise-audit\modules\M18100_INSURANCECLAIMS\backend\service.js","service.js","service",".js","499"
".claude\worktrees\enterprise-audit\modules\M18100_POULTRY\backend\service.js","service.js","service",".js","466"
".claude\worktrees\enterprise-audit\modules\M181100_CUSTODYEVENTROUTES\backend\service.js","service.js","service",".js","499"
".claude\worktrees\enterprise-audit\modules\M186100_IOTSENSOR\backend\service.js","service.js","service",".js","476"
".claude\worktrees\enterprise-audit\modules\M186100_REGIONALVARIETY\backend\service.js","service.js","service",".js","500"
".claude\worktrees\enterprise-audit\modules\M188100_DYNAMICPRICING\backend\service.js","service.js","service",".js","496"
".claude\worktrees\enterprise-audit\modules\M190100_GIINTELLIGENCE\backend\service.js","service.js","service",".js","496"
".claude\worktrees\enterprise-audit\modules\M192100_LANDRECORDS\backend\service.js","service.js","service",".js","484"
".claude\worktrees\enterprise-audit\modules\M200_ORGANIZATION_MANAGEMENT\backend\service.js","service.js","service",".js","526"
".claude\worktrees\enterprise-audit\modules\M201100_SERICULTURE\backend\service.js","service.js","service",".js","483"
".claude\worktrees\enterprise-audit\modules\M205_COMPLIANCE_MANAGEMENT\backend\service.js","service.js","service",".js","487"
".claude\worktrees\enterprise-audit\modules\M205100_RFQ\backend\service.js","service.js","service",".js","451"
".claude\worktrees\enterprise-audit\modules\M206_AUDIT_MANAGEMENT\backend\service.js","service.js","service",".js","467"
".claude\worktrees\enterprise-audit\modules\M208_GOVERNANCE\backend\service.js","service.js","service",".js","476"
".claude\worktrees\enterprise-audit\modules\M209100_ROLEMANAGEMENT\backend\service.js","service.js","service",".js","496"
".claude\worktrees\enterprise-audit\modules\M220100_ECOMMERCEMARKETING\backend\service.js","service.js","service",".js","512"
".claude\worktrees\enterprise-audit\modules\M235100_FOODSAFETY\backend\service.js","service.js","service",".js","480"
".claude\worktrees\enterprise-audit\modules\M244100_ORGANICTRACEABILITY\backend\service.js","service.js","service",".js","516"
".claude\worktrees\enterprise-audit\modules\M25100_OFFLINESYNC\backend\service.js","service.js","service",".js","483"
".claude\worktrees\enterprise-audit\modules\M251100_ECOMMERCEERP\backend\service.js","service.js","service",".js","490"
".claude\worktrees\enterprise-audit\modules\M254100_DIGITALTWIN\backend\service.js","service.js","service",".js","484"
".claude\worktrees\enterprise-audit\modules\M263100_CLIMATEMONITORING\backend\service.js","service.js","service",".js","508"
".claude\worktrees\enterprise-audit\modules\M265100_ENTERPRISEMEMORY\backend\service.js","service.js","service",".js","504"
".claude\worktrees\enterprise-audit\modules\M282100_LABORATORYERP\backend\service.js","service.js","service",".js","494"
".claude\worktrees\enterprise-audit\modules\M285100_NUTRIENTVALUESALES\backend\service.js","service.js","service",".js","513"
".claude\worktrees\enterprise-audit\modules\M290100_MACHINERYACCESS\backend\service.js","service.js","service",".js","500"
".claude\worktrees\enterprise-audit\modules\M292100_INSURANCEPREMIUM\backend\service.js","service.js","service",".js","504"
".claude\worktrees\enterprise-audit\modules\M300_ERP_CORE\backend\service.js","service.js","service",".js","453"
".claude\worktrees\enterprise-audit\modules\M301_FINANCIAL_MANAGEMENT\backend\service.js","service.js","service",".js","483"
".claude\worktrees\enterprise-audit\modules\M30100_CROPPLANNING\backend\service.js","service.js","service",".js","487"
".claude\worktrees\enterprise-audit\modules\M306_HUMAN_RESOURCES\backend\service.js","service.js","service",".js","457"
".claude\worktrees\enterprise-audit\modules\M308_ASSET_MANAGEMENT\backend\service.js","service.js","service",".js","498"
".claude\worktrees\enterprise-audit\modules\M309_COST_MANAGEMENT\backend\service.js","service.js","service",".js","463"
".claude\worktrees\enterprise-audit\modules\M3100_OFFLINEPAYMENT\backend\service.js","service.js","service",".js","494"
".claude\worktrees\enterprise-audit\modules\M317100_AISELFHEALING\backend\service.js","service.js","service",".js","493"
".claude\worktrees\enterprise-audit\modules\M331100_FARMERTRAINING\backend\service.js","service.js","service",".js","496"
".claude\worktrees\enterprise-audit\modules\M333100_RURALFINANCE\backend\service.js","service.js","service",".js","488"
".claude\worktrees\enterprise-audit\modules\M345100_SELLERRANKING\backend\service.js","service.js","service",".js","492"
".claude\worktrees\enterprise-audit\modules\M353100_CUSTODYEVENT\backend\service.js","service.js","service",".js","488"
".claude\worktrees\enterprise-audit\modules\M356100_BACKUP\backend\service.js","service.js","service",".js","463"
".claude\worktrees\enterprise-audit\modules\M356100_ECOMMERCEBUSINESSSALES\backend\service.js","service.js","service",".js","529"
".claude\worktrees\enterprise-audit\modules\M359100_INSURANCE\backend\service.js","service.js","service",".js","475"
".claude\worktrees\enterprise-audit\modules\M37100_HOUSEHOLDECONOMY\backend\service.js","service.js","service",".js","503"
".claude\worktrees\enterprise-audit\modules\M374100_MARKETDATA\backend\service.js","service.js","service",".js","480"
".claude\worktrees\enterprise-audit\modules\M377100_PRODUCT\backend\service.js","service.js","service",".js","467"
".claude\worktrees\enterprise-audit\modules\M379100_COLDSTORAGE\backend\service.js","service.js","service",".js","484"
".claude\worktrees\enterprise-audit\modules\M386100_NUTRITIONINTELLIGENCE\backend\service.js","service.js","service",".js","524"
".claude\worktrees\enterprise-audit\modules\M386100_SUBSIDY\backend\service.js","service.js","service",".js","467"
".claude\worktrees\enterprise-audit\modules\M388100_BLOCKCHAINTRACEABILITY\backend\service.js","service.js","service",".js","528"
".claude\worktrees\enterprise-audit\modules\M388100_SAPMODULEARCHITECTURE\backend\service.js","service.js","service",".js","525"
".claude\worktrees\enterprise-audit\modules\M39100_RENEWABLEENERGY\backend\service.js","service.js","service",".js","499"
".claude\worktrees\enterprise-audit\modules\M400_AI_BACKBONE\backend\service.js","service.js","service",".js","20005"
".claude\worktrees\enterprise-audit\modules\M400_AI_CORE\backend\service.js","service.js","service",".js","449"
".claude\worktrees\enterprise-audit\modules\M401_AI_GATEWAY\backend\service.js","service.js","service;gateway",".js","474"
".claude\worktrees\enterprise-audit\modules\M401_AI_GATEWAY\cables.json","cables.json","gateway",".json","639"
".claude\worktrees\enterprise-audit\modules\M401_AI_GATEWAY\frontend\index.jsx","index.jsx","gateway",".jsx","1288"
".claude\worktrees\enterprise-audit\modules\M401_AI_GATEWAY\frontend\pages\AIDashboard.jsx","AIDashboard.jsx","gateway",".jsx","30393"
".claude\worktrees\enterprise-audit\modules\M401_AI_GATEWAY\module.json","module.json","gateway",".json","1832"
".claude\worktrees\enterprise-audit\modules\M402_AI_ORCHESTRATION\backend\service.js","service.js","service",".js","498"
".claude\worktrees\enterprise-audit\modules\M403_AGRICULTURAL_AI\backend\service.js","service.js","service",".js","524"
".claude\worktrees\enterprise-audit\modules\M404_DECISION_SUPPORT\backend\service.js","service.js","service",".js","498"
".claude\worktrees\enterprise-audit\modules\M405_PREDICTIVE_ANALYTICS\backend\service.js","service.js","service",".js","514"
".claude\worktrees\enterprise-audit\modules\M406100_ECOMMERCEINTEGRATION\backend\service.js","service.js","service",".js","520"
".claude\worktrees\enterprise-audit\modules\M407_CONVERSATIONAL_AI\backend\service.js","service.js","service",".js","503"
".claude\worktrees\enterprise-audit\modules\M407100_RECOVEREDFINANCE\backend\service.js","service.js","service",".js","504"
".claude\worktrees\enterprise-audit\modules\M408_KNOWLEDGE_MANAGEMENT\backend\service.js","service.js","service",".js","483"
".claude\worktrees\enterprise-audit\modules\M409100_ADVANCEDAI\backend\service.js","service.js","service",".js","481"
".claude\worktrees\enterprise-audit\modules\M410_AI_INTELLIGENCE_FABRIC\backend\service.js","service.js","service",".js","2327"
".claude\worktrees\enterprise-audit\modules\M412100_COMMERCERULES\backend\service.js","service.js","service",".js","492"
".claude\worktrees\enterprise-audit\modules\M414100_RETURNLOADBOARD\backend\service.js","service.js","service",".js","501"
".claude\worktrees\enterprise-audit\modules\M415100_SMSAUTH\backend\service.js","service.js","service",".js","468"
".claude\worktrees\enterprise-audit\modules\M419100_ORDER\backend\service.js","service.js","service",".js","459"
".claude\worktrees\enterprise-audit\modules\M43100_APICULTURE\backend\service.js","service.js","service",".js","478"
".claude\worktrees\enterprise-audit\modules\M444100_CROPVALUERESEARCH\backend\service.js","service.js","service",".js","509"
".claude\worktrees\enterprise-audit\modules\M445100_VILLAGEPROFILE\backend\service.js","service.js","service",".js","496"
".claude\worktrees\enterprise-audit\modules\M451100_SHELFLIFE\backend\service.js","service.js","service",".js","476"
".claude\worktrees\enterprise-audit\modules\M454100_ADVANCEDFEATURES\backend\service.js","service.js","service",".js","504"
".claude\worktrees\enterprise-audit\modules\M455100_AICOPILOT\backend\service.js","service.js","service",".js","476"
".claude\worktrees\enterprise-audit\modules\M456100_FORM\backend\service.js","service.js","service",".js","455"
".claude\worktrees\enterprise-audit\modules\M469100_DEFENSEFITNESSPREP\backend\service.js","service.js","service",".js","513"
".claude\worktrees\enterprise-audit\modules\M472100_AIADVISORY\backend\service.js","service.js","service",".js","480"
".claude\worktrees\enterprise-audit\modules\M474100_VALUECOMMERCE\backend\service.js","service.js","service",".js","492"
".claude\worktrees\enterprise-audit\modules\M477100_SOILTESTING\backend\service.js","service.js","service",".js","484"
".claude\worktrees\enterprise-audit\modules\M477100_VOICEAI\backend\service.js","service.js","service",".js","469"
".claude\worktrees\enterprise-audit\modules\M48100_BUYINGCLUB\backend\service.js","service.js","service",".js","479"
".claude\worktrees\enterprise-audit\modules\M49100_WEARABLEINTEGRATION\backend\service.js","service.js","service",".js","515"
".claude\worktrees\enterprise-audit\modules\M499100_SHEEP\backend\service.js","service.js","service",".js","459"
".claude\worktrees\enterprise-audit\modules\M501100_IDENTITYMANAGEMENT\backend\service.js","service.js","service",".js","512"
".claude\worktrees\enterprise-audit\modules\M510100_OCR\backend\service.js","service.js","service",".js","451"
".claude\worktrees\enterprise-audit\modules\M51100_MARKETACCESS\backend\service.js","service.js","service",".js","487"
".claude\worktrees\enterprise-audit\modules\M513100_COMPREHENSIVEERP\backend\service.js","service.js","service",".js","506"
".claude\worktrees\enterprise-audit\modules\M522100_PLATFORMTELEMETRY\backend\service.js","service.js","service",".js","508"
".claude\worktrees\enterprise-audit\modules\M528100_CIVILDISRUPTION\backend\service.js","service.js","service",".js","500"
".claude\worktrees\enterprise-audit\modules\M530100_PROCUREMENTSUBSCRIPTION\backend\service.js","service.js","service",".js","532"
".claude\worktrees\enterprise-audit\modules\M538100_RESOURCECRUDFACTORY\backend\service.js","service.js","service",".js","503"
".claude\worktrees\enterprise-audit\modules\M543100_RISKPRICING\backend\service.js","service.js","service",".js","484"
".claude\worktrees\enterprise-audit\modules\M557100_NEPRODUCTINTELLIGENCE\backend\service.js","service.js","service",".js","525"
".claude\worktrees\enterprise-audit\modules\M559100_KNOWLEDGEGRAPH\backend\service.js","service.js","service",".js","496"
".claude\worktrees\enterprise-audit\modules\M560100_GEOFENCING\backend\service.js","service.js","service",".js","479"
".claude\worktrees\enterprise-audit\modules\M569100_COOPERATIVESHARE\backend\service.js","service.js","service",".js","504"
".claude\worktrees\enterprise-audit\modules\M570100_COMPANY\backend\service.js","service.js","service",".js","467"
".claude\worktrees\enterprise-audit\modules\M570100_PRESEASONORDER\backend\service.js","service.js","service",".js","497"
".claude\worktrees\enterprise-audit\modules\M573100_COMPLETEERPINTEGRATION\backend\service.js","service.js","service",".js","531"
".claude\worktrees\enterprise-audit\modules\M576100_ANALYTICSMONITORING\backend\service.js","service.js","service",".js","516"
".claude\worktrees\enterprise-audit\modules\M590100_BIODIVERSITY\backend\service.js","service.js","service",".js","487"
".claude\worktrees\enterprise-audit\modules\M602100_COMMUNITYMANAGEMENT\backend\service.js","service.js","service",".js","516"
".claude\worktrees\enterprise-audit\modules\M604100_INPUTSUPPLYMANAGEMENT\backend\service.js","service.js","service",".js","525"
".claude\worktrees\enterprise-audit\modules\M606100_REALTIMEMONITORING\backend\service.js","service.js","service",".js","512"
".claude\worktrees\enterprise-audit\modules\M61100_VISION\backend\service.js","service.js","service",".js","462"
".claude\worktrees\enterprise-audit\modules\M615100_LOGISTICS\backend\service.js","service.js","service",".js","475"
".claude\worktrees\enterprise-audit\modules\M618100_GLUTWARNING\backend\service.js","service.js","service",".js","484"
".claude\worktrees\enterprise-audit\modules\M62100_EQUIPMENTEXCHANGE\backend\service.js","service.js","service",".js","507"
".claude\worktrees\enterprise-audit\modules\M629100_MOBILITYRIDES\backend\service.js","service.js","service",".js","492"
".claude\worktrees\enterprise-audit\modules\M639100_OMNICHANNELAI\backend\service.js","service.js","service",".js","493"
".claude\worktrees\enterprise-audit\modules\M639100_WHATSAPP\backend\service.js","service.js","service",".js","471"
".claude\worktrees\enterprise-audit\modules\M640100_INSURANCEPOLICYISSUANCE\backend\service.js","service.js","service",".js","533"
".claude\worktrees\enterprise-audit\modules\M645100_LIBRARYKNOWLEDGE\api\routes.js","routes.js","api",".js","1772"
".claude\worktrees\enterprise-audit\modules\M645100_LIBRARYKNOWLEDGE\backend\service.js","service.js","service",".js","15963"
".claude\worktrees\enterprise-audit\modules\M651100_RESEARCHANDDEVELOPMENT\backend\service.js","service.js","service",".js","529"
".claude\worktrees\enterprise-audit\modules\M652100_ARVR\backend\service.js","service.js","service",".js","456"
".claude\worktrees\enterprise-audit\modules\M652100_GOVERNMENTSCHEME\backend\service.js","service.js","service",".js","504"
".claude\worktrees\enterprise-audit\modules\M652100_TENANTMANAGEMENT\backend\service.js","service.js","service",".js","504"
".claude\worktrees\enterprise-audit\modules\M657100_MULTILINGUAL\backend\service.js","service.js","service",".js","487"
".claude\worktrees\enterprise-audit\modules\M663100_SHAREDINFRA\backend\service.js","service.js","service",".js","484"
".claude\worktrees\enterprise-audit\modules\M664100_MARKETINTELLIGENCE\backend\service.js","service.js","service",".js","512"
".claude\worktrees\enterprise-audit\modules\M675100_AIAGENTICCOMPANION\backend\service.js","service.js","service",".js","513"
".claude\worktrees\enterprise-audit\modules\M68100_INDIGENOUSKNOWLEDGE\backend\service.js","service.js","service",".js","515"
".claude\worktrees\enterprise-audit\modules\M695100_GST\backend\service.js","service.js","service",".js","451"
".claude\worktrees\enterprise-audit\modules\M697100_ESCROW\backend\service.js","service.js","service",".js","463"
".claude\worktrees\enterprise-audit\modules\M697100_INSURANCEFRAUDDETECTION\backend\service.js","service.js","service",".js","533"
".claude\worktrees\enterprise-audit\modules\M699100_AIOPERATIONINTELLIGENCE\backend\service.js","service.js","service",".js","533"
".claude\worktrees\enterprise-audit\modules\M70100_MERCHANDISING\backend\service.js","service.js","service",".js","490"
".claude\worktrees\enterprise-audit\modules\M701100_PREVENTIVEMAINTENANCE\backend\service.js","service.js","service",".js","524"
".claude\worktrees\enterprise-audit\modules\M707100_CATALOGINTELLIGENCE\backend\service.js","service.js","service",".js","516"
".claude\worktrees\enterprise-audit\modules\M712100_ENGINEERINGPROJECT\backend\service.js","service.js","service",".js","512"
".claude\worktrees\enterprise-audit\modules\M713100_WIKIPEDIA\backend\service.js","service.js","service",".js","475"
".claude\worktrees\enterprise-audit\modules\M714100_PRODUCTMEDIAAI\backend\service.js","service.js","service",".js","498"
".claude\worktrees\enterprise-audit\modules\M722100_FARMER\backend\service.js","service.js","service",".js","463"
".claude\worktrees\enterprise-audit\modules\M723100_AIBRAIN\backend\service.js","service.js","service",".js","468"
".claude\worktrees\enterprise-audit\modules\M726100_FORESTRY\backend\service.js","service.js","service",".js","471"
".claude\worktrees\enterprise-audit\modules\M735100_FOLUBENCHMARK\backend\service.js","service.js","service",".js","492"
".claude\worktrees\enterprise-audit\modules\M74100_OPERATIONSMANAGEMENT\backend\service.js","service.js","service",".js","519"
".claude\worktrees\enterprise-audit\modules\M746100_ANALYTICS\backend\service.js","service.js","service",".js","475"
".claude\worktrees\enterprise-audit\modules\M752100_AIBACKBONE\backend\service.js","service.js","service",".js","480"
".claude\worktrees\enterprise-audit\modules\M759100_DEMAND\backend\service.js","service.js","service",".js","463"
".claude\worktrees\enterprise-audit\modules\M763100_ENTERPRISECONTROL\backend\service.js","service.js","service",".js","508"
".claude\worktrees\enterprise-audit\modules\M764100_V42INTELLIGENCE\backend\service.js","service.js","service",".js","500"
".claude\worktrees\enterprise-audit\modules\M767100_DPRGENERATION\backend\service.js","service.js","service",".js","492"
".claude\worktrees\enterprise-audit\modules\M77100_WATERMANAGEMENT\backend\service.js","service.js","service",".js","499"
".claude\worktrees\enterprise-audit\modules\M771100_COSTCONTROL\backend\service.js","service.js","service",".js","484"
".claude\worktrees\enterprise-audit\modules\M775100_FARMERFAMILY\backend\service.js","service.js","service",".js","488"
".claude\worktrees\enterprise-audit\modules\M781100_LANDMANAGEMENT\backend\service.js","service.js","service",".js","496"
".claude\worktrees\enterprise-audit\modules\M791100_RURALENTERPRISE\backend\service.js","service.js","service",".js","500"
".claude\worktrees\enterprise-audit\modules\M801100_INSTITUTIONALPROCUREMENT\backend\service.js","service.js","service",".js","536"
".claude\worktrees\enterprise-audit\modules\M805100_EXPERIENCELAYER\backend\service.js","service.js","service",".js","500"
".claude\worktrees\enterprise-audit\modules\M807100_ECOMMERCEAI\backend\service.js","service.js","service",".js","485"
".claude\worktrees\enterprise-audit\modules\M8100_RECIPEINTELLIGENCE\backend\service.js","service.js","service",".js","510"
".claude\worktrees\enterprise-audit\modules\M82100_GOAT\backend\service.js","service.js","service",".js","454"
".claude\worktrees\enterprise-audit\modules\M822100_MILLCIRCUIT\backend\service.js","service.js","service",".js","484"
".claude\worktrees\enterprise-audit\modules\M825100_DIGITALPRODUCTPASSPORT\backend\service.js","service.js","service",".js","529"
".claude\worktrees\enterprise-audit\modules\M826100_ECOMMERCE\backend\service.js","service.js","service",".js","475"
".claude\worktrees\enterprise-audit\modules\M840100_SYSTEMADMINISTRATION\backend\service.js","service.js","service",".js","520"
".claude\worktrees\enterprise-audit\modules\M844100_FARMERVALUE\backend\service.js","service.js","service",".js","484"
".claude\worktrees\enterprise-audit\modules\M852100_SHAREDINFRASTRUCTURE\backend\service.js","service.js","service",".js","520"
".claude\worktrees\enterprise-audit\modules\M854100_INFORMATIONSHARING\backend\service.js","service.js","service",".js","512"
".claude\worktrees\enterprise-audit\modules\M858100_PIG\backend\service.js","service.js","service",".js","451"
".claude\worktrees\enterprise-audit\modules\M865100_PROJECTSYSTEMS\backend\service.js","service.js","service",".js","496"
".claude\worktrees\enterprise-audit\modules\M868100_HORTICULTUREMANAGEMENT\backend\service.js","service.js","service",".js","528"
".claude\worktrees\enterprise-audit\modules\M87100_ANIMALHEALTH\backend\service.js","service.js","service",".js","487"
".claude\worktrees\enterprise-audit\modules\M880100_FISHERIESMANAGEMENT\backend\service.js","service.js","service",".js","516"
".claude\worktrees\enterprise-audit\modules\M897100_CONSUMERHEALTH\backend\service.js","service.js","service",".js","496"
".claude\worktrees\enterprise-audit\modules\M90100_IOTINTEGRATION\backend\service.js","service.js","service",".js","495"
".claude\worktrees\enterprise-audit\modules\TEMPLATES\MODULE_TEMPLATE\backend\service.js","service.js","service",".js","11188"
".claude\worktrees\enterprise-audit\scripts\find-orphan-services.js","find-orphan-services.js","services",".js","3205"
".claude\worktrees\enterprise-audit\tools\check_api_alignment.js","check_api_alignment.js","api",".js","1323"
".claude\worktrees\intelligent-sutherland-9f1488\.claude\agents\api-tester.md","api-tester.md","api",".md","548"
".claude\worktrees\intelligent-sutherland-9f1488\.claude\audits\AUDIT_API.md","AUDIT_API.md","api",".md","18932"
".claude\worktrees\intelligent-sutherland-9f1488\.vibecheck\sync-queue.json","sync-queue.json","queue",".json","82"
".claude\worktrees\intelligent-sutherland-9f1488\backend\api-wiring-verification-report.json","api-wiring-verification-report.json","api",".json","364264"
".claude\worktrees\intelligent-sutherland-9f1488\backend\generate_service_mapping.js","generate_service_mapping.js","service",".js","1489"
".claude\worktrees\intelligent-sutherland-9f1488\backend\route-service-audit-report.json","route-service-audit-report.json","service",".json","76336"
".claude\worktrees\intelligent-sutherland-9f1488\backend\scripts\api-wiring-verification.js","api-wiring-verification.js","api",".js","5945"
".claude\worktrees\intelligent-sutherland-9f1488\backend\scripts\route-service-audit.js","route-service-audit.js","service",".js","4897"
".claude\worktrees\intelligent-sutherland-9f1488\backend\scripts\service-init-verification.js","service-init-verification.js","service",".js","5438"
".claude\worktrees\intelligent-sutherland-9f1488\backend\service_route_mapping.json","service_route_mapping.json","service",".json","52387"
".claude\worktrees\intelligent-sutherland-9f1488\backend\service-init-verification-report.json","service-init-verification-report.json","service",".json","18788"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\aiBackboneController.js","aiBackboneController.js","controllers",".js","2947"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\bulkOrderController.js","bulkOrderController.js","controllers",".js","6466"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\completeAIIntegrationController.js","completeAIIntegrationController.js","controllers",".js","13626"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\completeERPIntegrationController.js","completeERPIntegrationController.js","controllers",".js","12726"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\comprehensiveERPController.js","comprehensiveERPController.js","controllers",".js","24252"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\cropValueResearchController.js","cropValueResearchController.js","controllers",".js","1787"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\defenseFitnessPrepController.js","defenseFitnessPrepController.js","controllers",".js","2128"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\ecommerceAIController.js","ecommerceAIController.js","controllers",".js","7058"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\ecommerceBusinessSalesController.js","ecommerceBusinessSalesController.js","controllers",".js","6306"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\ecommerceController.js","ecommerceController.js","controllers",".js","12690"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\ecommerceERPController.js","ecommerceERPController.js","controllers",".js","4987"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\ecommerceIntegrationController.js","ecommerceIntegrationController.js","controllers",".js","8311"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\ecommerceMarketingController.js","ecommerceMarketingController.js","controllers",".js","7705"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\farmerTrainingController.js","farmerTrainingController.js","controllers",".js","4041"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\hrController.js","hrController.js","controllers",".js","4101"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\nervousSystemController.js","nervousSystemController.js","controllers",".js","16526"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\nutrientValueSalesController.js","nutrientValueSalesController.js","controllers",".js","8450"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\platformTelemetryController.js","platformTelemetryController.js","controllers",".js","1288"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\productMediaAIController.js","productMediaAIController.js","controllers",".js","2247"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\controllers\wearableIntegrationController.js","wearableIntegrationController.js","controllers",".js","3205"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\database\consumer_health_schema.sql","consumer_health_schema.sql","consumer",".sql","9443"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\database\migrations\015_authorization_service.sql","015_authorization_service.sql","service",".sql","10177"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\database\migrations\020_consumer_health_schema.sql","020_consumer_health_schema.sql","consumer",".sql","10258"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\admin.js","admin.js","middleware",".js","1252"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\auth.js","auth.js","middleware",".js","6609"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\compliance.js","compliance.js","middleware",".js","8156"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\dual-use\mfaMiddleware.js","mfaMiddleware.js","middleware",".js","3731"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\errorHandler.js","errorHandler.js","middleware",".js","19119"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\inputValidation.js","inputValidation.js","middleware",".js","5483"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\ownership.js","ownership.js","middleware",".js","4614"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\rateLimit.js","rateLimit.js","middleware",".js","11362"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\rateLimiter.js","rateLimiter.js","middleware",".js","3539"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\requestId.js","requestId.js","middleware",".js","6505"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\requestLogger.js","requestLogger.js","middleware",".js","10461"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\resolveFarmerId.js","resolveFarmerId.js","middleware",".js","1477"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\responseFormatter.js","responseFormatter.js","middleware",".js","10733"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\roleGroups.js","roleGroups.js","middleware",".js","1795"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\routeMonitoring.js","routeMonitoring.js","middleware",".js","3068"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\securityHeaders.js","securityHeaders.js","middleware",".js","9940"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\middleware\validation.js","validation.js","middleware",".js","19516"
