"File","Severity","Classification","Evidence","Lines","SizeBytes"
"backend\src\services\legacy\whatsappService.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","423","18738"
"backend\src\services\legacy\wikipediaService.js","HIGH","LIKELY_STUB","CONSTANT_RETURN","137","4677"
"backend\src\services\loggingService.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","111","2090"
"backend\src\services\moduleEventService.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","28","997"
"backend\src\websocket\socketServer.js","HIGH","LIKELY_STUB","CONSTANT_RETURN","340","8232"
"frontend\src\components\Accessibility\AccessibilityProvider.jsx","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","137","4781"
"frontend\src\components\ErrorBoundary\EnhancedErrorBoundary.jsx","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","544","15482"
"frontend\src\components\Multilingual\MultilingualProvider.jsx","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","146","4467"
"frontend\src\components\RouteAnalytics.jsx","HIGH","LIKELY_STUB","CONSTANT_RETURN","357","9464"
"frontend\src\components\RouteLoading.jsx","HIGH","LIKELY_STUB","CONSTANT_RETURN","206","5220"
"frontend\src\components\Sidebar.jsx","HIGH","LIKELY_STUB","CONSTANT_RETURN","261","11887"
"frontend\src\components\ui\Dashboard.jsx","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","377","11992"
"frontend\src\config\env.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","303","7606"
"frontend\src\hooks\useJourneyStepper.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","106","2948"
"frontend\src\services\offlineQueue.js","HIGH","LIKELY_STUB","CONSTANT_RETURN","138","3362"
"frontend\src\store\authStore.js","HIGH","LIKELY_STUB","CONSTANT_RETURN","115","3675"
"frontend\src\test\e2eHelpers.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","372","8805"
"frontend\src\utils\accessibility.js","HIGH","LIKELY_STUB","CONSTANT_RETURN","544","12183"
"frontend\src\utils\analytics.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","481","9312"
"frontend\src\utils\cache.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","644","12900"
"frontend\src\utils\deviceDetection.js","HIGH","LIKELY_STUB","CONSTANT_RETURN","346","8428"
"frontend\src\utils\i18n.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","549","12860"
"frontend\src\utils\monitoring.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","433","9900"
"frontend\src\utils\performanceOptimizations.jsx","HIGH","LIKELY_STUB","CONSTANT_RETURN","681","16463"
"frontend\src\utils\pushNotifications.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","201","5852"
"frontend\src\utils\routePreloader.js","HIGH","LIKELY_STUB","CONSTANT_RETURN","337","8326"
"frontend\src\utils\security.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","449","8449"
"frontend\src\utils\validation.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","522","12514"
"modules\M645100_LIBRARYKNOWLEDGE\backend\service.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","618","20224"
"modules\MIGRATION_SYSTEM\frontend-migration-script.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","364","11727"
"modules\MIGRATION_SYSTEM\migration-script.js","HIGH","LIKELY_STUB","CONSTANT_RETURN","305","10236"
"modules\MIGRATION_SYSTEM\route-integration-script.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","509","15614"
"modules\TEMPLATES\MODULE_TEMPLATE\ai\decisions.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","228","5944"
"modules\UIP_SYSTEM\uip-core.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","535","13963"
"tools\find-hidden-modules.js","HIGH","LIKELY_STUB","CONSTANT_RETURN | EMPTY_BLOCK","284","11640"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-desktop\src\hooks\useFetch.ts","HIGH","REVIEW_REQUIRED","IMPLEMENTATION_ERROR_STUB | VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","134"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-desktop\src\utils\api.ts","HIGH","REVIEW_REQUIRED","IMPLEMENTATION_ERROR_STUB | VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","140"
".ai\generators\master_generator.js","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK","106","4883"
".claude\worktrees\confident-satoshi-a53ac8\backend\src\services\orderService.js","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK","814","25548"
".claude\worktrees\confident-satoshi-a53ac8\tools\engineering-registry.js","MEDIUM","IMPLEMENTATION_GAP","TODO | FIXME | EMPTY_BLOCK","471","27751"
".claude\worktrees\enterprise-audit\backend\src\modules\M037\model.sql","MEDIUM","IMPLEMENTATION_GAP","TODO","97","3308"
".claude\worktrees\enterprise-audit\backend\src\modules\M037\service.js","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK","342","10028"
".claude\worktrees\enterprise-audit\backend\src\modules\M114\service.js","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK","95","2820"
".claude\worktrees\enterprise-audit\tools\engineering-registry.js","MEDIUM","IMPLEMENTATION_GAP","TODO | FIXME | EMPTY_BLOCK","471","27751"
".claude\worktrees\intelligent-sutherland-9f1488\tools\engineering-registry.js","MEDIUM","IMPLEMENTATION_GAP","TODO | FIXME | EMPTY_BLOCK","471","27751"
".claude\worktrees\jolly-feynman-9d174f\backend\src\services\orderService.js","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK","824","25780"
".claude\worktrees\jolly-feynman-9d174f\tools\engineering-registry.js","MEDIUM","IMPLEMENTATION_GAP","TODO | FIXME | EMPTY_BLOCK","471","27751"
".claude\worktrees\musing-bartik-79ce5a\backend\src\services\orderService.js","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK","824","25780"
".claude\worktrees\musing-bartik-79ce5a\tools\engineering-registry.js","MEDIUM","IMPLEMENTATION_GAP","TODO | FIXME | EMPTY_BLOCK","471","27751"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\orderService.js","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK","824","25780"
".claude\worktrees\reverent-hellman-fc7e32\tools\engineering-registry.js","MEDIUM","IMPLEMENTATION_GAP","TODO | FIXME | EMPTY_BLOCK","471","27751"
"frontend\src\components\Atomic\Avatar.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","134"
"frontend\src\components\Atomic\Badge.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","132"
"frontend\src\components\Atomic\Button.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","134"
"frontend\src\components\Atomic\ButtonGroup.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","144"
"frontend\src\components\Atomic\Checkbox.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","138"
"frontend\src\components\Atomic\Chip.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","130"
"frontend\src\components\Atomic\ColorPicker.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","144"
"frontend\src\components\Atomic\DatePicker.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","142"
"frontend\src\components\Atomic\Divider.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","136"
"frontend\src\components\Atomic\EmailInput.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","142"
"frontend\src\components\Atomic\FileUpload.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","142"
"frontend\src\components\Atomic\Icon.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","130"
"frontend\src\components\Atomic\IconButton.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","142"
"frontend\src\components\Atomic\Label.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","132"
"frontend\src\components\Atomic\Link.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","130"
"frontend\src\components\Atomic\MultiSelect.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","144"
"frontend\src\components\Atomic\NumberInput.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","144"
"frontend\src\components\Atomic\PasswordInput.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","148"
"frontend\src\components\Atomic\ProgressBar.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","144"
"frontend\src\components\Atomic\Radio.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","132"
"frontend\src\components\Atomic\RangeSlider.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","144"
"frontend\src\components\Atomic\Select.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","134"
"frontend\src\components\Atomic\Skeleton.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","138"
"frontend\src\components\Atomic\Spacer.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","134"
"frontend\src\components\Atomic\Spinner.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","136"
"frontend\src\components\Atomic\StatusIndicator.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","152"
"frontend\src\components\Atomic\Tag.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","128"
"frontend\src\components\Atomic\Textarea.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","138"
"frontend\src\components\Atomic\TextInput.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","140"
"frontend\src\components\Atomic\TimePicker.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","142"
"frontend\src\components\Atomic\Toggle.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","134"
"frontend\src\components\Display\Component0.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","126"
"frontend\src\components\Display\Component1.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","126"
"frontend\src\components\Display\Component10.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component11.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component12.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component13.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component14.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component15.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component16.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component17.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component18.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component19.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component2.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","126"
"frontend\src\components\Display\Component20.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component21.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component22.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component23.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component24.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component25.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component26.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component27.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component28.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component29.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component3.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","126"
"frontend\src\components\Display\Component30.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component31.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component32.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component33.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component34.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component35.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component36.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component37.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component38.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component39.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component4.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","126"
"frontend\src\components\Display\Component40.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component41.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component42.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component43.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component44.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component45.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component46.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component47.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component48.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component49.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component5.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","126"
"frontend\src\components\Display\Component50.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component51.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component52.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component53.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component54.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component55.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component56.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component57.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component58.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component59.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component6.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","126"
"frontend\src\components\Display\Component60.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component61.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component62.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component63.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component64.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component65.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component66.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component67.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component68.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component69.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component7.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","126"
"frontend\src\components\Display\Component70.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component71.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component72.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component73.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component74.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component75.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component76.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component77.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component78.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component79.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component8.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","126"
"frontend\src\components\Display\Component80.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component81.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component82.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component83.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component84.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component85.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component86.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component87.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component88.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component89.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component9.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","126"
"frontend\src\components\Display\Component90.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component91.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component92.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component93.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component94.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component95.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component96.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component97.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component98.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\Display\Component99.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | THIN_IMPLEMENTATION","6","127"
"frontend\src\components\forms\ClaimForm.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","174"
"frontend\src\components\forms\ClaimForm15.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","176"
"frontend\src\components\forms\ClaimForm25.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","176"
"frontend\src\components\forms\ClaimForm35.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","176"
"frontend\src\components\forms\ClaimForm45.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","176"
"frontend\src\components\forms\ClaimForm55.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","176"
"frontend\src\components\forms\ClaimForm65.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","176"
"frontend\src\components\forms\ClaimForm75.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","176"
"frontend\src\components\forms\FilterForm.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","175"
"frontend\src\components\forms\FilterForm18.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","177"
"frontend\src\components\forms\FilterForm28.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","177"
"frontend\src\components\forms\FilterForm38.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","177"
"frontend\src\components\forms\FilterForm48.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","177"
"frontend\src\components\forms\FilterForm58.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","177"
"frontend\src\components\forms\FilterForm68.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","177"
"frontend\src\components\forms\FilterForm78.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","177"
"frontend\src\components\forms\LoanForm.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","173"
"frontend\src\components\forms\LoanForm14.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","175"
"frontend\src\components\forms\LoanForm24.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","175"
"frontend\src\components\forms\LoanForm34.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","175"
"frontend\src\components\forms\LoanForm44.jsx","MEDIUM","IMPLEMENTATION_GAP","TODO | EMPTY_BLOCK | THIN_IMPLEMENTATION","7","175"
