"File","Role","PathClass","InDegree","OutDegree","TotalDegree"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M253\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M143\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\priceForecasting.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\robotics\roboticsOrchestrationService.js","SERVICE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M222\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M048\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M162\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M081\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M114\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M334\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M195\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M272\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M305\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\aiService\demandForecasting.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M268\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ai\enterpriseAIRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M241\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\marketDataRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceAIRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M146\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M055\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\buyerTrust.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\apicultureRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M286\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M127\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M059\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\assetAccountingDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M229\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\institutionalProcurementService.js","SERVICE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M037\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M021\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerTrainingRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M035\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\aiService\fraudDetection.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productMediaAIRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M125\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\engineeringProjectRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M153\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M068\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M001\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\fertilizerDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\analyticsService.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sharedCapacityRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\revenueRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M335\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M202\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M057\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\multilingualDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\insuranceDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M199\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M069\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M220\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ordersDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M180\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M314\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M298\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M031\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\animalHealthDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\completeERPIntegrationDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M263\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M024\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\complianceRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M047\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M300\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M212\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M269\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M128\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\weatherDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sapModuleArchitectureDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M224\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\rfqRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M288\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M120\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\aiFeedbackService.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\foluBenchmarkService.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\paymentGatewayRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M055\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M149\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M076\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\notificationDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M159\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\core\moduleRegistry.js","OTHER","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M130\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\geofencingService.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M038\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\aiStrategyRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M144\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\horticultureManagementService.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M210\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\indiaCoverageRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M127\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cooperativeShareRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\hrRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M198\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M078\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\sellerRankingService.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\realtimeMonitoringService.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M228\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M061\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M133\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\enterpriseIntegrationDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M250\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M034\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\aiDomainAdapterRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M076\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M006\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M308\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerProcurementQuoteRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\freightPoolingService.js","SERVICE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M070\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M080\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M177\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M307\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M324\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M074\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M163\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M205\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M032\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\apicultureService.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M283\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceIntegrationRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M238\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M118\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\agriculturalIntelligenceDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropValueResearchDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropRecommendations.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M016\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M217\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M025\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\optimizationRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceIntegrationDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\offlinePaymentService.js","SERVICE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M328\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M140\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\costRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M136\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M275\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M189\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M064\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\greenhouseService.js","SERVICE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M138\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\costControlDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M015\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\artificialScientistRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M161\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M191\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M074\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M330\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M069\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M049\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\equipmentExchangeDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M050\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M309\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\engineeringProjectDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M008\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M023\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M273\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\returnLoadBoardRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M142\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\pestForecastingDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M060\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M060\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\etlService.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M225\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M336\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\blockchainVerificationService.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M045\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M113\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M073\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M110\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M044\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M137\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M312\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M400_AI_BACKBONE\backend\service.js","SERVICE","PRODUCTION_OR_REVIEW","2","1","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\experienceLayerDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M036\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","2","3"
