"FrontendFile","Method","RawPath","CandidatePath","Status","BackendPath","BackendRouter"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/images/${id}","/images/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M183\M183Page.jsx","GET","/api/m183/search?q=${encodeURIComponent(searchQuery)}","/api/m183/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M035\M035Page.jsx","GET","/api/m035/search?q=${encodeURIComponent(searchQuery)}","/api/m035/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M275\M275.jsx","DELETE","/api/v1/backend-modules/M275/${id}","/api/v1/backend-modules/M275/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M275/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M275\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M313\M313Page.jsx","DELETE","/api/m313/${id}","/api/m313/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M271\M271Page.jsx","GET","/api/m271?${params}","/api/m271","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M069\M069Page.jsx","GET","/api/m069/search?q=${encodeURIComponent(searchQuery)}","/api/m069/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","POST","/peers/${id}/connect","/peers/:param/connect","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M187\M187.jsx","DELETE","/api/v1/backend-modules/M187/${id}","/api/v1/backend-modules/M187/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M187/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M187\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M251\M251.jsx","DELETE","/api/v1/backend-modules/M251/${id}","/api/v1/backend-modules/M251/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M251/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M251\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M197\M197Page.jsx","GET","/api/m197/search?q=${encodeURIComponent(searchQuery)}","/api/m197/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/cost-control/budgets/${companyId}","/cost-control/budgets/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M092\M092Page.jsx","GET","/api/m092/search?q=${encodeURIComponent(searchQuery)}","/api/m092/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M304\M304Page.jsx","DELETE","/api/m304/${id}","/api/m304/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M270\M270Page.jsx","DELETE","/api/m270/${id}","/api/m270/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/layout-manager/${id}","/layout-manager/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M048\M048Page.jsx","DELETE","/api/m048/${id}","/api/m048/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/history/${entity}/${id}/${version}","/history/:param/:param/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M069\M069Page.jsx","GET","/api/m069?${params}","/api/m069","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M140\M140.jsx","DELETE","/api/v1/backend-modules/M140/${id}","/api/v1/backend-modules/M140/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M140/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M140\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M73\M73.jsx","DELETE","/api/v1/backend-modules/M073/${id}","/api/v1/backend-modules/M073/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M073/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M073\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M324\M324Page.jsx","GET","/api/m324/search?q=${encodeURIComponent(searchQuery)}","/api/m324/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/clusters/${id}","/clusters/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M088\M088Page.jsx","GET","/api/m088/search?q=${encodeURIComponent(searchQuery)}","/api/m088/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M221\M221.jsx","DELETE","/api/v1/backend-modules/M221/${id}","/api/v1/backend-modules/M221/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M221/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M221\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M60\M60.jsx","DELETE","/api/v1/backend-modules/M060/${id}","/api/v1/backend-modules/M060/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M060/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M060\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M325\M325Page.jsx","GET","/api/m325/search?q=${encodeURIComponent(searchQuery)}","/api/m325/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/farm-costing/records/${id}","/farm-costing/records/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M337\M337Page.jsx","GET","/api/m337?${params}","/api/m337","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M300\M300.jsx","DELETE","/api/v1/backend-modules/M300/${id}","/api/v1/backend-modules/M300/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M300/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M300\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M157\M157Page.jsx","GET","/api/m157?${params}","/api/m157","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M139\M139Page.jsx","DELETE","/api/m139/${id}","/api/m139/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M332\M332Page.jsx","GET","/api/m332?${params}","/api/m332","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\components\AI\AIDashboard.jsx","GET","/api/ai/stats/${farmerId}","/api/ai/stats/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/sap-module-architecture/${id}","/sap-module-architecture/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","POST","/sap-module-architecture/module/${id}/transition","/sap-module-architecture/module/:param/transition","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/sap-module-architecture/modules/by-type/${type}","/sap-module-architecture/modules/by-type/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M297\M297Page.jsx","GET","/api/m297?${params}","/api/m297","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-ai/forecast-demand/${productId}","/ecommerce-ai/forecast-demand/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","POST","/consents/${id}","/consents/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\commerceApi.js","GET","/product-reviews/products/${productId}","/product-reviews/products/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M33\M33.jsx","DELETE","/api/v1/backend-modules/M033/${id}","/api/v1/backend-modules/M033/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M033/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M033\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","POST","/signoffs/${id}","/signoffs/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/contractor-management/contractor/${id}","/contractor-management/contractor/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","POST","/enterprise-control/emergency/incidents/${incidentCode}/acknowledge","/enterprise-control/emergency/incidents/:param/acknowledge","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M131\M131Page.jsx","GET","/api/m131?${params}","/api/m131","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/affiliates/${id}","/affiliates/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M150\M150Page.jsx","DELETE","/api/m150/${id}","/api/m150/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M132\M132Page.jsx","GET","/api/m132/search?q=${encodeURIComponent(searchQuery)}","/api/m132/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/organic-input/item/${id}","/organic-input/item/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M189\M189Page.jsx","GET","/api/m189/search?q=${encodeURIComponent(searchQuery)}","/api/m189/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M263\M263Page.jsx","GET","/api/m263/search?q=${encodeURIComponent(searchQuery)}","/api/m263/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/crop-varieties/${id}","/crop-varieties/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M199\M199.jsx","DELETE","/api/v1/backend-modules/M199/${id}","/api/v1/backend-modules/M199/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M199/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M199\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M117\M117Page.jsx","DELETE","/api/m117/${id}","/api/m117/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M278\M278.jsx","DELETE","/api/v1/backend-modules/M278/${id}","/api/v1/backend-modules/M278/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M278/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M278\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","POST","/comprehensive-erp/make-usage-decision/${id}","/comprehensive-erp/make-usage-decision/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M054\M054Page.jsx","GET","/api/m054?${params}","/api/m054","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M056\M056Page.jsx","GET","/api/m056/search?q=${encodeURIComponent(searchQuery)}","/api/m056/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M85\M85.jsx","DELETE","/api/v1/backend-modules/M085/${id}","/api/v1/backend-modules/M085/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M085/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/seed-vault/${seedId}","/seed-vault/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/cold-storage/compliance-status/${facilityId}","/cold-storage/compliance-status/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M151\M151Page.jsx","DELETE","/api/m151/${id}","/api/m151/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/event-calendar/${id}","/event-calendar/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M153\M153Page.jsx","GET","/api/m153/search?q=${encodeURIComponent(searchQuery)}","/api/m153/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/fish-health/record/${id}","/fish-health/record/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/faqs/${id}","/faqs/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farmers/${farmerId}/harvest-plans","/farmers/:param/harvest-plans","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M123\M123.jsx","DELETE","/api/v1/backend-modules/M123/${id}","/api/v1/backend-modules/M123/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M123/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M123\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/experiments","/:param/experiments","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/goat-farming/animal/${id}","/goat-farming/animal/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/components/${id}","/components/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M107\M107.jsx","DELETE","/api/v1/backend-modules/M107/${id}","/api/v1/backend-modules/M107/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M107/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M107\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/animal-health/quarantine/${id}","/animal-health/quarantine/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farmers/${id}/dashboard","/farmers/:param/dashboard","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M083\M083Page.jsx","GET","/api/m083?${params}","/api/m083","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M235\M235Page.jsx","GET","/api/m235/search?q=${encodeURIComponent(searchQuery)}","/api/m235/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M311\M311Page.jsx","GET","/api/m311?${params}","/api/m311","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M122\M122Page.jsx","GET","/api/m122/search?q=${encodeURIComponent(searchQuery)}","/api/m122/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","POST","/government-schemes/${id}/apply","/government-schemes/:param/apply","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M220\M220Page.jsx","DELETE","/api/m220/${id}","/api/m220/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M328\M328.jsx","DELETE","/api/v1/backend-modules/M328/${id}","/api/v1/backend-modules/M328/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M328/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M328\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M214\M214Page.jsx","GET","/api/m214/search?q=${encodeURIComponent(searchQuery)}","/api/m214/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/company/${id}","/company/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M160\M160Page.jsx","GET","/api/m160/search?q=${encodeURIComponent(searchQuery)}","/api/m160/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M217\M217Page.jsx","DELETE","/api/m217/${id}","/api/m217/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M049\M049Page.jsx","GET","/api/m049?${params}","/api/m049","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/rate-limits/${id}","/rate-limits/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M067\M067Page.jsx","GET","/api/m067?${params}","/api/m067","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M211\M211Page.jsx","GET","/api/m211?${params}","/api/m211","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/warehouses/${id}/stock","/warehouses/:param/stock","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\marketplaceService.js","GET","/marketplace/listings/${listingId}","/marketplace/listings/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farmer/${id}","/farmer/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M178\M178.jsx","DELETE","/api/v1/backend-modules/M178/${id}","/api/v1/backend-modules/M178/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M178/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M178\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/equipment-scheduling/schedule/${id}","/equipment-scheduling/schedule/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M016\M016Page.jsx","GET","/modules/m016/identities/${userId}","/modules/m016/identities/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M215\M215Page.jsx","GET","/api/m215?${params}","/api/m215","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/enterprise-control/clients/${id}/health","/enterprise-control/clients/:param/health","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M224\M224.jsx","DELETE","/api/v1/backend-modules/M224/${id}","/api/v1/backend-modules/M224/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M224/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M224\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/experiments/${id}/runs","/:param/experiments/:param/runs","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","POST","/compliance-checks/${id}/run","/compliance-checks/:param/run","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M79\M79.jsx","DELETE","/api/v1/backend-modules/M079/${id}","/api/v1/backend-modules/M079/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M079/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M079\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/federations/${id}","/federations/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M99\M99.jsx","DELETE","/api/v1/backend-modules/M099/${id}","/api/v1/backend-modules/M099/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M099/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M255\M255.jsx","DELETE","/api/v1/backend-modules/M255/${id}","/api/v1/backend-modules/M255/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M255/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M255\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M233\M233Page.jsx","DELETE","/api/m233/${id}","/api/m233/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/users/${id}","/users/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M106\M106Page.jsx","GET","/api/m106/search?q=${encodeURIComponent(searchQuery)}","/api/m106/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M340\M340Page.jsx","DELETE","/api/m340/${id}","/api/m340/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/sap-module-architecture/module/${id}/configuration","/sap-module-architecture/module/:param/configuration","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/cost-control/cost-centers/${companyId}","/cost-control/cost-centers/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M307\M307Page.jsx","DELETE","/api/m307/${id}","/api/m307/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M137\M137.jsx","DELETE","/api/v1/backend-modules/M137/${id}","/api/v1/backend-modules/M137/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M137/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M137\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M220\M220Page.jsx","GET","/api/m220/search?q=${encodeURIComponent(searchQuery)}","/api/m220/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M183\M183.jsx","DELETE","/api/v1/backend-modules/M183/${id}","/api/v1/backend-modules/M183/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M183/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M183\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M195\M195.jsx","DELETE","/api/v1/backend-modules/M195/${id}","/api/v1/backend-modules/M195/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M195/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M195\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M040\M040Page.jsx","GET","/api/m040/search?q=${encodeURIComponent(searchQuery)}","/api/m040/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M085\M085Page.jsx","GET","/api/m085?${params}","/api/m085","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/sheep/${id}","/sheep/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M248\M248Page.jsx","GET","/api/m248?${params}","/api/m248","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M230\M230Page.jsx","GET","/api/m230?${params}","/api/m230","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M169\M169Page.jsx","GET","/api/m169?${params}","/api/m169","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M240\M240Page.jsx","GET","/api/m240?${params}","/api/m240","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/subscription-boxes/${id}","/subscription-boxes/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farmers/${id}","/farmers/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M303\M303Page.jsx","GET","/api/m303/search?q=${encodeURIComponent(searchQuery)}","/api/m303/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M162\M162Page.jsx","GET","/api/m162/search?q=${encodeURIComponent(searchQuery)}","/api/m162/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","POST","/nlp-models/${id}/process","/nlp-models/:param/process","DYNAMIC_UNRESOLVED",,
