"File","Import","ExpectedResolvedApi","Exists","CentralApiExists"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PlatformFoundationPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PlatformManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PondManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PoultryManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PredictiveIntelligencePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PreOrderPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PreSeasonPurchasePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PriceBuildPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PriceCheckPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ProductDetailPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ProjectSystemsPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PublicDataExtractorPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\QualityControlPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\RealtimeMonitoringPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\RegisterPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\REOSDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\REOSDashboardPage.test.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ResearchAndDevelopmentPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ResearchDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\RfqPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\RoboticsOperationsPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\RolePermissionPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SAPModuleArchitecturePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SeedPlanningPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SeedVaultPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SellerProductFormPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SellTimingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SharedInfraPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SheepFarmingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ShgManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SoilManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SowingManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SubsidyManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SupplyChainAnalyticsPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SupportCenterPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SustainabilityDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\SystemAdministrationPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\TraceabilityPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\TractorManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\TrainingAcademyPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\TransactionHistoryPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\VarietyDirectoryPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\WalletPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\WaterManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\WaterRecordsPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\WearablesPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\WeatherAnalyticsPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\WhatGrowPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\YieldManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\utils\errorMonitoring.js","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\utils\pushNotifications.js","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\__tests__\FinalPlaceholderPages.test.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\__tests__\OperationalPlaceholderPages.test.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\__tests__\SearchKnowledgePages.test.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\__tests__\TrainingTraceabilityPages.test.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
