"Method","EffectivePath","RouterFile","StaticFrontendUse"
"GET","/api/v1/backend-modules/M019/profiles/:userId/recommendations","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M019\routes.js","False"
"POST","/api/v1/backend-modules/M088/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","False"
"GET","/api/farmervalue/:farmerId/unclaimed-subsidy","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerValueRoutes.js","False"
"POST","/api/v1/ai-agent/coordinate","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\aiAgentDomainRoutes.js","False"
"GET","/api/v1/backend-modules/M238","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M238\routes.js","True"
"GET","/api/v1/cooperative-share/paid-up-capital/:fpoId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cooperativeShareDomainRoutes.js","False"
"GET","/api/v1/backend-modules/M053","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M053\routes.js","True"
"GET","/api/animalhealth/treatments","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\animalHealthRoutes.js","False"
"PUT","/api/v1/backend-modules/M136/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M136\routes.js","False"
"POST","/api/v1/erp/sync/order","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\erpService.js","False"
"PUT","/api/v1/backend-modules/M155/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M155\routes.js","False"
"PUT","/api/v1/backend-modules/M227/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M227\routes.js","False"
"GET","/api/v1/backend-modules/M145","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M145\routes.js","True"
"DELETE","/api/v1/backend-modules/M007/roles/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M007\routes.js","False"
"GET","/api/logisticsenhancements/fleet","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\logisticsEnhancements.js","False"
"GET","/api/farmer/:farmerId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerRoutes.js","True"
"PUT","/api/v1/backend-modules/M312/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M312\routes.js","False"
"DELETE","/api/gst/rates/:category","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\finance\gstRoutes.js","False"
"DELETE","/api/v1/backend-modules/M139/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M139\routes.js","False"
"GET","/api/goat/herd","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\goatRoutes.js","False"
"GET","/api/v1/library/org-chart","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\libraryRoutes.js","False"
"POST","/api/bulkorder","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\bulkOrderRoutes.js","False"
"GET","/api/nutrition-intelligence/wellness-practices","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutritionIntelligenceRoutes.js","False"
"GET","/api/v1/backend-modules/M121/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M121\routes.js","False"
"POST","/api/v1/nutrition-intelligence/compare","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutritionIntelligenceRoutes.js","False"
"GET","/api/v1/backend-modules/M089","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","True"
"GET","/api/irrigationmanagement/health","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\irrigationManagementRoutes.js","False"
"POST","/api/v1/backend-modules/M325/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M325\routes.js","False"
"POST","/api/nutrientvaluesales/issue-certificate","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutrientValueSalesRoutes.js","False"
"GET","/api/experience/breakpoint","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\experienceRoutes.js","False"
"POST","/api/v1/enterprise-control/emergency/incidents/:incidentCode/acknowledge","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\enterpriseControlService.js","False"
"DELETE","/api/v1/backend-modules/M099/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","False"
"GET","/api/library/enterprise-index/activity/summary","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\libraryRoutes.js","False"
"GET","/api/cropplanning","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropPlanningRoutes.js","False"
"GET","/api/v1/backend-modules/M093","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","True"
"GET","/api/v1/backend-modules/M121","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M121\routes.js","True"
"POST","/api/v1/realtime-monitoring/resource/:resourceId/start","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\realtimeMonitoringDomainRoutes.js","False"
"POST","/api/v1/backend-modules/M012/change-password","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M012\routes.js","False"
"GET","/api/v1/backend-modules/M299/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M299\routes.js","False"
"GET","/api/v1/insurance/claims","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\insuranceDomainRoutes.js","False"
"GET","/api/library-ai-workspace/orchestrator/tasks","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\libraryAIWorkspaceRoutes.js","False"
"GET","/api/v1/governance/csr-projects","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\governanceModule.js","False"
"POST","/api/v1/backend-modules/M166/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M166\routes.js","False"
"PUT","/api/v1/backend-modules/M103/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","False"
"PUT","/api/gst/payments/:paymentId/status","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\finance\gstRoutes.js","False"
"GET","/api/v1/backend-modules/M221/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M221\routes.js","False"
"GET","/api/v1/backend-modules/M239/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M239\routes.js","False"
"POST","/api/v1/backend-modules/M142/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M142\routes.js","False"
"GET","/api/v1/wallet","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\walletDomainRoutes.js","False"
"GET","/api/v1/cost-management/corridor-model","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\costRoutes.js","False"
"POST","/api/v1/ai/library-workspace/events","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\libraryAIWorkspaceRoutes.js","False"
"POST","/api/nutrientvaluesales/compare-products","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutrientValueSalesRoutes.js","False"
"GET","/api/v1/backend-modules/M317/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M317\routes.js","False"
"GET","/api/library-knowledge/enterprise-index/features","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\libraryRoutes.js","False"
"GET","/api/v1/backend-modules/M130/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M130\routes.js","False"
"GET","/api/freightpooling/health","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\freightPooling.js","False"
"GET","/api/v1/backend-modules/M004/organizations/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M004\routes.js","False"
"POST","/api/v1/ecommerce-erp/production-order","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceERPDomainRoutes.js","False"
"GET","/api/v1/backend-modules/M014/anomalies","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M014\routes.js","False"
"POST","/api/v1/library/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\libraryRoutes.js","False"
"GET","/api/v1/backend-modules/M341/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M341\routes.js","False"
"GET","/api/platformcore/scaling/recommendations","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platformCoreRoutes.js","False"
"POST","/api/v1/backend-modules/M015/device/check","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M015\routes.js","False"
"POST","/api/ecommercemarketing/apply-promotion/:promoCode","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceMarketingRoutes.js","False"
"GET","/api/v1/sap-module-architecture/module/:id/configuration","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sapModuleArchitectureDomainRoutes.js","False"
"GET","/api/v1/backend-modules/M244/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M244\routes.js","False"
"GET","/api/v1/backend-modules/M211","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M211\routes.js","True"
"GET","/api/farmertraining/recommendations/:farmerId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerTrainingRoutes.js","False"
"DELETE","/api/v1/backend-modules/M186/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M186\routes.js","False"
"POST","/api/v1/nursery/nursery","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropDomainRoutes.js","False"
"GET","/api/v1/ai-decision/ai-context/generate-recommendations","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\aiDecisionRoutes.js","False"
"GET","/api/v1/backend-modules/M080","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M080\routes.js","True"
"GET","/api/v1/backend-modules/M019/profiles/completion","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M019\routes.js","False"
"DELETE","/api/v1/backend-modules/M301/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M301\routes.js","False"
"DELETE","/api/v1/backend-modules/M094/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","False"
"GET","/api/v1/backend-modules/M135/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M135\routes.js","False"
"GET","/api/vendor/health","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\vendorRoutes.js","False"
"GET","/api/v1/backend-modules/M187/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M187\routes.js","False"
"GET","/api/costcontrol/budgets/:budgetId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\costControlRoutes.js","False"
"GET","/api/v1/backend-modules/M126/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M126\routes.js","False"
"GET","/api/hr/employees/:employeeId/training-recommendations","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\hrRoutes.js","False"
"GET","/api/ecommerce/market/price-trends/:categoryId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceRoutes.js","False"
"GET","/api/v1/backend-modules/M206","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M206\routes.js","True"
"GET","/api/v1/backend-modules/M020/analytics","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M020\routes.js","False"
"GET","/api/v1/orders/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ordersDomainRoutes.js","False"
"GET","/api/agriculturalintelligence/analytics","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\agriculturalIntelligenceRoutes.js","False"
"GET","/api/v1/backend-modules/M109","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M109\routes.js","True"
"POST","/api/v1/backend-modules/M041/villages/:villageId/finance/journal","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M041\routes.js","False"
"POST","/api/insuranceenhancements/claims/:claimId/fraud-analysis","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\insuranceEnhancements.js","False"
"PUT","/api/v1/backend-modules/M022/profiles/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M022\routes.js","False"
"GET","/api/nervoussystem/route/optimal","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nervousSystemRoutes.js","False"
"POST","/api/advancedfeatures/voice/commands","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\advancedFeatures.js","False"
"POST","/api/v1/backend-modules/M107/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M107\routes.js","False"
"POST","/api/v1/backend-modules/M043","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M043\routes.js","False"
"POST","/api/v1/backend-modules/M001/initialize","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M001\routes.js","False"
"POST","/api/v1/erp/sync/asset","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\erpService.js","False"
"DELETE","/api/v1/backend-modules/M237/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M237\routes.js","False"
"DELETE","/api/v1/backend-modules/M195/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M195\routes.js","False"
"POST","/api/v1/backend-modules/M205/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M205\routes.js","False"
"GET","/api/sheep/flock/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sheepRoutes.js","False"
"POST","/api/agriculturalintelligence/pest-outbreak/predict","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\agriculturalIntelligenceRoutes.js","False"
"GET","/api/cost/health","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\costRoutes.js","False"
"POST","/api/v1/backend-modules/M319","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M319\routes.js","False"
"GET","/api/agriculturalintelligence/weather-intelligence","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\agriculturalIntelligenceRoutes.js","False"
"GET","/api/v1/backend-modules/M149/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M149\routes.js","False"
"GET","/api/v1/backend-modules/M090/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","False"
"POST","/api/database-management/replications","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\databaseManagementRoutes.js","False"
"GET","/api/geofencing/checkins","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\geofencingRoutes.js","False"
"PUT","/api/v1/backend-modules/M154/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M154\routes.js","False"
"POST","/api/v1/shared-capacity/resources","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sharedCapacityRoutes.js","False"
"POST","/api/geofencing/zones","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\geofencingRoutes.js","False"
"POST","/api/farm-costing/records","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmCosting.js","False"
"PUT","/api/v1/backend-modules/M138/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M138\routes.js","False"
"GET","/api/v1/backend-modules/M022/profiles/farmer/:farmerId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M022\routes.js","False"
"POST","/api/v1/robotics/missions/:id/start","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\roboticsRoutes.js","False"
"GET","/api/v1/backend-modules/M008/logs/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M008\routes.js","False"
"GET","/api/farmer","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerRoutes.js","False"
"POST","/api/v1/strategic/household/subscriptions","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\householdProcurementRoutes.js","False"
"GET","/api/v1/backend-modules/M132/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M132\routes.js","False"
"PUT","/api/v1/backend-modules/M277/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M277\routes.js","False"
"GET","/api/v1/backend-modules/M335","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M335\routes.js","True"
"GET","/api/v1/backend-modules/M260","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M260\routes.js","True"
"GET","/api/v1/backend-modules/M091/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","False"
"GET","/api/v1/backend-modules/M018/masking-rules","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M018\routes.js","False"
"POST","/api/v1/backend-modules/M024/groups/:groupId/members","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M024\routes.js","False"
"POST","/api/landrecords/sync-government","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\landRecordsRoutes.js","False"
"POST","/api/v1/backend-modules/M022/profiles/:id/enrich","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M022\routes.js","False"
"DELETE","/api/v1/sap-module-architecture/module/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sapModuleArchitectureDomainRoutes.js","False"
"POST","/api/v1/backend-modules/M241/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M241\routes.js","False"
"POST","/api/goat/ai/optimize-feed/:animalId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\goatRoutes.js","False"
"GET","/api/enterpriseintegration/health","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\enterpriseIntegrationRoutes.js","False"
"GET","/api/assetaccounting/assets","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\assetAccountingRoutes.js","False"
"POST","/api/v1/sheep/animal","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sheepDomainRoutes.js","False"
"GET","/api/v1/enterprise-control/workflow/pending","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\enterpriseControlService.js","False"
"GET","/api/ai/library-workspace/orchestrator/groups/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\libraryAIWorkspaceRoutes.js","False"
"GET","/api/v1/backend-modules/M124/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M124\routes.js","False"
"GET","/api/v1/ai/training/evaluation/accuracy/:modelType","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\aiTrainingEvaluationRoutes.js","False"
"POST","/api/v1/backend-modules/M018/impact-analysis","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M018\routes.js","False"
"GET","/api/defensefitnessprep/readiness/:category","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\defenseFitnessPrepRoutes.js","False"
"POST","/api/v1/backend-modules/M153","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M153\routes.js","False"
"PUT","/api/v1/backend-modules/M65/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M65\routes.js","False"
"GET","/api/v1/backend-modules/M044","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M044\routes.js","True"
"DELETE","/api/v1/backend-modules/M105/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M105\routes.js","False"
"GET","/api/compliance/rcm/outstanding","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\complianceRoutes.js","False"
"GET","/api/rolemanagement","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\roleManagementRoutes.js","False"
"POST","/api/sheep/flock/:femaleId/breeding","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sheepRoutes.js","False"
"GET","/api/v1/backend-modules/M010/notifications","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M010\routes.js","False"
"POST","/api/nutrition-intelligence/product-nutrition/:productId/pricing","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutritionIntelligenceRoutes.js","False"
"GET","/api/v1/backend-modules/M187","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M187\routes.js","True"
"DELETE","/api/v1/backend-modules/M172/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M172\routes.js","False"
"POST","/api/v1/backend-modules/M059/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M059\routes.js","False"
"GET","/api/database-management/metrics","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\databaseManagementRoutes.js","False"
"GET","/api/v1/ai-decision/ai-context/optimize-price","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\aiDecisionRoutes.js","False"
"POST","/api/v1/backend-modules/M015/disable","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M015\routes.js","False"
"POST","/api/v1/backend-modules/M261/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M261\routes.js","False"
"GET","/api/nutrition-intelligence/recommendations","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutritionIntelligenceRoutes.js","False"
"POST","/api/v1/backend-modules/M149","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M149\routes.js","False"
"DELETE","/api/rolemanagement/:id/permissions/:permissionId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\roleManagementRoutes.js","False"
"POST","/api/v1/backend-modules/M257/bulk","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M257\routes.js","False"
"POST","/api/nutrition-intelligence/product-nutrition","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutritionIntelligenceRoutes.js","False"
"POST","/api/v1/backend-modules/M054","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M054\routes.js","False"
"POST","/api/v1/ai-decision/recommend","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\aiDecisionRoutes.js","False"
"GET","/api/v1/backend-modules/M338/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M338\routes.js","False"
"POST","/api/v1/erp/sync/product","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\erpService.js","False"
"PUT","/api/v1/backend-modules/M200/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M200\routes.js","False"
"POST","/api/logisticsenhancements/shipments/:shipmentId/temperature","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\logisticsEnhancements.js","False"
"POST","/api/v1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\aiDomainAdapterRoutes.js","False"
"GET","/api/v1/finance/verify-ledger","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\financeDomainRoutes.js","False"
"GET","/api/v1/backend-modules/M224/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M224\routes.js","False"
"POST","/api/v1/backend-modules/M175","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M175\routes.js","False"
"GET","/api/v1/backend-modules/M340/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M340\routes.js","False"
"GET","/api/v1/optimization/jobs/:jobId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\optimizationRoutes.js","False"
"PUT","/api/v1/backend-modules/M028/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M028\routes.js","False"
"GET","/api/v1/cattle-registry/animals","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\livestockDomainRoutes.js","False"
"GET","/api/systemadministration/health","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\systemAdministrationRoutes.js","False"
"GET","/api/v1/backend-modules/M343","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M343\routes.js","True"
"GET","/api/ecommerceintegration/recipe-products/:recipeId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceIntegrationRoutes.js","False"
"GET","/api/v1/backend-modules/M163","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M163\routes.js","True"
"POST","/api/v1/backend-modules/M017/categories","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M017\routes.js","False"
"GET","/api/library-knowledge/meta/watch","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\libraryRoutes.js","False"
"POST","/api/v1/gdpr/delete","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\gdprComplianceRoutes.js","False"
"GET","/api/diettherapy/health","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\dietTherapyRoutes.js","False"
"POST","/api/ai/product-media-ai/products/:productId/cartoon","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productMediaAIRoutes.js","False"
"POST","/api/v1/backend-modules/M176","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M176\routes.js","False"
"GET","/api/v1/ecommerce-integration/recipe-suggestions/:productId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceIntegrationDomainRoutes.js","False"
"GET","/api/v1/backend-modules/M176/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M176\routes.js","False"
"POST","/api/v1/backend-modules/M64","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M64\routes.js","False"
"GET","/api/v1/governance/compliance/gaps","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\governanceModule.js","False"
"GET","/api/v1/backend-modules/M299/search","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M299\routes.js","False"
"PUT","/api/v1/backend-modules/M169/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M169\routes.js","False"
"GET","/api/v1/backend-modules/M155","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M155\routes.js","True"
"GET","/api/v1/ai-copilot/ai-capability","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\aiCopilotRoutes.js","False"
"GET","/api/v1/backend-modules/M150/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M150\routes.js","False"
"GET","/api/ecommerceintegration/dietitian-recommendation","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceIntegrationRoutes.js","False"
"PUT","/api/v1/backend-modules/M053/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M053\routes.js","False"
