"Method","RawPath","RouteFamily","SourceLine","SourceText"
"POST","/permitting-resilience-farming/build","/permitting-resilience-farming/build","3127","buildPermittingResilience: (data) => api.post('/permitting-resilience-farming/build', data),"
"GET","/enterprise-integration","/enterprise-integration","1801","getEnterpriseIntegration: () => api.get('/enterprise-integration'),"
"GET","/deep-learning-farming","/deep-learning-farming","2906","getDeepLearningFarming: () => api.get('/deep-learning-farming'),"
"GET","/logistics-enhancement/set-geofence","/logistics-enhancement/set-geofence","6456","setGeofence: (params) => api.get('/logistics-enhancement/set-geofence', { params }),"
"POST","/farm-profitability/analyze","/farm-profitability/analyze","2742","analyzeProfitability: (data) => api.post('/farm-profitability/analyze', data),"
"POST","/supply-chain-analytics/analyze","/supply-chain-analytics/analyze","2240","analyzeSupplyChain: (data) => api.post('/supply-chain-analytics/analyze', data),"
"GET","/skills-resilience-farming","/skills-resilience-farming","3211","getSkillsResilienceFarming: () => api.get('/skills-resilience-farming'),"
"GET","/ml-farming","/ml-farming","2901","getMLFarming: () => api.get('/ml-farming'),"
"GET","/ai/cluster/status","/ai/cluster/status","167","getClusterStatus: () => api.get('/ai/cluster/status'),"
"GET","/farmers/pricing/benchmarks","/farmers/pricing/benchmarks","6005","getBenchmarks: (params) => api.get('/farmers/pricing/benchmarks', { params }),"
"GET","/comprehensive-erp/get-executive-dashboard","/comprehensive-erp/get-executive-dashboard","2045","getExecutiveDashboard: (params) => api.get('/comprehensive-erp/get-executive-dashboard', { params }),"
"GET","/logistics-optimization","/logistics-optimization","2551","getLogisticsOptimization: () => api.get('/logistics-optimization'),"
"GET","/market-resilience-farming","/market-resilience-farming","3066","getMarketResilienceFarming: () => api.get('/market-resilience-farming'),"
"POST","/user-routes","/user-routes","2194","getUserRoutes: () => api.get('/user-routes'),"
"POST","/finance/ai/forecast","/finance/ai/forecast","379","forecastFinance: (data) => api.post('/finance/ai/forecast', data),"
"GET","/testing-resilience-farming","/testing-resilience-farming","3136","getTestingResilienceFarming: () => api.get('/testing-resilience-farming'),"
"GET","/ai/brain/state","/ai/brain/state","123","getBrainState: () => api.get('/ai/brain/state'),"
"POST","/infrastructure-resilience-farming/build","/infrastructure-resilience-farming/build","3252","buildInfrastructureResilience: (data) => api.post('/infrastructure-resilience-farming/build', data),"
"GET","/failure-analyses","/failure-analyses","5062","getFailureAnalyses: () => api.get('/failure-analyses'),"
"GET","/transparency-farming","/transparency-farming","2976","getTransparencyFarming: () => api.get('/transparency-farming'),"
"GET","/rural-enterprise/statistics","/rural-enterprise/statistics","6760","getStatistics: (params) => api.get('/rural-enterprise/statistics', { params }),"
"POST","/ai/voice/speak","/ai/voice/speak","91","generateSpeech: (text) => api.post('/ai/voice/speak', { text }),"
"GET","/erp/gl-entries","/erp/gl-entries","6027","getGLEntries: (params) => api.get('/erp/gl-entries', { params }),"
"GET","/energy-conservation-farming","/energy-conservation-farming","3021","getEnergyConservationFarming: () => api.get('/energy-conservation-farming'),"
"POST","/environment-resilience-farming/build","/environment-resilience-farming/build","3332","buildEnvironmentResilience: (data) => api.post('/environment-resilience-farming/build', data),"
"POST","/dairy/manage","/dairy/manage","1918","manageDairy: (data) => api.post('/dairy/manage', data),"
"GET","/products/states","/products/states","6104","getStates: (params) => api.get('/products/states', { params }),"
"POST","/comprehensive-erp/create-maintenance-order","/comprehensive-erp/create-maintenance-order","2025","createMaintenanceOrder: (data) => api.post('/comprehensive-erp/create-maintenance-order', data),"
"GET","/admin-portal","/admin-portal","5733","getAdminPortal: () => api.get('/admin-portal'),"
"POST","/retail/manage","/retail/manage","4301","manageRetail: (data) => api.post('/retail/manage', data),"
"GET","/enterprise-route-support","/enterprise-route-support","1796","getEnterpriseRouteSupport: () => api.get('/enterprise-route-support'),"
"PUT","/ai/gateway/config","/ai/gateway/config","248","getGatewayConfig: () => api.get('/ai/gateway/config'),"
"POST","/preventive-maintenance/record","/preventive-maintenance/record","6501","getRecords: (params) => api.get('/preventive-maintenance/records', { params }),"
"GET","/blockchain-farming","/blockchain-farming","2961","getBlockchainFarming: () => api.get('/blockchain-farming'),"
"GET","/zero-waste-farming","/zero-waste-farming","3036","getZeroWasteFarming: () => api.get('/zero-waste-farming'),"
"POST","/comprehensive-erp/create-production-order","/comprehensive-erp/create-production-order","2015","createProductionOrder: (data) => api.post('/comprehensive-erp/create-production-order', data),"
"GET","/supply-chains-resilience-farming","/supply-chains-resilience-farming","3276","getSupplyChainsResilienceFarming: () => api.get('/supply-chains-resilience-farming'),"
"GET","/hybrid-farming","/hybrid-farming","2606","getHybridFarming: () => api.get('/hybrid-farming'),"
"POST","/water-budgeting/report","/water-budgeting/report","6901","generateReport: (data) => api.post('/water-budgeting/report', data),"
"GET","/rainwater-harvesting/monitor-collection","/rainwater-harvesting/monitor-collection","6913","monitorCollection: (params) => api.get('/rainwater-harvesting/monitor-collection', { params }),"
"GET","/sheep-ai/recommend-sheep-breeding","/sheep-ai/recommend-sheep-breeding","6819","recommendSheepBreeding: (params) => api.get('/sheep-ai/recommend-sheep-breeding', { params }),"
"POST","/pre-season-order","/pre-season-order","2456","getPreSeasonOrders: () => api.get('/pre-season-order'),"
"POST","/logistics-enhancement/warehouse","/logistics-enhancement/warehouse","6460","createWarehouse: (data) => api.post('/logistics-enhancement/warehouse', data),"
"POST","/automation-farming/implement","/automation-farming/implement","2892","implementAutomationFarming: (data) => api.post('/automation-farming/implement', data),"
"GET","/customers-resilience-farming","/customers-resilience-farming","3296","getCustomersResilienceFarming: () => api.get('/customers-resilience-farming'),"
"POST","/auth/login","/auth/login","6443","login: (credentials) => api.post('/auth/login', credentials),"
"POST","/rain/measure","/rain/measure","4241","measureRain: (data) => api.post('/rain/measure', data),"
"GET","/farmers/market/comparison","/farmers/market/comparison","6010","getMarketComparisonData: (params) => api.get('/farmers/market/comparison', { params }),"
"POST","/compliance/reports","/compliance/reports","621","submitReport: (data) => api.post('/compliance/reports', data),"
"GET","/drought-resilience-farming","/drought-resilience-farming","3046","getDroughtResilienceFarming: () => api.get('/drought-resilience-farming'),"
"GET","/industry-resilience-farming","/industry-resilience-farming","3316","getIndustryResilienceFarming: () => api.get('/industry-resilience-farming'),"
"POST","/ai/conversational/send","/ai/conversational/send","81","sendMessage: (message) => api.post('/ai/conversational/send', { message }),"
"GET","/digital-farming","/digital-farming","2856","getDigitalFarming: () => api.get('/digital-farming'),"
"GET","/water-quality/compliance-report","/water-quality/compliance-report","6906","getComplianceReport: (params) => api.get('/water-quality/compliance-report', { params }),"
"POST","/ai/product-media/analyze","/ai/product-media/analyze","323","analyzeProductMedia: (data) => api.post('/ai/product-media/analyze', data),"
"GET","/farmer-training/register","/farmer-training/register","6864","register: (params) => api.get('/farmer-training/register', { params }),"
"GET","/recommended-products","/recommended-products","5658","getRecommendedProducts: () => api.get('/recommended-products'),"
"POST","/erp/sync/trigger","/erp/sync/trigger","6030","triggerSync: (data) => api.post('/erp/sync/trigger', data),"
"GET","/payment-gateway/supported-gateways","/payment-gateway/supported-gateways","6660","getSupportedGateways: (params) => api.get('/payment-gateway/supported-gateways', { params }),"
"GET","/comprehensive-erp/get-trial-balance","/comprehensive-erp/get-trial-balance","1993","getTrialBalance: (params) => api.get('/comprehensive-erp/get-trial-balance', { params }),"
"GET","/goat-ai/recommend-goat-breeding","/goat-ai/recommend-goat-breeding","6125","recommendGoatBreeding: (params) => api.get('/goat-ai/recommend-goat-breeding', { params }),"
"POST","/admin-portal/manage","/admin-portal/manage","5734","manageAdmin: (data) => api.post('/admin-portal/manage', data),"
"GET","/farmer-verifications","/farmer-verifications","3595","getFarmerVerifications: () => api.get('/farmer-verifications'),"
"POST","/wallet/payment","/wallet/payment","528","makePayment: (data) => api.post('/wallet/payment', data),"
"POST","/comprehensive-erp/record-cash-flow","/comprehensive-erp/record-cash-flow","2039","recordCashFlow: (data) => api.post('/comprehensive-erp/record-cash-flow', data),"
"GET","/comprehensive-erp","/comprehensive-erp","1987","getComprehensiveERP: () => api.get('/comprehensive-erp'),"
"GET","/institutional-resilience-farming","/institutional-resilience-farming","3081","getInstitutionalResilienceFarming: () => api.get('/institutional-resilience-farming'),"
"POST","/admin/manage","/admin/manage","448","manageAdmin: (data) => api.post('/admin/manage', data),"
"GET","/social-resilience-farming","/social-resilience-farming","3076","getSocialResilienceFarming: () => api.get('/social-resilience-farming'),"
"POST","/report-generator/generate","/report-generator/generate","5804","generateReport: (data) => api.post('/report-generator/generate', data),"
"GET","/farmer-training/carbon-footprint","/farmer-training/carbon-footprint","6862","getCarbonFootprint: (params) => api.get('/farmer-training/carbon-footprint', { params }),"
"GET","/enterprise-ai","/enterprise-ai","1808","getEnterpriseAI: () => api.get('/enterprise-ai'),"
"POST","/logistics-enhancement/vehicle","/logistics-enhancement/vehicle","6448","addVehicle: (data) => api.post('/logistics-enhancement/vehicle', data),"
"POST","/insurance/ai/assess","/insurance/ai/assess","374","assessRisk: (data) => api.post('/insurance/ai/assess', data),"
"GET","/user-management/detect-anomalies","/user-management/detect-anomalies","6870","detectAnomalies: (params) => api.get('/user-management/detect-anomalies', { params }),"
"POST","/ecosystem-services-farming/assess","/ecosystem-services-farming/assess","3007","assessEcosystemServices: (data) => api.post('/ecosystem-services-farming/assess', data),"
"GET","/enterprise-memory/cases/search","/enterprise-memory/cases/search","6038","searchCases: (params) => api.get('/enterprise-memory/cases/search', { params }),"
"GET","/partners-resilience-farming","/partners-resilience-farming","3301","getPartnersResilienceFarming: () => api.get('/partners-resilience-farming'),"
"POST","/blockchain-farming/implement","/blockchain-farming/implement","2962","implementBlockchainFarming: (data) => api.post('/blockchain-farming/implement', data),"
"POST","/ai/copilot/suggestions","/ai/copilot/suggestions","187","getCopilotSuggestions: (context) => api.post('/ai/copilot/suggestions', context),"
"POST","/enterprise-route-support/support","/enterprise-route-support/support","1797","supportRoute: (data) => api.post('/enterprise-route-support/support', data),"
"GET","/farmers/product-categories","/farmers/product-categories","6003","getCategories: () => api.get('/farmers/product-categories'),"
"GET","/precision-farming","/precision-farming","2451","getPrecisionFarming: () => api.get('/precision-farming'),"
"POST","/equipment-inventory/equipment","/equipment-inventory/equipment","6484","getEquipment: (params) => api.get('/equipment-inventory/equipment', { params }),"
"POST","/value-chain/manage","/value-chain/manage","4708","manageValueChain: (data) => api.post('/value-chain/manage', data),"
"POST","/water-analytics/usage-analytics","/water-analytics/usage-analytics","6926","generateUsageAnalytics: (data) => api.post('/water-analytics/usage-analytics', data),"
"GET","/sensor-farming","/sensor-farming","2886","getSensorFarming: () => api.get('/sensor-farming'),"
"POST","/disclosure-resilience-farming/build","/disclosure-resilience-farming/build","3162","buildDisclosureResilience: (data) => api.post('/disclosure-resilience-farming/build', data),"
"GET","/wearable/fitbit-auth-url","/wearable/fitbit-auth-url","6082","getFitbitAuthUrl: (params) => api.get('/wearable/fitbit-auth-url', { params }),"
"GET","/environment-resilience-farming","/environment-resilience-farming","3331","getEnvironmentResilienceFarming: () => api.get('/environment-resilience-farming'),"
"POST","/diagnostic-analytics-farming/implement","/diagnostic-analytics-farming/implement","2957","implementDiagnosticAnalyticsFarming: (data) => api.post('/diagnostic-analytics-farming/implement', data),"
"POST","/vegetable-production/record","/vegetable-production/record","6145","getRecords: (params) => api.get('/vegetable-production/records', { params }),"
"POST","/farmers/pricing/models","/farmers/pricing/models","6017","savePricingModel: (data) => api.post('/farmers/pricing/models', data),"
"POST","/products/product","/products/product","6100","getProducts: (params) => api.get('/products/products', { params }),"
"GET","/automation-farming","/automation-farming","2891","getAutomationFarming: () => api.get('/automation-farming'),"
"GET","/logistics-enhancement/temperature-data","/logistics-enhancement/temperature-data","6458","getTemperatureData: (params) => api.get('/logistics-enhancement/temperature-data', { params }),"
"POST","/comprehensive-erp/create-cost-center","/comprehensive-erp/create-cost-center","1998","createCostCenter: (data) => api.post('/comprehensive-erp/create-cost-center', data),"
"GET","/reports","/reports","422","getReports: () => api.get('/analytics/reports'),"
"GET","/logistics-enhancement/tracking","/logistics-enhancement/tracking","6453","updateTracking: (id, data) => api.put(`/logistics-enhancement/tracking/${id}`, data),"
"POST","/water-footprint-farming/calculate","/water-footprint-farming/calculate","2997","calculateWaterFootprint: (data) => api.post('/water-footprint-farming/calculate', data),"
"GET","/circular-economy-farming","/circular-economy-farming","3031","getCircularEconomyFarming: () => api.get('/circular-economy-farming'),"
"POST","/comprehensive-erp/post-cost-allocation","/comprehensive-erp/post-cost-allocation","2000","postCostAllocation: (data) => api.post('/comprehensive-erp/post-cost-allocation', data),"
"GET","/comprehensive-erp/get-profit-loss","/comprehensive-erp/get-profit-loss","1995","getProfitLoss: (params) => api.get('/comprehensive-erp/get-profit-loss', { params }),"
"GET","/folu-benchmark/benchmark-report","/folu-benchmark/benchmark-report","6330","getBenchmarkReport: (params) => api.get('/folu-benchmark/benchmark-report', { params }),"
"GET","/comprehensive-erp/get-profitability-analysis","/comprehensive-erp/get-profitability-analysis","2046","getProfitabilityAnalysis: (params) => api.get('/comprehensive-erp/get-profitability-analysis', { params }),"
"POST","/organic-farming/implement","/organic-farming/implement","2837","implementOrganicFarming: (data) => api.post('/organic-farming/implement', data),"
"POST","/licensing-resilience-farming/build","/licensing-resilience-farming/build","3122","buildLicensingResilience: (data) => api.post('/licensing-resilience-farming/build', data),"
"POST","/comprehensive-erp/create-g-l-account","/comprehensive-erp/create-g-l-account","1991","createGLAccount: (data) => api.post('/comprehensive-erp/create-g-l-account', data),"
"GET","/system-administration","/system-administration","2226","getSystemStatus: () => api.get('/system-administration'),"
"GET","/complete-ai-integration","/complete-ai-integration","2078","getCompleteAIIntegration: () => api.get('/complete-ai-integration'),"
"POST","/bioflocc-farm/tank","/bioflocc-farm/tank","6044","getTanks: (params) => api.get('/bioflocc-farm/tanks', { params }),"
"GET","/payment-methods","/payment-methods","5573","getPaymentMethods: () => api.get('/payment-methods'),"
"POST","/horticulture-analytics/metric","/horticulture-analytics/metric","6187","getMetrics: (params) => api.get('/horticulture-analytics/metrics', { params }),"
"GET","/policy-influence","/policy-influence","5277","getPolicyInfluences: () => api.get('/policy-influence'),"
"GET","/rainwater-harvesting/manage-storage","/rainwater-harvesting/manage-storage","6915","manageStorage: (params) => api.get('/rainwater-harvesting/manage-storage', { params }),"
"GET","/horticulture-analytics/metrics","/horticulture-analytics/metrics","6187","getMetrics: (params) => api.get('/horticulture-analytics/metrics', { params }),"
"POST","/iot-farming/implement","/iot-farming/implement","2882","implementIoTFarming: (data) => api.post('/iot-farming/implement', data),"
"POST","/marketing/campaign","/marketing/campaign","4001","runMarketingCampaign: (data) => api.post('/marketing/campaign', data),"
"POST","/knowledge-resilience-farming/build","/knowledge-resilience-farming/build","3227","buildKnowledgeResilience: (data) => api.post('/knowledge-resilience-farming/build', data),"
"GET","/farmer-skills","/farmer-skills","3590","getFarmerSkills: () => api.get('/farmer-skills'),"
"POST","/economy-resilience-farming/build","/economy-resilience-farming/build","3322","buildEconomyResilience: (data) => api.post('/economy-resilience-farming/build', data),"
"GET","/governance-resilience-farming","/governance-resilience-farming","3186","getGovernanceResilienceFarming: () => api.get('/governance-resilience-farming'),"
"POST","/user-management/setting","/user-management/setting","6868","getSettings: (params) => api.get('/user-management/settings', { params }),"
"POST","/provenance-farming/implement","/provenance-farming/implement","2972","implementProvenanceFarming: (data) => api.post('/provenance-farming/implement', data),"
"GET","/operations-resilience-farming","/operations-resilience-farming","3271","getOperationsResilienceFarming: () => api.get('/operations-resilience-farming'),"
"POST","/inspection-resilience-farming/build","/inspection-resilience-farming/build","3132","buildInspectionResilience: (data) => api.post('/inspection-resilience-farming/build', data),"
"POST","/research-resilience-farming/build","/research-resilience-farming/build","3237","buildResearchResilience: (data) => api.post('/research-resilience-farming/build', data),"
"GET","/production","/production","1863","createProductionOrder: (data) => api.post('/ecommerce-erp/production-order', data),"
"POST","/food-grains/manage","/food-grains/manage","3687","manageFoodGrains: (data) => api.post('/food-grains/manage', data),"
"POST","/comprehensive-erp/create-equipment-master","/comprehensive-erp/create-equipment-master","2024","createEquipmentMaster: (data) => api.post('/comprehensive-erp/create-equipment-master', data),"
"GET","/logistics/ai/insights","/logistics/ai/insights","368","getLogisticsAIInsights: () => api.get('/logistics/ai/insights'),"
"GET","/farm-activity/activities","/farm-activity/activities","6590","getActivities: (params) => api.get('/farm-activity/activities', { params }),"
"POST","/information-sharing/airecommendations","/information-sharing/airecommendations","6253","generateAIRecommendations: (data) => api.post('/information-sharing/airecommendations', data),"
"GET","/society-resilience-farming","/society-resilience-farming","3326","getSocietyResilienceFarming: () => api.get('/society-resilience-farming'),"
"GET","/logistics-enhancement/record-driver-location","/logistics-enhancement/record-driver-location","6464","recordDriverLocation: (params) => api.get('/logistics-enhancement/record-driver-location', { params }),"
"GET","/pesticide-inventory/items","/pesticide-inventory/items","6267","getItems: (params) => api.get('/pesticide-inventory/items', { params }),"
"POST","/farmers/listings","/farmers/listings","6020","createListing: (data) => api.post('/farmers/listings', data),"
"GET","/comprehensive-erp/get-cost-center-report","/comprehensive-erp/get-cost-center-report","2001","getCostCenterReport: (params) => api.get('/comprehensive-erp/get-cost-center-report', { params }),"
"POST","/drone-farming/implement","/drone-farming/implement","2872","implementDroneFarming: (data) => api.post('/drone-farming/implement', data),"
"POST","/sensor-farming/implement","/sensor-farming/implement","2887","implementSensorFarming: (data) => api.post('/sensor-farming/implement', data),"
"GET","/training/modules","/training/modules","610","getTrainingModules: () => api.get('/training/modules'),"
"GET","/compliance-resilience-farming","/compliance-resilience-farming","3096","getComplianceResilienceFarming: () => api.get('/compliance-resilience-farming'),"
"POST","/carbon-footprint-farming/calculate","/carbon-footprint-farming/calculate","2992","calculateCarbonFootprint: (data) => api.post('/carbon-footprint-farming/calculate', data),"
"GET","/products","/products","326","requestImage: (productId, prompt) => api.post(`/ai/product-media-ai/products/${productId}/image`, { prompt }),"
"GET","/payment-gateway/process-payment","/payment-gateway/process-payment","6661","processPayment: (params) => api.get('/payment-gateway/process-payment', { params }),"
"GET","/logistics-resilience-farming","/logistics-resilience-farming","3281","getLogisticsResilienceFarming: () => api.get('/logistics-resilience-farming'),"
"GET","/pig-ai/optimize-pig-feed","/pig-ai/optimize-pig-feed","6684","optimizePigFeed: (params) => api.get('/pig-ai/optimize-pig-feed', { params }),"
"GET","/farm-task/tasks","/farm-task/tasks","6597","getTasks: (params) => api.get('/farm-task/tasks', { params }),"
"POST","/circular-economy-farming/implement","/circular-economy-farming/implement","3032","implementCircularEconomy: (data) => api.post('/circular-economy-farming/implement', data),"
"POST","/energy-conservation-farming/implement","/energy-conservation-farming/implement","3022","implementEnergyConservation: (data) => api.post('/energy-conservation-farming/implement', data),"
"GET","/nervous-system/deactivate-enterprise-route","/nervous-system/deactivate-enterprise-route","6568","deactivateEnterpriseRoute: (params) => api.get('/nervous-system/deactivate-enterprise-route', { params }),"
"POST","/waste-reduction-farming/implement","/waste-reduction-farming/implement","3027","implementWasteReduction: (data) => api.post('/waste-reduction-farming/implement', data),"
"GET","/analytics/stats","/analytics/stats","421","getStats: () => api.get('/analytics/stats'),"
"GET","/individual-resilience-farming","/individual-resilience-farming","3346","getIndividualResilienceFarming: () => api.get('/individual-resilience-farming'),"
"GET","/logistics","/logistics","368","getLogisticsAIInsights: () => api.get('/logistics/ai/insights'),"
"GET","/sheep-ai/optimize-sheep-feed","/sheep-ai/optimize-sheep-feed","6818","optimizeSheepFeed: (params) => api.get('/sheep-ai/optimize-sheep-feed', { params }),"
"POST","/traceability-farming/implement","/traceability-farming/implement","2967","implementTraceabilityFarming: (data) => api.post('/traceability-farming/implement', data),"
"POST","/development-resilience-farming/build","/development-resilience-farming/build","3242","buildDevelopmentResilience: (data) => api.post('/development-resilience-farming/build', data),"
"POST","/satellite-farming/implement","/satellite-farming/implement","2877","implementSatelliteFarming: (data) => api.post('/satellite-farming/implement', data),"
"POST","/complete-ai-integration/integrate","/complete-ai-integration/integrate","2079","integrateAI: (data) => api.post('/complete-ai-integration/integrate', data),"
"GET","/nervous-system/brain-focus","/nervous-system/brain-focus","6550","getBrainFocus: (params) => api.get('/nervous-system/brain-focus', { params }),"
"POST","/financial-resilience-farming/build","/financial-resilience-farming/build","3072","buildFinancialResilience: (data) => api.post('/financial-resilience-farming/build', data),"
"GET","/retail","/retail","4300","getRetail: () => api.get('/retail'),"
"GET","/poultry-ai/optimize-egg-production","/poultry-ai/optimize-egg-production","6706","optimizeEggProduction: (params) => api.get('/poultry-ai/optimize-egg-production', { params }),"
"GET","/poultry-ai/monitor-flock-health","/poultry-ai/monitor-flock-health","6707","monitorFlockHealth: (params) => api.get('/poultry-ai/monitor-flock-health', { params }),"
"POST","/ai/optimizations/run","/ai/optimizations/run","198","runOptimization: (data) => api.post('/ai/optimizations/run', data),"
"GET","/carbon-footprint-farming","/carbon-footprint-farming","2991","getCarbonFootprintFarming: () => api.get('/carbon-footprint-farming'),"
"POST","/water-analytics-records","/water-analytics-records","6961","list: (params) => api.get('/water-analytics-records', { params }),"
"GET","/user-management/predictive-maintenance","/user-management/predictive-maintenance","6871","getPredictiveMaintenance: (params) => api.get('/user-management/predictive-maintenance', { params }),"
"POST","/comprehensive-erp/create-delivery","/comprehensive-erp/create-delivery","2012","createDelivery: (data) => api.post('/comprehensive-erp/create-delivery', data),"
"GET","/goat/milk-production","/goat/milk-production","6109","listMilkProduction: (params) => api.get('/goat/milk-production', { params }),"
"GET","/supply-chain-tracking","/supply-chain-tracking","2234","getSupplyChainData: () => api.get('/supply-chain-tracking'),"
"GET","/development-resilience-farming","/development-resilience-farming","3241","getDevelopmentResilienceFarming: () => api.get('/development-resilience-farming'),"
"GET","/pre-orders","/pre-orders","5693","getPreOrders: () => api.get('/pre-orders'),"
"POST","/farmer-verifications/verify","/farmer-verifications/verify","3596","verifyFarmer: (data) => api.post('/farmer-verifications/verify', data),"
"GET","/markets-resilience-farming","/markets-resilience-farming","3291","getMarketsResilienceFarming: () => api.get('/markets-resilience-farming'),"
"GET","/suppliers-resilience-farming","/suppliers-resilience-farming","3306","getSuppliersResilienceFarming: () => api.get('/suppliers-resilience-farming'),"
"POST","/ai/self-healing/initiate","/ai/self-healing/initiate","349","initiateSelfHealing: (data) => api.post('/ai/self-healing/initiate', data),"
"GET","/video-analytics","/video-analytics","2184","getVideoAnalytics: () => api.get('/video-analytics'),"
"GET","/platform-telemetry/analytics","/platform-telemetry/analytics","6695","getAnalytics: (params) => api.get('/platform-telemetry/analytics', { params }),"
"POST","/pest-resilience-farming/build","/pest-resilience-farming/build","3057","buildPestResilience: (data) => api.post('/pest-resilience-farming/build', data),"
"GET","/climate-resilience-farming","/climate-resilience-farming","3041","getClimateResilienceFarming: () => api.get('/climate-resilience-farming'),"
"POST","/soil-conservation-farming/implement","/soil-conservation-farming/implement","3012","implementSoilConservation: (data) => api.post('/soil-conservation-farming/implement', data),"
"POST","/markets-resilience-farming/build","/markets-resilience-farming/build","3292","buildMarketsResilience: (data) => api.post('/markets-resilience-farming/build', data),"
"POST","/failure-analyses/analyze","/failure-analyses/analyze","5063","analyzeFailure: (data) => api.post('/failure-analyses/analyze', data),"
"POST","/cold-chain-monitoring/monitor","/cold-chain-monitoring/monitor","2118","monitorColdChain: (data) => api.post('/cold-chain-monitoring/monitor', data),"
"POST","/reports/generate","/reports/generate","426","generateReport: (type, params) => api.post('/reports/generate', { type, params }),"
"GET","/environmental-impact-farming","/environmental-impact-farming","2986","getEnvironmentalImpactFarming: () => api.get('/environmental-impact-farming'),"
"GET","/user-management/settings","/user-management/settings","6868","getSettings: (params) => api.get('/user-management/settings', { params }),"
"GET","/training/progress","/training/progress","611","getProgress: () => api.get('/training/progress'),"
"GET","/logistics-enhancement/schedule-maintenance","/logistics-enhancement/schedule-maintenance","6452","scheduleMaintenance: (params) => api.get('/logistics-enhancement/schedule-maintenance', { params }),"
"POST","/logistics/shipments","/logistics/shipments","581","createShipment: (data) => api.post('/logistics/shipments', data),"
"GET","/community-resilience-farming","/community-resilience-farming","3336","getCommunityResilienceFarming: () => api.get('/community-resilience-farming'),"
"POST","/pesticide-inventory/item","/pesticide-inventory/item","6267","getItems: (params) => api.get('/pesticide-inventory/items', { params }),"
"GET","/audit-resilience-farming","/audit-resilience-farming","3101","getAuditResilienceFarming: () => api.get('/audit-resilience-farming'),"
"POST","/reporting/generate","/reporting/generate","4276","generateReport: (data) => api.post('/reporting/generate', data),"
"GET","/ai/fabric/status","/ai/fabric/status","172","getFabricStatus: () => api.get('/ai/fabric/status'),"
"GET","/logistics-enhancement/vehicle","/logistics-enhancement/vehicle","6448","addVehicle: (data) => api.post('/logistics-enhancement/vehicle', data),"
"GET","/goat-ai/optimize-goat-feed","/goat-ai/optimize-goat-feed","6124","optimizeGoatFeed: (params) => api.get('/goat-ai/optimize-goat-feed', { params }),"
"GET","/unified-ai-gateway","/unified-ai-gateway","2204","getUnifiedAIGateway: () => api.get('/unified-ai-gateway'),"
"GET","/rain","/rain","4240","getRain: () => api.get('/rain'),"
"POST","/warehouse-management/inventory","/warehouse-management/inventory","2175","manageInventory: (data) => api.post('/warehouse-management/inventory', data),"
"POST","/audit-resilience-farming/build","/audit-resilience-farming/build","3102","buildAuditResilience: (data) => api.post('/audit-resilience-farming/build', data),"
"POST","/mixed-farming/implement","/mixed-farming/implement","2827","implementMixedFarming: (data) => api.post('/mixed-farming/implement', data),"
"POST","/input-procurement/order","/input-procurement/order","6295","getOrders: (params) => api.get('/input-procurement/orders', { params }),"
"POST","/flood-resilience-farming/build","/flood-resilience-farming/build","3052","buildFloodResilience: (data) => api.post('/flood-resilience-farming/build', data),"
"GET","/ai/conversational/history","/ai/conversational/history","82","getConversationHistory: () => api.get('/ai/conversational/history'),"
"POST","/comprehensive-erp/create-employee-master","/comprehensive-erp/create-employee-master","2028","createEmployeeMaster: (data) => api.post('/comprehensive-erp/create-employee-master', data),"
"POST","/payment-processing/process","/payment-processing/process","2472","processPayment: (data) => api.post('/payment-processing/process', data),"
"GET","/farm-profitability","/farm-profitability","2741","getFarmProfitability: () => api.get('/farm-profitability'),"
"POST","/comprehensive-erp/create-purchase-order","/comprehensive-erp/create-purchase-order","2005","createPurchaseOrder: (data) => api.post('/comprehensive-erp/create-purchase-order', data),"
"POST","/payment/process","/payment/process","5574","processPayment: (data) => api.post('/payment/process', data),"
"POST","/zero-waste-farming/implement","/zero-waste-farming/implement","3037","implementZeroWaste: (data) => api.post('/zero-waste-farming/implement', data),"
"POST","/logistics-resilience-farming/build","/logistics-resilience-farming/build","3282","buildLogisticsResilience: (data) => api.post('/logistics-resilience-farming/build', data),"
"GET","/products/products","/products/products","6100","getProducts: (params) => api.get('/products/products', { params }),"
"GET","/anomaly-detection-farming","/anomaly-detection-farming","2936","getAnomalyDetectionFarming: () => api.get('/anomaly-detection-farming'),"
"GET","/erp/dashboard","/erp/dashboard","6025","getDashboard: (params) => api.get('/erp/dashboard', { params }),"
"POST","/maintenance/schedule","/maintenance/schedule","744","getSchedules: () => api.get('/maintenance/schedules'),"
"GET","/sap-module-architecture","/sap-module-architecture","2306","getSAPModules: () => api.get('/sap-module-architecture'),"
"GET","/admin","/admin","52","getSettings: () => api.get('/admin/settings'),"
"GET","/water-analytics-records","/water-analytics-records","6961","list: (params) => api.get('/water-analytics-records', { params }),"
"POST","/training/manage","/training/manage","4648","manageTraining: (data) => api.post('/training/manage', data),"
"POST","/ai/operation-intelligence/analyze","/ai/operation-intelligence/analyze","306","analyzeOperations: (data) => api.post('/ai/operation-intelligence/analyze', data),"
"POST","/comprehensive-erp/create-sales-order","/comprehensive-erp/create-sales-order","2011","createSalesOrder: (data) => api.post('/comprehensive-erp/create-sales-order', data),"
"GET","/enterprises","/enterprises","633","getEnterprises: () => api.get('/enterprises'),"
