"PhysicalPath","FileName","Extension","SizeBytes","SHA256","PhysicalItemID","IdentitySource","Confidence","AuthorityOriginalPath","AuthorityCurrentLocation","AuthorityOriginalFileName","LogicalIdentity","ImplementationIdentity","VariantIdentity","LibraryPathMatch","LibraryHashMatch","SubhEvidenceMatch","Status","Reason"
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M112\routes.js","routes.js",".js","248","81388B9630CA8C1B79A4EDC758FADD727E0C95EA340ADAD4D95269D60E0A496F","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M112\service.js","service.js",".js","114","1ED36E1F256883C56C6952CEE82B32047275A6F0290F8702543DB3D14105EAB2","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M113\controller.js","controller.js",".js","120","1F8BFF4BBE12B50F0716903B1CD7FC2B09C0AFB2641646DF31A377EA9739BAB2","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M113\index.js","index.js",".js","129","FDD8E78308A662AE7456E8B45CE49207A0AAA17896A7D80B2AA741587949D3F1","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M113\model.sql","model.sql",".sql","100","FAC72F4BFF44CB3D4BD56F1C0CA699259AA3D140B102169023A2E7539B3DC9E6","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M113\README.md","README.md",".md","199","6CBDDB7E014FD724BA14E1C89AAC66F3DEBF4F405C70EB38BA19C10F29B9DB33","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M113\routes.js","routes.js",".js","252","2F5175CD58B995F6903D8A881DC2E3A19C2509F6F272FA6F1B87A6FDD2BA973A","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M113\service.js","service.js",".js","118","D1C1DBEE1F50D32B5D12DEBEE87408FB6DC05C6060A50CE74B0195B1B5385BF4","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M114\controller.js","controller.js",".js","1745","CD296CCF33E83C5D3F65458A2D0DCA844A96ABFACF389F6E806CDCCF9B450E66","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M114\index.js","index.js",".js","145","37BE74FD0B967A8F644CCF3E1BC10B4243287392AC7C4B91469C719B6EE8CA12","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M114\README.md","README.md",".md","156","E4F60FCDE7910565691DD97D6D96940ABBF0DDB8D06CD6C728EB884512B5B601","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M114\routes.js","routes.js",".js","610","AA7517F17B346FF15AF553447D7FC4189358F992265E3124B17351EFEF4918DC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M114\service.js","service.js",".js","1844","60AC7E172655197A93FC81A3894626E4FF8647AB2F669B000CE4C267D0186D15","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M115\controller.js","controller.js",".js","1745","CE3976A51393B24F633A8BCB5BEE979437995C913ADCEC0A59E197774C4E1E71","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M115\index.js","index.js",".js","145","AEBFB74ADA0D3908C2B998C7C13E71BE6265A9B438FBB2561ED761012771B4F5","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M115\README.md","README.md",".md","156","945FE48AB95FFC6C131D310611E577DE7A7BDFF0295EA679D6BDCEDE2B964D3C","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M115\routes.js","routes.js",".js","610","AA7517F17B346FF15AF553447D7FC4189358F992265E3124B17351EFEF4918DC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M115\service.js","service.js",".js","1844","51C1E8F4DDDE2D5169139631422B5609EE849BB72DF78BC375DEDA35BC3B7715","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M116\controller.js","controller.js",".js","120","DB95397717489D2036DB3573FD96DF4AEEDC7CCA5A255995376A58CBF525ADCE","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M116\index.js","index.js",".js","129","CD5299AAB8BA473E337636923FFA5DED3490B88FB675F5BEDBA2FC6C5FF07256","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M116\model.sql","model.sql",".sql","100","B7562940B28D144AA3D21EECE626144142096FD59C86AE2C9B5352B452C35151","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M116\README.md","README.md",".md","199","A5AF1AA01FC4ECBFFDE9217514BF10CDD9654B6582D8BBCE8E7888C3F4A931C3","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M116\routes.js","routes.js",".js","252","DAD35E13F901FB14236F12B932CC25EE72028745A1F6F6F422A007ABC0C8A813","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M116\service.js","service.js",".js","118","4CA9C528CF8AAD326FD51DC68D534462A5A64445259627537A90D625AA9F0922","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M117\controller.js","controller.js",".js","1745","CAAF0332EA2C726C445A2DCE2EBDC529286232B62695682A5FD791B1D221F45E","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M117\index.js","index.js",".js","145","8B2E9CE8FCE0B064A7737DC339ABB8D798BF4AB96065BCCD6B3857319D46AE49","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M117\README.md","README.md",".md","156","F1B6A62CBC9CAFBECA2352530FADE5E6409DB790B791A7446EE00F20CFD5B53C","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M117\routes.js","routes.js",".js","610","AA7517F17B346FF15AF553447D7FC4189358F992265E3124B17351EFEF4918DC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M117\service.js","service.js",".js","1844","A618C40F2A4E723D59A2EA586AEECC41500FE4EF22DD86191289078EF2C26D78","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M118\controller.js","controller.js",".js","1745","CB74D9EB12D1D6F9C728D3526732853E08F93008615EA3E71607A8B541F1C5FB","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M118\index.js","index.js",".js","145","3D2E52B1C8096FF881004E6370CDD1D9F751DAB8460AE68753F805B1731CCA4A","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M118\README.md","README.md",".md","156","035B026BC027FC935BDB023A45015D0C3905BE707A4AF3329C61B728EF39B6AC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M118\routes.js","routes.js",".js","610","AA7517F17B346FF15AF553447D7FC4189358F992265E3124B17351EFEF4918DC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M118\service.js","service.js",".js","1844","2081B2D6EF88B686578B7D400DB89CE7F74D6C5C3608D89C6864B89296FA5698","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M119\controller.js","controller.js",".js","1745","7040295F145CA4A88AE0328B7370F855D1E07E4913BFD73DE2741EF59BA84FDE","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M119\index.js","index.js",".js","145","5C097FBB9EB8888096B1965775E64FA05896A7D023E79945268D4B8E6CCA1CDC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M119\README.md","README.md",".md","156","BF9717FA7C109376168481C7C1FB78E60CD37EF9062C71388C815E456297F1AC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M119\routes.js","routes.js",".js","610","AA7517F17B346FF15AF553447D7FC4189358F992265E3124B17351EFEF4918DC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M119\service.js","service.js",".js","1844","D57B6D5153A72EC231610DB49B2ED522376F99B1A42DF9F2D772CB70873E630B","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M120\controller.js","controller.js",".js","1745","751F9FFD6AFF92DBA9B2028484AB9B81100386710298EDBEB87794569700031E","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M120\index.js","index.js",".js","145","8F6B239A33B655FB095BD324B3AF676AA82F8428545C00A355A9B5B468EA6AD6","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M120\README.md","README.md",".md","156","76857ED70328B52DAB8A8D19A2B2F472EB52EBEDB652421F13C6E3E9A8BE4F7E","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M120\routes.js","routes.js",".js","610","AA7517F17B346FF15AF553447D7FC4189358F992265E3124B17351EFEF4918DC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M120\service.js","service.js",".js","1844","FA43F57CDE07A0902C57BA201ACC0E18DD54227911D519C8079F7A2A74518794","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M121\controller.js","controller.js",".js","112","E0677BF5E700AAD05160077CC16F6AB14CC92C7A811617A0B7040CCB44EB4ECB","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M121\index.js","index.js",".js","121","BDC095C245278AD6A857FD0956076CC204AF776D2091CA969E8AFAD6296521F3","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M121\model.sql","model.sql",".sql","92","5DF78CBC9E0E95CD42769A5994AA7A6CB530C95975DAC62A6C430D1846DAACB4","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M121\README.md","README.md",".md","188","923F69F302A46C758419A2AF3FAE418F3ADF9D0BAAD0277966AD7B847B04294B","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M121\routes.js","routes.js",".js","244","3F9F016147A83E481C60A8D296FFDE12EAC8169D5804C33E314BB45B1E157067","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M121\service.js","service.js",".js","110","6DFB98019D86B240452543C0921EFD2A1A3BEB5D86B66A5B757E96E9773F6462","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M122\controller.js","controller.js",".js","1901","44A0F43CAE4E84263C2B535B208BA4BC7A9D166B9BC3E61EB5BC009E38785A95","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M122\index.js","index.js",".js","613","C813DE672B4BBEB88DE3032A82C03714989DB1B628CBE9B635B084D3C3E7A962","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M122\model.sql","model.sql",".sql","3087","3E866707F48BD14BEC9D95A5E1B49568B0D01F68D2FA01802136C8DBFB515F71","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M122\README.md","README.md",".md","187","82AEB689CF4356B3BBBD057CF7AE4502F6CACF86AFE98B1C142F8BB893A33421","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M122\routes.js","routes.js",".js","540","EE77C81177FF345F6AB976C8FCB0AB6D1D8F8CE39BCCD3728B854C31F4670126","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M122\service.js","service.js",".js","15242","287A246892458677251DDEEE62426E985CA912036621B80CFEBC81F6F9887F0C","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M123\controller.js","controller.js",".js","1559","4D58006BCF8FF99823635A31462231FF17F6574629B0E40F809C37B49DFC0D3B","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M123\index.js","index.js",".js","544","0AC0AB0FB8B3FDF8BB845C28E6658E1855B60145583C9BF4D12F97E6CFD21450","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M123\model.sql","model.sql",".sql","3094","2F4823C8AE99114CE98B87C4B356DFCACB3A99581DB5E9C92DAD60E858AAF123","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M123\README.md","README.md",".md","190","0714DB77F406A025CDC5085C6E5A07596FA0F929176FBCB21B248AFA034EF9DD","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M123\routes.js","routes.js",".js","471","2C6813CE4A550059992161123F4A038B09A4790480ABFB19584E3F2C9BCCD875","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M123\service.js","service.js",".js","11762","CBAB712AE6DD24E68EE77FCFF85FA1BBD1BF136C9A79143B7D8C1DFB65C61FB0","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M124\controller.js","controller.js",".js","1745","1F38ACAE3CEC85663C19DF583C91287B3B744D734278651BE4E811579AD7BCEE","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M124\index.js","index.js",".js","145","1819FF23165A9D06F11DF5401B8F90418DAA6E50EEBCBE421DFC52989270BC42","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M124\model.sql","model.sql",".sql","3026","9CBDD35F2505F1C27CA978ACAE71DD1E6E7D74B3F9D40C4A8F64C654834D4964","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M124\README.md","README.md",".md","173","214B11F295B53F28674163E3D336012ABDA3A33D5D279A6FF94D2E6394755F39","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M124\routes.js","routes.js",".js","590","866FA05BCDE7A91B0684F1AABBBFAA9838F9580F788A633957EFBDDA5CED1397","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M124\service.js","service.js",".js","1845","E7A32BA0E21363A2667E6CED40815173B44E8723208B9292DB4B01B5079489E7","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M125\controller.js","controller.js",".js","1745","925B8448B34BCF9FBD42F03F7A7A5297AA7D35A86004705EB1DC055D9DF2B868","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M125\index.js","index.js",".js","145","F2B0AA5502A64AFEF75215293927B27EA9ED1AE0A2701DEB9A9735E23CBC9C12","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M125\model.sql","model.sql",".sql","3054","430BDE3D54AB748B171FBFCDB192F07DF30E3B814FE5BD8A44B98F58FC922BA4","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M125\README.md","README.md",".md","175","1B8AB3835ADEA6D42D4842E466D50E8FF6E17F0E4FD6FA226EB0B0AFC0872988","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M125\routes.js","routes.js",".js","590","866FA05BCDE7A91B0684F1AABBBFAA9838F9580F788A633957EFBDDA5CED1397","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M125\service.js","service.js",".js","1845","33113A46372B4645F57FF8B32327DD93C90AAEBF31182C3B73CE590827446A03","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M126\controller.js","controller.js",".js","1745","8B881A2B5A1E09B573746CADBFA0542582289F22D3D690A0D2EC44AF20880273","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M126\index.js","index.js",".js","145","6144444C2C95E32D8B99D13A5B859BFFFCAC447E415073462B49F598B4071D9D","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M126\model.sql","model.sql",".sql","3000","2CC6292CFBDF00649502887B60F2955BF4C9D5DB7EC2A5D8E4D91AED8F19EEBD","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M126\README.md","README.md",".md","171","026212C6FACE0F46C7DB6DEF2B3F9E7AD0950957CCF97D133640A1343E5A1915","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M126\routes.js","routes.js",".js","590","866FA05BCDE7A91B0684F1AABBBFAA9838F9580F788A633957EFBDDA5CED1397","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M126\service.js","service.js",".js","1845","42A00BA77D0BEFE2BFB6CCEA292D49BCF24B1F882BA00FDB4011FC5F1680DAB8","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M127\controller.js","controller.js",".js","1563","49FFC59409C0BC6219D0E3784922A20F626DCF1F567E96B9CF8A60B268977F32","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M127\index.js","index.js",".js","563","FD79A429B48E95161DF01958D31138CFF07DCFD3FFCE82767BB32F40FDF172A0","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M127\model.sql","model.sql",".sql","3247","83A8177DF56724E5EAAA85D4DC8EC94CA73279E3C81F31D372EB5C9B5B13FA9B","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M127\README.md","README.md",".md","196","7EB53DEF41D06DA99A4AC2AA525EC61EB48A2C1082DCD5C3052CA1D7116D4750","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M127\routes.js","routes.js",".js","490","28F148A9FAC306AC3E12F619D69C370DE2D27E7B0FA6543F0C752BBE2D040663","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M127\service.js","service.js",".js","10838","7E8C9CFEF13B61A6652DCD0203FEC2A775AB597A325F364D5668946F65ED5769","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M128\controller.js","controller.js",".js","1745","9BCDDCF038C23B474B94483AA7C563C9DD153E3F66D2D97AE9CED435EA601231","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M128\index.js","index.js",".js","145","A34454DD86029A7E8F42014224D36E19A2ECC17DCB83B23BDBF13CD2EC0AAEAB","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M128\model.sql","model.sql",".sql","3064","FC75373894E1664433E2324400C5BA314C9D5CC8F60CE346BDF5D7A5D7EC798E","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M128\README.md","README.md",".md","156","20BC12C738D9175D4A276671C8B3575270A65803B1EFDAB82D28670DA245D190","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M128\routes.js","routes.js",".js","590","866FA05BCDE7A91B0684F1AABBBFAA9838F9580F788A633957EFBDDA5CED1397","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M128\service.js","service.js",".js","1845","EEFB7D927512867A41EB5ADB0466A4D05BD4937ECBEB637519AB60FB67510F9B","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M129\controller.js","controller.js",".js","115","F6C5E46F6D6492D2F381B87797D8B9ADE5523F0E61D1C3A177D759845EC1D63D","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M129\index.js","index.js",".js","124","5CCC9FEE912E57FEEE9D28F7A55A97F024458DEEB08CE9C4807CE82E9486F996","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M129\model.sql","model.sql",".sql","95","3A54EF1E9FBE89AB548871EC04E9B7D16F97505471F1EE34951D40D7FFA76237","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M129\README.md","README.md",".md","191","D5F6D6F0E31EDC6A81EFADCA06F7FF11128740A0EC8761C81F0D747F906FC58E","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M129\routes.js","routes.js",".js","247","40829C20C2F3A256AD8D67021AFFE6569FCFC1732ECA4F8CBABA18C3621B86D1","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M129\service.js","service.js",".js","113","E1127DFD0E7B53638B42751ECC3F86A5841D50973B02C20760291D2E6D0F7672","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\backend\src\modules\M130\controller.js","controller.js",".js","115","D0D9BD805BE16210E4F22D5B6CAE98045D1F9ED8CB556170AD9E6D4CDD5CDD75","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
