"PhysicalPath","FileName","Extension","SizeBytes","SHA256","PhysicalItemID","IdentitySource","Confidence","AuthorityOriginalPath","AuthorityCurrentLocation","AuthorityOriginalFileName","LogicalIdentity","ImplementationIdentity","VariantIdentity","LibraryPathMatch","LibraryHashMatch","SubhEvidenceMatch","Status","Reason","TriageBucket","TriageReason"
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.302b9773dae74db1a223f26440b05b4a.bak","index.js.302b9773dae74db1a223f26440b05b4a.bak",".bak","46561","80E60A4DD79A5C768C7C1B76C9B275D7759EB00464A0356198ACE41DB4B675D0","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.315e944d2e2d4039946c93a2d6f51d9c.bak","index.js.315e944d2e2d4039946c93a2d6f51d9c.bak",".bak","45558","418F03FC87F56F6FF5A74DF260DD98FB853F357EF743F7650454EE572C38F93E","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.31e2985ef34d40628961c9dba0e2409d.bak","index.js.31e2985ef34d40628961c9dba0e2409d.bak",".bak","48071","9CFEB0D3F6BC3A2D78F1E591AC41589EA76E662B0D313931E550B0BC88A2E041","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.31e8c781d6404f6a9b781d0d601de264.bak","index.js.31e8c781d6404f6a9b781d0d601de264.bak",".bak","47598","C96E8EE6E29CB19BFD0C538E63D941BB955602DDBBFF7C54D51DAFFB4083CDC1","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.31f3bd4de7674825ab0086b5133c8067.bak","index.js.31f3bd4de7674825ab0086b5133c8067.bak",".bak","47011","E7EC04F8C3E2E935D4CFB371D9EDE32DFE72C92BABA7972708C58C1800BC420E","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.32f14c74421146d092995e6a3bb8c0cb.bak","index.js.32f14c74421146d092995e6a3bb8c0cb.bak",".bak","46634","84F9D2736F7B56F598CBA4189494B2D3D37528A54E43BDB76EC3303473473EDC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.339195014c1244f3ac9bc1e3b6e44a4e.bak","index.js.339195014c1244f3ac9bc1e3b6e44a4e.bak",".bak","48323","4D1DF0D5605AA8EC24FE7307A1E0CF28B5676A3A58DBE21C81573248CC81DBB3","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.33ba3707fc7b4b55aada5f33b6b5035e.bak","index.js.33ba3707fc7b4b55aada5f33b6b5035e.bak",".bak","46299","227B4A9D31136B7B5BA1966D99BDF65874AFFE2AACEF9C9187F522E8FB77C88C","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.360544b461744961b85c360c05b986a2.bak","index.js.360544b461744961b85c360c05b986a2.bak",".bak","46177","2960FE44523346F859F0FF9F26EA5D70EC55B60DDF863F2F500A074994E513EC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.39316c69f5af49aeb1e2cd4677efba2f.bak","index.js.39316c69f5af49aeb1e2cd4677efba2f.bak",".bak","45726","F88C7919F05FE30357C940C746D7175E963DA6E785A1AD865A3BC5F591CC8362","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.398edb5dc2384517a8e87647c7a67111.bak","index.js.398edb5dc2384517a8e87647c7a67111.bak",".bak","47296","6A66AD0BDCC620D8718CE5C5C678A63096A6713789232F6C7B9CD09DF7922637","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.39d7d25f274b4cf39fd04f5f311a4ef2.bak","index.js.39d7d25f274b4cf39fd04f5f311a4ef2.bak",".bak","48050","66E30354FB666FFA56222ADA3355F25666985C5A7D63065DC5678216426D4747","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.3c7de990dfdb461b89fd9f5c11a24c45.bak","index.js.3c7de990dfdb461b89fd9f5c11a24c45.bak",".bak","46586","35E748B8BCB796FBEE438327C190056F99524A5DF8DFB90303D05DB50D1A928A","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.3c8a7172ea9b4088ad49f27ea2972f01.bak","index.js.3c8a7172ea9b4088ad49f27ea2972f01.bak",".bak","48169","87F386C9431D6B983782A12AC2D49D81948E0894260814607D09B634DBCE3CF7","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.3fe3d6bbb2044792abb3ade3b00ca3a0.bak","index.js.3fe3d6bbb2044792abb3ade3b00ca3a0.bak",".bak","46272","E2DC39F569FFC996BABB6452ED2118AADF2E9FB773AE3EEB74C93AF1DE6B30C6","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.413915bb89cc4df786feed7975fa529b.bak","index.js.413915bb89cc4df786feed7975fa529b.bak",".bak","47794","77951F61BC5D3AE6D777BDE9CD3BDEB1C1283680F6D17B2645950153E2081C65","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.41c5fd50e08246e7abe00addc250317b.bak","index.js.41c5fd50e08246e7abe00addc250317b.bak",".bak","48278","FA088A13CB6D57BA0F55B61B41617AF560B9572B65540B5201EC0F95F6B6E316","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.41d258f4c51b458baeba8655c10a374c.bak","index.js.41d258f4c51b458baeba8655c10a374c.bak",".bak","47598","1860DC9D0B3A79AC6F1FCA8063916E3DC292744996C61317091983BD05EE68C1","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.427c12a61aa9423fa07094ff6d12ba0c.bak","index.js.427c12a61aa9423fa07094ff6d12ba0c.bak",".bak","46907","8BAE3A3869823E4A9938AA2BCAB3D0E25B54087CE3D6D404F6DA227BBDE79B4B","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.434f2b3956854ee298dbdd6b08bc1326.bak","index.js.434f2b3956854ee298dbdd6b08bc1326.bak",".bak","47382","32A61554452609D1201546BD4FC5291D4AED7DA769617DC3F60C03A25E6175AD","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.44448db7a427430fb855e035196146a1.bak","index.js.44448db7a427430fb855e035196146a1.bak",".bak","47884","D2B25083ADC9715ED75BDA8699AE37AF5C3A90CB17E84351CA653CC8AC498FBD","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.44963b9ba4c1457b9cea167340d6c21f.bak","index.js.44963b9ba4c1457b9cea167340d6c21f.bak",".bak","47196","CAC6FB136477B23EF466C0BBB80F316328EEBDFDE20C38B8628E86FFF8EB8C4A","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.4533f9ff72164e1da9ebc565ae851968.bak","index.js.4533f9ff72164e1da9ebc565ae851968.bak",".bak","46301","6817C45FA470C34FD78D20EC9FCAC9E6828C37F0355DBE98443DC04A294E9A6C","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.456ee37cb5154dbbaeffa285fcc03f37.bak","index.js.456ee37cb5154dbbaeffa285fcc03f37.bak",".bak","47486","94CAAEB827BA2B1C47F418E0C1370F2E94127E9B31CE550B46B4148C3519891D","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.464b068d4d6d404aacc79c04e912306a.bak","index.js.464b068d4d6d404aacc79c04e912306a.bak",".bak","47063","DA208F3ACDF7477DE52DE73BF7DC2D58832D8F037CAAAC0D8E10024BF2151832","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.46ae34af34634187b7aff7c9ac6b7578.bak","index.js.46ae34af34634187b7aff7c9ac6b7578.bak",".bak","47198","2D8CC47385E75C0CFB97DB46D8BE6E4D541286D7F83AB064C661FEDD0AADB85B","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.46b59d50c0354977aa97e6cb6d8acb15.bak","index.js.46b59d50c0354977aa97e6cb6d8acb15.bak",".bak","48345","8FBD763DD867C44EBD57E207AE25B454E0856405E7EA23C513730584B61044D7","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.473174a34f364c9c827b2e04e7d89d25.bak","index.js.473174a34f364c9c827b2e04e7d89d25.bak",".bak","46313","1645336182B3E8A44F2B79C3A43DFB6032163D07000E95FC2DAAB34231E20D27","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.482cc54f9ad44b389697df133ef65c70.bak","index.js.482cc54f9ad44b389697df133ef65c70.bak",".bak","47196","CAC6FB136477B23EF466C0BBB80F316328EEBDFDE20C38B8628E86FFF8EB8C4A","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.49b187c19e4f42bead6bd0d7c97f6ba9.bak","index.js.49b187c19e4f42bead6bd0d7c97f6ba9.bak",".bak","46878","657086E85BAA1244D32CF1443245F2F81370DEC2982E504B3F793BA510DA55D8","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.4a79a13ed7314bdaaae00d8745cc14dd.bak","index.js.4a79a13ed7314bdaaae00d8745cc14dd.bak",".bak","47269","A3E4792AB8F6010D0900EB216677CB145D5D85C896268F56936B91A4DCFE5249","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.4ae81a07038c4f24bf656eeb706edaa6.bak","index.js.4ae81a07038c4f24bf656eeb706edaa6.bak",".bak","46173","FDF85D05BFE2799C6EDF4FD5D586A4B6FC59F156C83D5A56BCB33BED9085413A","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.4bb1a20d842f40c0b8524d18a07561e0.bak","index.js.4bb1a20d842f40c0b8524d18a07561e0.bak",".bak","46399","040EE203D61290F70D1AEE6A7C8F7D04F7394216EE1D45034F7EA6710281BF65","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.4c5af6c3369840f0b87914d15e2a5da5.bak","index.js.4c5af6c3369840f0b87914d15e2a5da5.bak",".bak","47212","9D915FB296FC6B063D1C39090E9A00CD4FF505C43AAC2A365F259FC8329B740F","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.4ce22fcc06c7429ea36a833d4d899dde.bak","index.js.4ce22fcc06c7429ea36a833d4d899dde.bak",".bak","47571","40FE19BE2BA90D833D3E9E5C9A42AD245581CC908C8D2EA4702639A629C7DEA3","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.4e2739dcddb04956b2da0ae190c7b965.bak","index.js.4e2739dcddb04956b2da0ae190c7b965.bak",".bak","47316","F4166301886BBD3D9071F4C6646BBBD3890D40C1F484A5E2E38E4B4A8A067330","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.4f6db14a92a744b99832d8ee0d4d79af.bak","index.js.4f6db14a92a744b99832d8ee0d4d79af.bak",".bak","48001","0273041CD48F5BADAEC931BDDEA4593E6078675027A6CA2B78CB88B1BF134BEC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.50d20438d577494c97b19c23da38ac0c.bak","index.js.50d20438d577494c97b19c23da38ac0c.bak",".bak","47735","FCA7B5B25AF8271B320AFF7601AF5FC2A333E67EDD787852A9B595DB2E8EB222","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.50dcd46f1b964dc39986acd3b9aa059c.bak","index.js.50dcd46f1b964dc39986acd3b9aa059c.bak",".bak","47316","F4166301886BBD3D9071F4C6646BBBD3890D40C1F484A5E2E38E4B4A8A067330","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.532d71285af2437c87c28fecf6f016b1.bak","index.js.532d71285af2437c87c28fecf6f016b1.bak",".bak","47551","0A7918BD4E16E2F734743093BA7424088DB83E30BD5F07779D08DFEDBD97EFFE","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.53b19cbde5444b88bb108022e2df106d.bak","index.js.53b19cbde5444b88bb108022e2df106d.bak",".bak","47360","E2983D446F4DA13FC0AC3355705EE684F1E3EBB9CD3F1B09028750074D924B80","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
