"PhysicalPath","FileName","Extension","SizeBytes","SHA256","PhysicalItemID","IdentitySource","Confidence","AuthorityOriginalPath","AuthorityCurrentLocation","AuthorityOriginalFileName","LogicalIdentity","ImplementationIdentity","VariantIdentity","LibraryPathMatch","LibraryHashMatch","SubhEvidenceMatch","Status","Reason","TriageBucket","TriageReason"
"TENANT_MANAGEMENT_MODULE_IMPLEMENTATION.md","TENANT_MANAGEMENT_MODULE_IMPLEMENTATION.md",".md","34984","2D710A62703DD7A0EA28EDE297157C6E76A17727FAE6562B1132FAB77F45731E","EBD-PHY-0000326431","AUTHORITY_PATH","85","TENANT_MANAGEMENT_MODULE_IMPLEMENTATION.md","TENANT_MANAGEMENT_MODULE_IMPLEMENTATION.md","TENANT_MANAGEMENT_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TENANT_MANAGEMENT_MODULE_SPECIFICATION.md","TENANT_MANAGEMENT_MODULE_SPECIFICATION.md",".md","27093","B5F35EC12A057E558BA62633EA6F0D1C343365872C36824E78E83BBAB36EDBAF","EBD-PHY-0000326432","AUTHORITY_PATH","85","TENANT_MANAGEMENT_MODULE_SPECIFICATION.md","TENANT_MANAGEMENT_MODULE_SPECIFICATION.md","TENANT_MANAGEMENT_MODULE_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TEXT_TO_VIDEO_GENERATION_MODULE_SPECIFICATION.md","TEXT_TO_VIDEO_GENERATION_MODULE_SPECIFICATION.md",".md","32290","4B6A41028F8A1F17B9690ABC7E423E10DF6215657AD08AC6AE8237C7AD513835","EBD-PHY-0000326433","AUTHORITY_PATH","85","TEXT_TO_VIDEO_GENERATION_MODULE_SPECIFICATION.md","TEXT_TO_VIDEO_GENERATION_MODULE_SPECIFICATION.md","TEXT_TO_VIDEO_GENERATION_MODULE_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TIME_ZONE_MANAGEMENT_MODULE_IMPLEMENTATION.md","TIME_ZONE_MANAGEMENT_MODULE_IMPLEMENTATION.md",".md","7872","61140B51B9D718E427747643E27C318EEDA565CFA30D48BDAC229ED7F133A31A","EBD-PHY-0000326434","AUTHORITY_PATH","85","TIME_ZONE_MANAGEMENT_MODULE_IMPLEMENTATION.md","TIME_ZONE_MANAGEMENT_MODULE_IMPLEMENTATION.md","TIME_ZONE_MANAGEMENT_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_API_MINING_PLATFORM_SPECIFICATION.md","TISMP_API_MINING_PLATFORM_SPECIFICATION.md",".md","58401","BD95A7940264AC895D3A7391FB604C83070F52B135E31C561F1E73CE067C81D9","EBD-PHY-0000326435","AUTHORITY_PATH","85","TISMP_API_MINING_PLATFORM_SPECIFICATION.md","TISMP_API_MINING_PLATFORM_SPECIFICATION.md","TISMP_API_MINING_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_ARCHITECTURE_RECOVERY_PLATFORM_SPECIFICATION.md","TISMP_ARCHITECTURE_RECOVERY_PLATFORM_SPECIFICATION.md",".md","61263","1FE9027C3412415D69093D5D8252572FC387FCB3FD9526ECEEBC6CB9C81D9F7B","EBD-PHY-0000326436","AUTHORITY_PATH","85","TISMP_ARCHITECTURE_RECOVERY_PLATFORM_SPECIFICATION.md","TISMP_ARCHITECTURE_RECOVERY_PLATFORM_SPECIFICATION.md","TISMP_ARCHITECTURE_RECOVERY_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_BUSINESS_RULE_MINING_PLATFORM_SPECIFICATION.md","TISMP_BUSINESS_RULE_MINING_PLATFORM_SPECIFICATION.md",".md","63058","9F5479701CFC236028E171692680ECA16D598AD7A3982010C6F64D67FEB20724","EBD-PHY-0000326437","AUTHORITY_PATH","85","TISMP_BUSINESS_RULE_MINING_PLATFORM_SPECIFICATION.md","TISMP_BUSINESS_RULE_MINING_PLATFORM_SPECIFICATION.md","TISMP_BUSINESS_RULE_MINING_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_DATABASE_SCHEMA_MINING_PLATFORM_SPECIFICATION.md","TISMP_DATABASE_SCHEMA_MINING_PLATFORM_SPECIFICATION.md",".md","57038","36783D1C66F2D49F66D11B99D2772D72236188E3B739857983EB53E641F50C5E","EBD-PHY-0000326438","AUTHORITY_PATH","85","TISMP_DATABASE_SCHEMA_MINING_PLATFORM_SPECIFICATION.md","TISMP_DATABASE_SCHEMA_MINING_PLATFORM_SPECIFICATION.md","TISMP_DATABASE_SCHEMA_MINING_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_FORM_UI_MINING_PLATFORM_SPECIFICATION.md","TISMP_FORM_UI_MINING_PLATFORM_SPECIFICATION.md",".md","62631","61FD15FC04BF4F16C530A7B6E0A113760BC1BC59A786B37F36FE347752068924","EBD-PHY-0000326439","AUTHORITY_PATH","85","TISMP_FORM_UI_MINING_PLATFORM_SPECIFICATION.md","TISMP_FORM_UI_MINING_PLATFORM_SPECIFICATION.md","TISMP_FORM_UI_MINING_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_MASTER_ARCHITECTURAL_SPECIFICATION.md","TISMP_MASTER_ARCHITECTURAL_SPECIFICATION.md",".md","70440","95E1008099F6F5A941245D2C7238C6F89EF0F0ED2AC140CD505D5CDC286CD514","EBD-PHY-0000326440","AUTHORITY_PATH","85","TISMP_MASTER_ARCHITECTURAL_SPECIFICATION.md","TISMP_MASTER_ARCHITECTURAL_SPECIFICATION.md","TISMP_MASTER_ARCHITECTURAL_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_OPEN_SOURCE_EVALUATION_PLATFORM_SPECIFICATION.md","TISMP_OPEN_SOURCE_EVALUATION_PLATFORM_SPECIFICATION.md",".md","63230","2FD53CA0C2200331EAF0B88024871009625366FD955063D7074B521E6FFFE0D9","EBD-PHY-0000326441","AUTHORITY_PATH","85","TISMP_OPEN_SOURCE_EVALUATION_PLATFORM_SPECIFICATION.md","TISMP_OPEN_SOURCE_EVALUATION_PLATFORM_SPECIFICATION.md","TISMP_OPEN_SOURCE_EVALUATION_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_PLATFORM_INDEX.md","TISMP_PLATFORM_INDEX.md",".md","10785","314F0431F3400259AB9CC4C3CBF9EB1F48603F9FBCB1DE3486409A4439B2EC65","EBD-PHY-0000326442","AUTHORITY_PATH","85","TISMP_PLATFORM_INDEX.md","TISMP_PLATFORM_INDEX.md","TISMP_PLATFORM_INDEX.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_REPOSITORY_DISCOVERY_PLATFORM_SPECIFICATION.md","TISMP_REPOSITORY_DISCOVERY_PLATFORM_SPECIFICATION.md",".md","53781","975F4C29E67C671A52E8DC566948A368AB83C55EDB04F44C5F57A5D02E9E9FC8","EBD-PHY-0000326443","AUTHORITY_PATH","85","TISMP_REPOSITORY_DISCOVERY_PLATFORM_SPECIFICATION.md","TISMP_REPOSITORY_DISCOVERY_PLATFORM_SPECIFICATION.md","TISMP_REPOSITORY_DISCOVERY_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_REPOSITORY_RANKING_PLATFORM_SPECIFICATION.md","TISMP_REPOSITORY_RANKING_PLATFORM_SPECIFICATION.md",".md","56486","1F08922D0E4D58241CF4F661B91A745DB29D3911E0A45CC41FF7B1C79F859E88","EBD-PHY-0000326444","AUTHORITY_PATH","85","TISMP_REPOSITORY_RANKING_PLATFORM_SPECIFICATION.md","TISMP_REPOSITORY_RANKING_PLATFORM_SPECIFICATION.md","TISMP_REPOSITORY_RANKING_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_SECURITY_MALWARE_ANALYSIS_PLATFORM_SPECIFICATION.md","TISMP_SECURITY_MALWARE_ANALYSIS_PLATFORM_SPECIFICATION.md",".md","60887","17C902B81E86F0C0CD85A41C78FA459D7C071D51117F3913045252FA77016061","EBD-PHY-0000326445","AUTHORITY_PATH","85","TISMP_SECURITY_MALWARE_ANALYSIS_PLATFORM_SPECIFICATION.md","TISMP_SECURITY_MALWARE_ANALYSIS_PLATFORM_SPECIFICATION.md","TISMP_SECURITY_MALWARE_ANALYSIS_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TISMP_WORKFLOW_MINING_PLATFORM_SPECIFICATION.md","TISMP_WORKFLOW_MINING_PLATFORM_SPECIFICATION.md",".md","61463","E1561CA9830EAA3DAD15DFFF24CE10C5AF3FBD51770AE06D7714B204F324633E","EBD-PHY-0000326446","AUTHORITY_PATH","85","TISMP_WORKFLOW_MINING_PLATFORM_SPECIFICATION.md","TISMP_WORKFLOW_MINING_PLATFORM_SPECIFICATION.md","TISMP_WORKFLOW_MINING_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"todo_summary.csv","todo_summary.csv",".csv","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","EBD-PHY-0000326447","AUTHORITY_PATH","85","todo_summary.csv","todo_summary.csv","todo_summary.csv","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TRACTOR_MANAGEMENT_MODULE_IMPLEMENTATION.md","TRACTOR_MANAGEMENT_MODULE_IMPLEMENTATION.md",".md","9435","3A8923B8EF3E09C30806B6C242C9FB9EAEB8211987914F2AB2A4B04B09A419CE","EBD-PHY-0000326465","AUTHORITY_PATH","85","TRACTOR_MANAGEMENT_MODULE_IMPLEMENTATION.md","TRACTOR_MANAGEMENT_MODULE_IMPLEMENTATION.md","TRACTOR_MANAGEMENT_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"TRACTOR_MANAGEMENT_MODULE_SPECIFICATION.md","TRACTOR_MANAGEMENT_MODULE_SPECIFICATION.md",".md","26214","6CB68033D4CC3DFF415948D7198158CF40A5F98AF9368700DF83C93887E9E57E","EBD-PHY-0000326466","AUTHORITY_PATH","85","TRACTOR_MANAGEMENT_MODULE_SPECIFICATION.md","TRACTOR_MANAGEMENT_MODULE_SPECIFICATION.md","TRACTOR_MANAGEMENT_MODULE_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"ULTRA_COMPREHENSIVE_MODULE_ENHANCEMENT_PLAN.md","ULTRA_COMPREHENSIVE_MODULE_ENHANCEMENT_PLAN.md",".md","15974","3BE4A9EC377EA99DAC231F4EDBA260FF4865F736F55D95BFF0CF4EE9B756DE03","EBD-PHY-0000326467","AUTHORITY_PATH","85","ULTRA_COMPREHENSIVE_MODULE_ENHANCEMENT_PLAN.md","ULTRA_COMPREHENSIVE_MODULE_ENHANCEMENT_PLAN.md","ULTRA_COMPREHENSIVE_MODULE_ENHANCEMENT_PLAN.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"USER_MANAGEMENT_MODULE_IMPLEMENTATION.md","USER_MANAGEMENT_MODULE_IMPLEMENTATION.md",".md","8317","D2421524283F420889FC45DD804C86C7D5273423FDC9DE68DDBD55D2EE13DC41","EBD-PHY-0000326468","AUTHORITY_PATH","85","USER_MANAGEMENT_MODULE_IMPLEMENTATION.md","USER_MANAGEMENT_MODULE_IMPLEMENTATION.md","USER_MANAGEMENT_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"V43_ROUTE_PARITY_ANALYSIS.md","V43_ROUTE_PARITY_ANALYSIS.md",".md","17044","777C9288EC8D190EBED90D09D79D3DB29870D16A3DC28922B4C2FB840A465B4E","EBD-PHY-0000326469","AUTHORITY_PATH","85","V43_ROUTE_PARITY_ANALYSIS.md","V43_ROUTE_PARITY_ANALYSIS.md","V43_ROUTE_PARITY_ANALYSIS.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"VEGETABLE_PRODUCTION_MODULE_IMPLEMENTATION.md","VEGETABLE_PRODUCTION_MODULE_IMPLEMENTATION.md",".md","9185","3F9DF2AA31B297432679BB07956B1EFE454128BAC2E1095414844B5D8034F952","EBD-PHY-0000326470","AUTHORITY_PATH","85","VEGETABLE_PRODUCTION_MODULE_IMPLEMENTATION.md","VEGETABLE_PRODUCTION_MODULE_IMPLEMENTATION.md","VEGETABLE_PRODUCTION_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"VEHICLE_MANAGEMENT_MODULE_SPECIFICATION.md","VEHICLE_MANAGEMENT_MODULE_SPECIFICATION.md",".md","31042","B252E68E5AD0C897F080A12EE3AB24C636B63CF6FB46695A17307D0CBBCD2685","EBD-PHY-0000326471","AUTHORITY_PATH","85","VEHICLE_MANAGEMENT_MODULE_SPECIFICATION.md","VEHICLE_MANAGEMENT_MODULE_SPECIFICATION.md","VEHICLE_MANAGEMENT_MODULE_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"VENDOR_REGISTRATION_MANAGEMENT_MODULE_SPECIFICATION.md","VENDOR_REGISTRATION_MANAGEMENT_MODULE_SPECIFICATION.md",".md","43563","63DDD1EFA3ED909A20E1AF3BB120EA5ECB0616ABA90ECA09240C9F3458615621","EBD-PHY-0000326472","AUTHORITY_PATH","85","VENDOR_REGISTRATION_MANAGEMENT_MODULE_SPECIFICATION.md","VENDOR_REGISTRATION_MANAGEMENT_MODULE_SPECIFICATION.md","VENDOR_REGISTRATION_MANAGEMENT_MODULE_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"VENDOR_SELECTION_MODULE_SPECIFICATION.md","VENDOR_SELECTION_MODULE_SPECIFICATION.md",".md","47216","2E7B46744504DFB64184B4833B168BBD7B7F1A9AE8BE86BE49576DE5CE94D9C3","EBD-PHY-0000326473","AUTHORITY_PATH","85","VENDOR_SELECTION_MODULE_SPECIFICATION.md","VENDOR_SELECTION_MODULE_SPECIFICATION.md","VENDOR_SELECTION_MODULE_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"VERSION_MIGRATION_GAP_ANALYSIS.md","VERSION_MIGRATION_GAP_ANALYSIS.md",".md","8245","C911B65642CBD14DFCDD854D40C1180F428F0205B4FB893004AC972753589196","EBD-PHY-0000326474","AUTHORITY_PATH","85","VERSION_MIGRATION_GAP_ANALYSIS.md","VERSION_MIGRATION_GAP_ANALYSIS.md","VERSION_MIGRATION_GAP_ANALYSIS.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"VILLAGE_COMMUNITY_PREDICTIVE_ANALYTICS_ENHANCEMENT.md","VILLAGE_COMMUNITY_PREDICTIVE_ANALYTICS_ENHANCEMENT.md",".md","40029","5353AD68FA84D77B649AC800B9990E52CDB19E1E7297E609466F5D0B5C303255","EBD-PHY-0000326475","AUTHORITY_PATH","85","VILLAGE_COMMUNITY_PREDICTIVE_ANALYTICS_ENHANCEMENT.md","VILLAGE_COMMUNITY_PREDICTIVE_ANALYTICS_ENHANCEMENT.md","VILLAGE_COMMUNITY_PREDICTIVE_ANALYTICS_ENHANCEMENT.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"VILLAGE_REGISTRY_MODULE_IMPLEMENTATION.md","VILLAGE_REGISTRY_MODULE_IMPLEMENTATION.md",".md","7933","F9ABF07BB128A5905D2F6D297D91CBBA829E1124D096214EDFF9448E73A989E2","EBD-PHY-0000326476","AUTHORITY_PATH","85","VILLAGE_REGISTRY_MODULE_IMPLEMENTATION.md","VILLAGE_REGISTRY_MODULE_IMPLEMENTATION.md","VILLAGE_REGISTRY_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"VISION_AI_MODULE_SPECIFICATION.md","VISION_AI_MODULE_SPECIFICATION.md",".md","35707","6F9D8373208B783034BFF9905DE9076E3BC56070CF62736BC41403D379BE2146","EBD-PHY-0000326477","AUTHORITY_PATH","85","VISION_AI_MODULE_SPECIFICATION.md","VISION_AI_MODULE_SPECIFICATION.md","VISION_AI_MODULE_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"WATERSHED_MANAGEMENT_MODULE_IMPLEMENTATION.md","WATERSHED_MANAGEMENT_MODULE_IMPLEMENTATION.md",".md","9325","C91B60E7E154C036EF3E677243917E85C9855DDBCF2D7D2E2F3C376ADCA03A0A","EBD-PHY-0000326488","AUTHORITY_PATH","85","WATERSHED_MANAGEMENT_MODULE_IMPLEMENTATION.md","WATERSHED_MANAGEMENT_MODULE_IMPLEMENTATION.md","WATERSHED_MANAGEMENT_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
