feature,source,original_path,proposed_merge_lab_path,result
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M125/index.js,_MERGE_LAB/features/support-index/claude__f2b0aa5502a6__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M126/index.js,_MERGE_LAB/features/support-index/claude__6144444c2c95__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M128/index.js,_MERGE_LAB/features/support-index/claude__a34454dd8602__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M137/index.js,_MERGE_LAB/features/support-index/claude__52ff029f13e7__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M139/index.js,_MERGE_LAB/features/support-index/claude__44d309b7dc17__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M144/index.js,_MERGE_LAB/features/support-index/claude__d8d64c79492c__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M148/index.js,_MERGE_LAB/features/support-index/claude__187011e16cf4__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M149/index.js,_MERGE_LAB/features/support-index/claude__a28f1acae296__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M012/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__ba49b9824be1__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M013/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__005934f3ac41__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M015/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__67a3b37b44a0__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M017/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__285ec98523bd__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M021/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__f95ba5060a5a__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M026/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__3ea11451a554__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M027/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__92c831bbbc8a__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M028/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__17498349e66e__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M029/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__648c70c79874__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M030/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__a6b2568af6c5__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M043/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__88f9d172ef6b__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M044/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__abd0890c204b__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M045/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__7c0beb34b9fa__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M060/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__b3790d8b6f0d__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M071/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__3ba596f74494__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M072/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__12376715a131__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M073/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__bb2066ba4050__index.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/modules/M144/index.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__d8d64c79492c__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M012/index.js,_MERGE_LAB/features/support-index/old-new-folder__ba49b9824be1__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M013/index.js,_MERGE_LAB/features/support-index/old-new-folder__005934f3ac41__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M015/index.js,_MERGE_LAB/features/support-index/old-new-folder__67a3b37b44a0__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M017/index.js,_MERGE_LAB/features/support-index/old-new-folder__285ec98523bd__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M021/index.js,_MERGE_LAB/features/support-index/old-new-folder__f95ba5060a5a__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M026/index.js,_MERGE_LAB/features/support-index/old-new-folder__3ea11451a554__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M027/index.js,_MERGE_LAB/features/support-index/old-new-folder__92c831bbbc8a__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M028/index.js,_MERGE_LAB/features/support-index/old-new-folder__17498349e66e__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M029/index.js,_MERGE_LAB/features/support-index/old-new-folder__648c70c79874__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M030/index.js,_MERGE_LAB/features/support-index/old-new-folder__a6b2568af6c5__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M043/index.js,_MERGE_LAB/features/support-index/old-new-folder__88f9d172ef6b__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M044/index.js,_MERGE_LAB/features/support-index/old-new-folder__abd0890c204b__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M045/index.js,_MERGE_LAB/features/support-index/old-new-folder__7c0beb34b9fa__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M060/index.js,_MERGE_LAB/features/support-index/old-new-folder__b3790d8b6f0d__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M071/index.js,_MERGE_LAB/features/support-index/old-new-folder__3ba596f74494__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M072/index.js,_MERGE_LAB/features/support-index/old-new-folder__12376715a131__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M073/index.js,_MERGE_LAB/features/support-index/old-new-folder__bb2066ba4050__index.js,skip-already-copied
support-index,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/modules/M144/index.js,_MERGE_LAB/features/support-index/old-new-folder__d8d64c79492c__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M012/index.js,_MERGE_LAB/features/backend-index/backend-current__47ed79d8b2f8__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M013/index.js,_MERGE_LAB/features/backend-index/backend-current__cf569ed16d05__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M015/index.js,_MERGE_LAB/features/backend-index/backend-current__03b4989d7741__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M017/index.js,_MERGE_LAB/features/backend-index/backend-current__004f5a7229bf__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M021/index.js,_MERGE_LAB/features/backend-index/backend-current__480d84ceba78__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M026/index.js,_MERGE_LAB/features/backend-index/backend-current__c530a4cf0f15__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M027/index.js,_MERGE_LAB/features/backend-index/backend-current__8f999b8a3480__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M028/index.js,_MERGE_LAB/features/backend-index/backend-current__cb38237085ee__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M029/index.js,_MERGE_LAB/features/backend-index/backend-current__c58c2b658e81__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M030/index.js,_MERGE_LAB/features/backend-index/backend-current__e622e537578f__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M043/index.js,_MERGE_LAB/features/backend-index/backend-current__acd23bba5ad6__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M044/index.js,_MERGE_LAB/features/backend-index/backend-current__5b410a42179a__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M045/index.js,_MERGE_LAB/features/backend-index/backend-current__9d5e7e4664da__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M060/index.js,_MERGE_LAB/features/backend-index/backend-current__a2246346d310__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M071/index.js,_MERGE_LAB/features/backend-index/backend-current__fea9e097ee92__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M072/index.js,_MERGE_LAB/features/backend-index/backend-current__5f761376e95f__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M073/index.js,_MERGE_LAB/features/backend-index/backend-current__566da02e3259__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M144/index.js,_MERGE_LAB/features/backend-index/backend-current__750868044b85__index.js,skip-already-copied
support-index,node_modules,node_modules/semver/classes/index.js,_MERGE_LAB/features/support-index/node-modules__3bb69280c2a7__index.js,skip-already-copied
support-index,node_modules,node_modules/axios/lib/platform/index.js,_MERGE_LAB/features/support-index/node-modules__ff53d7bea9e9__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M049/index.js,_MERGE_LAB/features/support-index/claude__0bea09d7675e__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M138/index.js,_MERGE_LAB/features/support-index/claude__fcdac3a19951__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M049/index.js,_MERGE_LAB/features/support-index/claude__0bea09d7675e__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M138/index.js,_MERGE_LAB/features/support-index/claude__fcdac3a19951__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M049/index.js,_MERGE_LAB/features/support-index/claude__0bea09d7675e__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M138/index.js,_MERGE_LAB/features/support-index/claude__fcdac3a19951__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M049/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__0bea09d7675e__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M138/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__fcdac3a19951__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M049/index.js,_MERGE_LAB/features/backend-index/backend-current__0bea09d7675e__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M138/index.js,_MERGE_LAB/features/backend-index/backend-current__fcdac3a19951__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M049/index.js,_MERGE_LAB/features/support-index/claude__0bea09d7675e__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M110/index.js,_MERGE_LAB/features/support-index/claude__86d2ddaf408f__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M138/index.js,_MERGE_LAB/features/support-index/claude__fcdac3a19951__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M113/index.js,_MERGE_LAB/features/support-index/claude__fdd8e78308a6__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M116/index.js,_MERGE_LAB/features/support-index/claude__cd5299aab8ba__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M113/index.js,_MERGE_LAB/features/support-index/claude__fdd8e78308a6__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M116/index.js,_MERGE_LAB/features/support-index/claude__cd5299aab8ba__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M113/index.js,_MERGE_LAB/features/support-index/claude__fdd8e78308a6__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M116/index.js,_MERGE_LAB/features/support-index/claude__cd5299aab8ba__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M113/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__fdd8e78308a6__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M116/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__cd5299aab8ba__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M113/index.js,_MERGE_LAB/features/backend-index/backend-current__fdd8e78308a6__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M116/index.js,_MERGE_LAB/features/backend-index/backend-current__cd5299aab8ba__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M113/index.js,_MERGE_LAB/features/support-index/claude__fdd8e78308a6__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M116/index.js,_MERGE_LAB/features/support-index/claude__cd5299aab8ba__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M038/index.js,_MERGE_LAB/features/support-index/claude__a075b6661007__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M064/index.js,_MERGE_LAB/features/support-index/claude__004eb20a868f__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M089/index.js,_MERGE_LAB/features/support-index/claude__f2031be56673__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M131/index.js,_MERGE_LAB/features/support-index/claude__99bbab5a3259__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M143/index.js,_MERGE_LAB/features/support-index/claude__2b9b672819a5__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M038/index.js,_MERGE_LAB/features/support-index/claude__a075b6661007__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M064/index.js,_MERGE_LAB/features/support-index/claude__004eb20a868f__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M089/index.js,_MERGE_LAB/features/support-index/claude__f2031be56673__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M131/index.js,_MERGE_LAB/features/support-index/claude__99bbab5a3259__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M143/index.js,_MERGE_LAB/features/support-index/claude__2b9b672819a5__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M038/index.js,_MERGE_LAB/features/support-index/claude__a075b6661007__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M064/index.js,_MERGE_LAB/features/support-index/claude__004eb20a868f__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M089/index.js,_MERGE_LAB/features/support-index/claude__f2031be56673__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M131/index.js,_MERGE_LAB/features/support-index/claude__99bbab5a3259__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M143/index.js,_MERGE_LAB/features/support-index/claude__2b9b672819a5__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M038/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__a075b6661007__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M064/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__004eb20a868f__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M089/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__f2031be56673__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M131/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__99bbab5a3259__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M143/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__2b9b672819a5__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M038/index.js,_MERGE_LAB/features/backend-index/backend-current__a075b6661007__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M064/index.js,_MERGE_LAB/features/backend-index/backend-current__004eb20a868f__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M089/index.js,_MERGE_LAB/features/backend-index/backend-current__f2031be56673__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M131/index.js,_MERGE_LAB/features/backend-index/backend-current__99bbab5a3259__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M143/index.js,_MERGE_LAB/features/backend-index/backend-current__2b9b672819a5__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M007/index.js,_MERGE_LAB/features/support-index/claude__30f769a2a490__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M008/index.js,_MERGE_LAB/features/support-index/claude__b056dea8e924__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M038/index.js,_MERGE_LAB/features/support-index/claude__a075b6661007__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M064/index.js,_MERGE_LAB/features/support-index/claude__004eb20a868f__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M089/index.js,_MERGE_LAB/features/support-index/claude__f2031be56673__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M131/index.js,_MERGE_LAB/features/support-index/claude__99bbab5a3259__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M143/index.js,_MERGE_LAB/features/support-index/claude__2b9b672819a5__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M037/index.js,_MERGE_LAB/features/support-index/claude__6a56140157ea__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M136/index.js,_MERGE_LAB/features/support-index/claude__17b10b444c59__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M146/index.js,_MERGE_LAB/features/support-index/claude__4b0a4d50cc93__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M150/index.js,_MERGE_LAB/features/support-index/claude__22931e1154ca__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M037/index.js,_MERGE_LAB/features/support-index/claude__6a56140157ea__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M136/index.js,_MERGE_LAB/features/support-index/claude__17b10b444c59__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M146/index.js,_MERGE_LAB/features/support-index/claude__4b0a4d50cc93__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M150/index.js,_MERGE_LAB/features/support-index/claude__22931e1154ca__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M037/index.js,_MERGE_LAB/features/support-index/claude__6a56140157ea__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M136/index.js,_MERGE_LAB/features/support-index/claude__17b10b444c59__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M146/index.js,_MERGE_LAB/features/support-index/claude__4b0a4d50cc93__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M150/index.js,_MERGE_LAB/features/support-index/claude__22931e1154ca__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M037/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__6a56140157ea__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M136/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__17b10b444c59__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M146/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__4b0a4d50cc93__index.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/modules/M150/index.js,_MERGE_LAB/features/ai-chat-copilot/claude__22931e1154ca__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M037/index.js,_MERGE_LAB/features/backend-index/backend-current__6a56140157ea__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M136/index.js,_MERGE_LAB/features/backend-index/backend-current__17b10b444c59__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M146/index.js,_MERGE_LAB/features/backend-index/backend-current__4b0a4d50cc93__index.js,skip-already-copied
backend-index,backend-current,backend/src/modules/M150/index.js,_MERGE_LAB/features/backend-index/backend-current__22931e1154ca__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M037/index.js,_MERGE_LAB/features/support-index/claude__6a56140157ea__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M136/index.js,_MERGE_LAB/features/support-index/claude__17b10b444c59__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M146/index.js,_MERGE_LAB/features/support-index/claude__4b0a4d50cc93__index.js,skip-already-copied
support-index,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/modules/M150/index.js,_MERGE_LAB/features/support-index/claude__22931e1154ca__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M135/index.js,_MERGE_LAB/features/support-index/claude__cd7b2d5ca354__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M140/index.js,_MERGE_LAB/features/support-index/claude__ddf3ff2db53b__index.js,skip-already-copied
support-index,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/modules/M147/index.js,_MERGE_LAB/features/support-index/claude__b864acdbbd6d__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M135/index.js,_MERGE_LAB/features/support-index/claude__cd7b2d5ca354__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M140/index.js,_MERGE_LAB/features/support-index/claude__ddf3ff2db53b__index.js,skip-already-copied
support-index,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/modules/M147/index.js,_MERGE_LAB/features/support-index/claude__b864acdbbd6d__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M135/index.js,_MERGE_LAB/features/support-index/claude__cd7b2d5ca354__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M140/index.js,_MERGE_LAB/features/support-index/claude__ddf3ff2db53b__index.js,skip-already-copied
support-index,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/modules/M147/index.js,_MERGE_LAB/features/support-index/claude__b864acdbbd6d__index.js,skip-already-copied
