"File","Lines","Bytes","PlaceholderHits","Classification"
"backend/src/routes/horticulture.js","21","314","1","REVIEW"
"backend/src/routes/householdProcurementRoutes.js","105","4737","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/hrRoutes.js","161","4824","2","REVIEW"
"backend/src/routes/iotSensors.js","21","311","1","REVIEW"
"backend/src/routes/libraryRoutes.js","780","24791","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/livestock.js","21","308","1","REVIEW"
"backend/src/routes/loanManagement.js","21","319","1","REVIEW"
"backend/src/routes/logistics/geofencingRoutes_merged.js","21","330","1","REVIEW"
"backend/src/routes/machineryVillageOpsRoutes.js","200","5755","8","HIGH_PLACEHOLDER_DENSITY"
"backend/src/routes/marketAnalytics.js","21","321","1","REVIEW"
"backend/src/routes/mlOptimization.js","21","319","1","REVIEW"
"backend/src/routes/nlp.js","21","296","1","REVIEW"
"backend/src/routes/phase10.js","21","304","1","REVIEW"
"backend/src/routes/phase11.js","21","304","1","REVIEW"
"backend/src/routes/phase12.js","21","304","1","REVIEW"
"backend/src/routes/phase8.js","21","302","1","REVIEW"
"backend/src/routes/phase9.js","21","302","1","REVIEW"
"backend/src/routes/platformCoreRoutes.js","171","6480","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/predictiveAnalytics.js","21","329","1","REVIEW"
"backend/src/routes/preSeasonPurchaseRoutes.js","94","3951","2","REVIEW"
"backend/src/routes/productCertifications.js","21","333","1","REVIEW"
"backend/src/routes/productReviewRoutes.js","103","3728","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/projectSystemsRoutes.js","180","7109","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/publicDomainDataExtractionRoutes_merged.js","21","365","1","REVIEW"
"backend/src/routes/qualityAssurance.js","21","323","1","REVIEW"
"backend/src/routes/recoveredFinanceRoutes.js","163","7084","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/regionalVarietyRoutes.js","90","3589","1","REVIEW"
"backend/src/routes/resourceRouteFactory.js","21","332","1","REVIEW"
"backend/src/routes/returnLoadBoardRoutes.js","75","3149","1","REVIEW"
"backend/src/routes/revenueRoutes.js","55","2441","1","REVIEW"
"backend/src/routes/rfqRoutes.js","81","3968","1","REVIEW"
"backend/src/routes/riskAssessment.js","21","319","1","REVIEW"
"backend/src/routes/riskPricingRoutes.js","209","8565","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/roleManagementRoutes.js","113","3969","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/seedVaultRoutes.js","111","4462","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/sellerVerifications.js","21","329","1","REVIEW"
"backend/src/routes/soilHealth.js","21","311","1","REVIEW"
"backend/src/routes/soilNutrientLandRoutes.js","200","5522","8","HIGH_PLACEHOLDER_DENSITY"
"backend/src/routes/supplyChainAnalytics.js","21","332","1","REVIEW"
"backend/src/routes/supplyChainTracking.js","21","330","1","REVIEW"
"backend/src/routes/trackDartRoutes.js","81","3815","1","REVIEW"
"backend/src/routes/transactionDomainRoutes.js","28","933","1","REVIEW"
"backend/src/routes/transactionRoutes.js","22","748","1","REVIEW"
"backend/src/routes/unifiedAIGateway.js","21","325","1","REVIEW"
"backend/src/routes/unifiedAIRoutes.js","133","4617","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/unifiedLedgerRoutes_merged.js","21","337","1","REVIEW"
"backend/src/routes/vendorProcurementRoutes.js","280","7753","11","HIGH_PLACEHOLDER_DENSITY"
"backend/src/routes/videoAnalytics.js","21","319","1","REVIEW"
"backend/src/routes/visionRoutes.js","156","5943","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/vr.js","21","294","1","REVIEW"
"backend/src/routes/walletRoutes.js","22","707","1","REVIEW"
"backend/src/routes/warehouseManagement.js","21","329","1","REVIEW"
"backend/src/routes/waterIrrigationRoutes.js","244","6697","10","HIGH_PLACEHOLDER_DENSITY"
"backend/src/routes/wearableIntegrationRoutes.js","28","1173","1","REVIEW"
"backend/src/routes/weatherRoutes.js","89","6861","1","REVIEW"
"backend/src/routes/wikipediaRoutes.js","66","2819","1","REVIEW"
"backend/src/routes/yieldManagement.js","21","321","1","REVIEW"
"backend/src/ROUTES_REGISTRY.js","279","22493","8","HIGH_PLACEHOLDER_DENSITY"
"backend/src/services/advancedMedicalCodingService.js","784","28608","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/advancedServiceGenerator.js","617","19536","5","HIGH_PLACEHOLDER_DENSITY"
"backend/src/services/advancedVoiceAI.js","760","23702","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/agriculture/householdEconomyService.js","36","1224","1","REVIEW"
"backend/src/services/agriculture/renewableEnergyService.js","36","1221","1","REVIEW"
"backend/src/services/agriculture/ruralEnterpriseService.js","36","1221","1","REVIEW"
"backend/src/services/agriculture/villageProfileService.js","36","1218","1","REVIEW"
"backend/src/services/agriculture/warningSources.js","698","32792","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/ai/advancedVoiceAI.js","758","23810","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/ai/aiAdvisoryService.js","36","1206","1","REVIEW"
"backend/src/services/ai/knowledgeGraphService.js","409","12342","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/aiCollaborationService.js","56","1185","1","REVIEW"
"backend/src/services/aiImageGenerationEnhancedService.js","543","16400","2","REVIEW"
"backend/src/services/aiImageGenerationService.js","261","8233","9","HIGH_PLACEHOLDER_DENSITY"
"backend/src/services/claude/aiCoordinationService.js","297","10013","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/claude/financialAIService.js","286","9369","2","REVIEW"
"backend/src/services/claude/insuranceAIService.js","178","5826","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/claude/logisticsAIService.js","178","5980","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/claude/productAIService.js","184","6163","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/commerce/marketAccessService.js","36","1212","1","REVIEW"
"backend/src/services/commerce/orderService.js","827","26150","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/commerce/procurementSubscriptionService.js","36","1245","1","REVIEW"
"backend/src/services/devinService.js","285","7491","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/dual-use/mfaService.js","149","3256","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/dual-use/platformCoreService.js","172","5687","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/errorHandlerService.js","27","632","1","REVIEW"
"backend/src/services/etlService.js","471","12329","2","REVIEW"
"backend/src/services/formService.js","466","15225","2","REVIEW"
"backend/src/services/legacy/aiAgenticCompanionService.js","862","26444","2","REVIEW"
"backend/src/services/legacy/aiOrchestrationService.js","119","3094","2","REVIEW"
"backend/src/services/legacy/analyticsMonitoringService.js","431","13719","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/legacy/completeAIIntegrationService.js","133","3315","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/legacy/digitalTwinService.js","835","27192","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/legacy/farmerFamilyService.js","57","1172","1","REVIEW"
"backend/src/services/legacy/formService.js","445","14555","2","REVIEW"
"backend/src/services/legacy/hrService.js","914","31585","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/legacy/knowledgeGraphService.js","413","12589","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/legacy/multilingualService.js","822","27980","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/legacy/platformTelemetryService.js","92","3793","1","REVIEW"
"backend/src/services/legacy/resourceCrudFactory.js","107","4146","2","REVIEW"
"backend/src/services/legacy/weatherService.js","461","20446","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/logistics/mobilityRidesService.js","36","1215","1","REVIEW"
"backend/src/services/machineryVillageOpsService.js","387","14913","6","HIGH_PLACEHOLDER_DENSITY"
"backend/src/services/monitoringService.js","26","593","1","REVIEW"
"backend/src/services/platform/formService.js","444","14187","2","REVIEW"
"backend/src/services/platform/multilingualService.js","816","27850","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/platform/sapModuleArchitectureService.js","180","6848","4","REVIEW"
"backend/src/services/platform/whatsappService.js","297","13062","3","REVIEW"
"backend/src/services/predictiveIntelligenceService.js","515","15378","5","HIGH_PLACEHOLDER_DENSITY"
"backend/src/services/productImageAutoGenerationService.js","451","11567","2","REVIEW"
"backend/src/services/soilNutrientLandService.js","405","15296","6","HIGH_PLACEHOLDER_DENSITY"
"backend/src/services/strategic/contractFarmingService.js","825","27501","2","REVIEW"
"backend/src/services/strategic/governmentSubsidyService.js","1039","36065","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/services/strategic/preSeasonPurchaseService.js","806","27019","4","REVIEW"
"backend/src/services/unifiedConfigService.js","87","2086","1","REVIEW"
"backend/src/services/userService.js","34","686","1","REVIEW"
"backend/src/services/vendorProcurementService.js","427","15683","7","HIGH_PLACEHOLDER_DENSITY"
"backend/src/services/waterIrrigationService.js","490","17618","8","HIGH_PLACEHOLDER_DENSITY"
"backend/src/SERVICES_REGISTRY.js","318","13254","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/tests/geo.test.js","153","5545","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/tests/productionConfig.test.js","30","1055","1","REVIEW"
"backend/src/utils/statistics.js","337","10049","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/__tests__/organizationManagementRoutes.test.js","128","5226","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"frontend/src/components/AdvancedUIPatterns/AdvancedUIPatterns.jsx","822","22066","8","HIGH_PLACEHOLDER_DENSITY"
"frontend/src/components/AI/AIChat.jsx","391","15925","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"frontend/src/components/AI/AIChat.test.jsx","57","2325","2","REVIEW"
"frontend/src/components/AI/AICollaborationDashboard.jsx","351","15237","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"frontend/src/components/AI/CopilotChat.jsx","340","13603","9","HIGH_PLACEHOLDER_DENSITY"
"frontend/src/components/AIImageGenerator.jsx","154","5611","3","REVIEW"
"frontend/src/components/AIImageGenerator.test.jsx","33","1191","1","REVIEW"
"frontend/src/components/ArVr/ExperienceViewer.jsx","208","8636","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"frontend/src/components/Atomic/ButtonGroup.jsx","6","149","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Chip.jsx","6","135","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/ColorPicker.jsx","6","149","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/DatePicker.jsx","6","147","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Divider.jsx","6","141","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/EmailInput.jsx","6","147","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/FileUpload.jsx","6","147","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Icon.jsx","6","135","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/IconButton.jsx","6","147","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Label.jsx","6","137","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Link.jsx","6","135","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/MultiSelect.jsx","6","149","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/NumberInput.jsx","6","149","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/PasswordInput.jsx","6","153","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/ProgressBar.jsx","6","149","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Radio.jsx","6","137","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/RangeSlider.jsx","6","149","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Skeleton.jsx","6","143","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Spacer.jsx","6","139","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Spinner.jsx","6","141","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/StatusIndicator.jsx","6","157","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Tag.jsx","6","133","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Textarea.jsx","6","143","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/TextInput.jsx","6","145","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/TimePicker.jsx","6","147","1","LIKELY_SKELETON"
"frontend/src/components/Atomic/Toggle.jsx","6","139","1","LIKELY_SKELETON"
"frontend/src/components/common/ActionCard.jsx","101","3833","5","HIGH_PLACEHOLDER_DENSITY"
"frontend/src/components/common/DataPrimitives.jsx","347","14259","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"frontend/src/components/common/ModuleOperationPanel.jsx","117","4589","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"frontend/src/components/common/ResourceManager.jsx","298","13048","7","HIGH_PLACEHOLDER_DENSITY"
"frontend/src/components/ConversationalAI/ChatInterface.jsx","230","8495","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"frontend/src/components/Display/Component0.jsx","6","131","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component1.jsx","6","131","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component10.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component11.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component12.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component13.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component14.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component15.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component16.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component17.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component18.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component19.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component2.jsx","6","131","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component20.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component21.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component22.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component23.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component24.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component25.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component26.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component27.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component28.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component29.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component3.jsx","6","131","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component30.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component31.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component32.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component33.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component34.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component35.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component36.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component37.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component38.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component39.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component4.jsx","6","131","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component40.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component41.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component42.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component43.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component44.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component45.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component46.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component47.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component48.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component49.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component5.jsx","6","131","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component50.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component51.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component52.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component53.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component54.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component55.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component56.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component57.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component58.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component59.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component6.jsx","6","131","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component60.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component61.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component62.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component63.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component64.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component65.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component66.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component67.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component68.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component69.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component7.jsx","6","131","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component70.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component71.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component72.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component73.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component74.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component75.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component76.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component77.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component78.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component79.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component8.jsx","6","131","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component80.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component81.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component82.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component83.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component84.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component85.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component86.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component87.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component88.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component89.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component9.jsx","6","131","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component90.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component91.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component92.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component93.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component94.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component95.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component96.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component97.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component98.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Display/Component99.jsx","6","132","1","LIKELY_SKELETON"
"frontend/src/components/Farmer/FarmerImagePortal.jsx","357","12289","4","REVIEW"
"frontend/src/components/forms/ClaimForm.jsx","7","180","1","LIKELY_SKELETON"
"frontend/src/components/forms/ClaimForm15.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/ClaimForm25.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/ClaimForm35.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/ClaimForm45.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/ClaimForm55.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/ClaimForm65.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/ClaimForm75.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/EnhancedFormValidator.jsx","441","14299","4","REVIEW"
"frontend/src/components/forms/FilterForm.jsx","7","181","1","LIKELY_SKELETON"
"frontend/src/components/forms/FilterForm18.jsx","7","183","1","LIKELY_SKELETON"
"frontend/src/components/forms/FilterForm28.jsx","7","183","1","LIKELY_SKELETON"
"frontend/src/components/forms/FilterForm38.jsx","7","183","1","LIKELY_SKELETON"
"frontend/src/components/forms/FilterForm48.jsx","7","183","1","LIKELY_SKELETON"
"frontend/src/components/forms/FilterForm58.jsx","7","183","1","LIKELY_SKELETON"
"frontend/src/components/forms/FilterForm68.jsx","7","183","1","LIKELY_SKELETON"
"frontend/src/components/forms/FilterForm78.jsx","7","183","1","LIKELY_SKELETON"
"frontend/src/components/forms/FormBuilderPanel.jsx","183","9054","7","HIGH_PLACEHOLDER_DENSITY"
"frontend/src/components/forms/FormPreviewPanel.jsx","79","3504","5","HIGH_PLACEHOLDER_DENSITY"
"frontend/src/components/forms/LoanForm.jsx","7","179","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoanForm14.jsx","7","181","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoanForm24.jsx","7","181","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoanForm34.jsx","7","181","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoanForm44.jsx","7","181","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoanForm54.jsx","7","181","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoanForm64.jsx","7","181","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoanForm74.jsx","7","181","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoginForm.jsx","79","2236","2","REVIEW"
"frontend/src/components/forms/LoginForm10.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoginForm20.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoginForm30.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoginForm40.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoginForm50.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoginForm60.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/LoginForm70.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/OrderForm.jsx","7","180","1","LIKELY_SKELETON"
"frontend/src/components/forms/OrderForm13.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/OrderForm23.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/OrderForm33.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/OrderForm43.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/OrderForm53.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/OrderForm63.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/OrderForm73.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/PaymentForm.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/PaymentForm16.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/PaymentForm26.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/PaymentForm36.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/PaymentForm46.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/PaymentForm56.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/PaymentForm66.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/PaymentForm76.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProductForm.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProductForm12.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProductForm22.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProductForm32.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProductForm42.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProductForm52.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProductForm62.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProductForm72.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProfileForm.jsx","7","182","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProfileForm19.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProfileForm29.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProfileForm39.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProfileForm49.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProfileForm59.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProfileForm69.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/ProfileForm79.jsx","7","184","1","LIKELY_SKELETON"
"frontend/src/components/forms/RegisterForm.jsx","131","3567","4","REVIEW"
"frontend/src/components/forms/RegisterForm11.jsx","7","185","1","LIKELY_SKELETON"
"frontend/src/components/forms/RegisterForm21.jsx","7","185","1","LIKELY_SKELETON"
"frontend/src/components/forms/RegisterForm31.jsx","7","185","1","LIKELY_SKELETON"
