Type,File,Line,Issue,Severity
BROKEN_REQUIRE,service.js,6,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,7,../../services/aiService,HIGH
BROKEN_REQUIRE,service.js,8,../../database/pool,HIGH
BROKEN_REQUIRE,service.js,6,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,7,../../services/aiService,HIGH
BROKEN_REQUIRE,service.js,8,../../database/pool,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,service.js,6,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,7,../../services/aiService,HIGH
BROKEN_REQUIRE,service.js,8,../../database/pool,HIGH
BROKEN_REQUIRE,service.js,6,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,7,../../services/aiService,HIGH
BROKEN_REQUIRE,service.js,8,../../database/pool,HIGH
BROKEN_REQUIRE,service.js,6,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,7,../../services/aiService,HIGH
BROKEN_REQUIRE,service.js,8,../../database/pool,HIGH
BROKEN_REQUIRE,service.js,6,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,7,../../services/aiService,HIGH
BROKEN_REQUIRE,service.js,8,../../database/pool,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,service.js,6,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,7,../../services/aiService,HIGH
BROKEN_REQUIRE,service.js,8,../../database/pool,HIGH
BROKEN_REQUIRE,service.js,6,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,7,../../services/aiService,HIGH
BROKEN_REQUIRE,service.js,8,../../database/pool,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,service.js,6,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,7,../../services/aiService,HIGH
BROKEN_REQUIRE,service.js,8,../../database/pool,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,controller.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,routes.js,4,../../middleware/auth,HIGH
BROKEN_REQUIRE,service.js,2,../../utils/logger,HIGH
BROKEN_REQUIRE,service.js,3,../../database/connection,HIGH
BROKEN_REQUIRE,infrastructure.js,7,../utils/logger,HIGH
BROKEN_REQUIRE,infrastructure.js,8,../database/connection,HIGH
BROKEN_REQUIRE,advancedFeatures.js,8,../services/advancedFeaturesService,HIGH
BROKEN_REQUIRE,advancedFeatures.js,9,../middleware/auth,HIGH
BROKEN_REQUIRE,advancedFeatures.js,10,../middleware/admin,HIGH
BROKEN_REQUIRE,advancedFeatures.js,11,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,agriculturalIntelligenceRoutes.js,12,../services/agriculturalIntelligenceService,HIGH
BROKEN_REQUIRE,agriculturalIntelligenceRoutes.js,13,../middleware/auth,HIGH
BROKEN_REQUIRE,aiAgentRoutes.js,14,../services/aiAgentService,HIGH
BROKEN_REQUIRE,aiBackboneRoutes.js,9,../controllers/aiBackboneController,HIGH
BROKEN_REQUIRE,aiBackboneRoutes.js,10,../middleware/auth,HIGH
BROKEN_REQUIRE,aiBackboneRoutes.js,11,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,aiBackboneRoutes.js,12,../utils/logger,HIGH
BROKEN_REQUIRE,aiBrainRoutes.js,14,../services/aiBrainService,HIGH
BROKEN_REQUIRE,aiGatewayRoutes.js,10,../services/aiGatewayService,HIGH
BROKEN_REQUIRE,aiOperationIntelligenceRoutes.js,15,../services/aiOperationIntelligenceService,HIGH
BROKEN_REQUIRE,aiSelfHealingRoutes.js,15,../services/aiSelfHealingService,HIGH
BROKEN_REQUIRE,animalHealthRoutes.js,25,../services/animalHealthService,HIGH
BROKEN_REQUIRE,animalHealthRoutes.js,26,../middleware/auth,HIGH
BROKEN_REQUIRE,animalHealthRoutes.js,27,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,animalHealthRoutes.js,28,../utils/logger,HIGH
BROKEN_REQUIRE,animalHealthRoutes.js,29,../core/signalBus,HIGH
BROKEN_REQUIRE,assetAccountingRoutes.js,9,../services/assetAccountingService,HIGH
BROKEN_REQUIRE,assetAccountingRoutes.js,10,../middleware/auth,HIGH
BROKEN_REQUIRE,assetAccountingRoutes.js,11,../middleware/admin,HIGH
BROKEN_REQUIRE,assetAccountingRoutes.js,12,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,auditRoutes.js,8,../services/auditService,HIGH
BROKEN_REQUIRE,auditRoutes.js,9,../middleware/auth,HIGH
BROKEN_REQUIRE,auditRoutes.js,10,../middleware/admin,HIGH
BROKEN_REQUIRE,bulkOrderRoutes.js,8,../controllers/bulkOrderController,HIGH
BROKEN_REQUIRE,civilDisruptionRoutes.js,8,../services/civilDisruptionService,HIGH
BROKEN_REQUIRE,civilDisruptionRoutes.js,9,../middleware/auth,HIGH
BROKEN_REQUIRE,civilDisruptionRoutes.js,10,../middleware/admin,HIGH
BROKEN_REQUIRE,climateAdvisoryRoutes.js,13,../services/weatherService,HIGH
BROKEN_REQUIRE,climateAdvisoryRoutes.js,14,../middleware/auth,HIGH
BROKEN_REQUIRE,cloudManagementRoutes.js,16,../services/cloudManagementService,HIGH
BROKEN_REQUIRE,coldStorageRoutes.js,9,../services/coldStorageService,HIGH
BROKEN_REQUIRE,coldStorageRoutes.js,10,../middleware/auth,HIGH
BROKEN_REQUIRE,coldStorageRoutes.js,11,../middleware/admin,HIGH
BROKEN_REQUIRE,communityRoutes.js,11,../services/communityService,HIGH
BROKEN_REQUIRE,companyRoutes.js,10,../services/companyService,HIGH
BROKEN_REQUIRE,companyRoutes.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,companyRoutes.js,12,../utils/logger,HIGH
BROKEN_REQUIRE,completeAIIntegrationRoutes.js,10,../controllers/completeAIIntegrationController,HIGH
BROKEN_REQUIRE,completeERPIntegrationRoutes.js,10,../controllers/completeERPIntegrationController,HIGH
BROKEN_REQUIRE,complianceRoutes.js,7,../services/complianceService,HIGH
BROKEN_REQUIRE,complianceRoutes.js,8,../middleware/auth,HIGH
BROKEN_REQUIRE,comprehensiveERPRoutes.js,22,../controllers/comprehensiveERPController,HIGH
BROKEN_REQUIRE,comprehensiveERPRoutes.js,23,../middleware/auth,HIGH
BROKEN_REQUIRE,comprehensiveERPRoutes.js,24,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,comprehensiveERPRoutes.js,25,../utils/logger,HIGH
BROKEN_REQUIRE,cooperativeShareRoutes.js,9,../services/cooperativeShareService,HIGH
BROKEN_REQUIRE,cooperativeShareRoutes.js,10,../middleware/auth,HIGH
BROKEN_REQUIRE,cooperativeShareRoutes.js,11,../middleware/admin,HIGH
BROKEN_REQUIRE,costControlRoutes.js,11,../services/costControlService,HIGH
BROKEN_REQUIRE,costControlRoutes.js,12,../middleware/auth,HIGH
BROKEN_REQUIRE,costControlRoutes.js,13,../middleware/admin,HIGH
BROKEN_REQUIRE,costRoutes.js,11,../services/costService,HIGH
BROKEN_REQUIRE,costRoutes.js,12,../middleware/auth,HIGH
BROKEN_REQUIRE,dairyRoutes.js,10,../services/dairyService,HIGH
BROKEN_REQUIRE,dairyRoutes.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,dairyRoutes.js,12,../core/signalBus,HIGH
BROKEN_REQUIRE,dairyRoutes.js,13,../utils/logger,HIGH
BROKEN_REQUIRE,databaseManagementRoutes.js,16,../services/databaseManagementService,HIGH
BROKEN_REQUIRE,decisionSupportRoutes.js,10,../services/decisionSupportService,HIGH
BROKEN_REQUIRE,decisionSupportRoutes.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,decisionSupportRoutes.js,12,../middleware/admin,HIGH
BROKEN_REQUIRE,demandRoutes.js,7,../services/demandService,HIGH
BROKEN_REQUIRE,dprGenerationRoutes.js,12,../services/dprGenerationService,HIGH
BROKEN_REQUIRE,dprGenerationRoutes.js,13,../middleware/auth,HIGH
BROKEN_REQUIRE,ecommerceAIRoutes.js,16,../controllers/ecommerceAIController,HIGH
BROKEN_REQUIRE,ecommerceAIRoutes.js,17,../middleware/auth,HIGH
BROKEN_REQUIRE,ecommerceAIRoutes.js,18,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,ecommerceBusinessSalesRoutes.js,14,../controllers/ecommerceBusinessSalesController,HIGH
BROKEN_REQUIRE,ecommerceBusinessSalesRoutes.js,15,../middleware/auth,HIGH
BROKEN_REQUIRE,ecommerceBusinessSalesRoutes.js,16,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,ecommerceERPRoutes.js,13,../controllers/ecommerceERPController,HIGH
BROKEN_REQUIRE,ecommerceERPRoutes.js,14,../middleware/auth,HIGH
BROKEN_REQUIRE,ecommerceERPRoutes.js,15,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,ecommerceIntegrationRoutes.js,14,../controllers/ecommerceIntegrationController,HIGH
BROKEN_REQUIRE,ecommerceIntegrationRoutes.js,15,../middleware/auth,HIGH
BROKEN_REQUIRE,ecommerceIntegrationRoutes.js,16,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,ecommerceMarketingRoutes.js,14,../controllers/ecommerceMarketingController,HIGH
BROKEN_REQUIRE,ecommerceMarketingRoutes.js,15,../middleware/auth,HIGH
BROKEN_REQUIRE,ecommerceMarketingRoutes.js,16,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,ecommerceRoutes.js,9,../controllers/ecommerceController,HIGH
BROKEN_REQUIRE,ecommerceRoutes.js,10,../middleware/auth,HIGH
BROKEN_REQUIRE,ecommerceRoutes.js,11,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,ecommerceRoutes.js,12,../middleware/admin,HIGH
BROKEN_REQUIRE,energyRoutes.js,7,../services/energy/EnergyCostCalculator,HIGH
BROKEN_REQUIRE,enterpriseAIRoutes.js,22,../services/financialService,HIGH
BROKEN_REQUIRE,enterpriseAIRoutes.js,23,../services/governmentSchemeService,HIGH
BROKEN_REQUIRE,enterpriseAIRoutes.js,24,../services/aiOrchestrationService,HIGH
BROKEN_REQUIRE,enterpriseAIRoutes.js,25,../core/aiOrchestrator,HIGH
BROKEN_REQUIRE,enterpriseAIRoutes.js,26,../middleware/auth,HIGH
BROKEN_REQUIRE,enterpriseControlRoutes.js,42,../services/enterpriseControlService,HIGH
BROKEN_REQUIRE,enterpriseControlRoutes.js,43,../middleware/auth,HIGH
BROKEN_REQUIRE,enterpriseControlRoutes.js,44,../middleware/admin,HIGH
BROKEN_REQUIRE,enterpriseControlRoutes.js,45,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,enterpriseControlRoutes.js,46,../utils/logger,HIGH
BROKEN_REQUIRE,equipmentExchangeRoutes.js,7,../services/equipmentExchangeService,HIGH
BROKEN_REQUIRE,equipmentExchangeRoutes.js,8,../middleware/auth,HIGH
BROKEN_REQUIRE,experienceRoutes.js,11,../services/experienceLayerService,HIGH
BROKEN_REQUIRE,experienceRoutes.js,12,../middleware/auth,HIGH
BROKEN_REQUIRE,farmerHealthRoutes.js,4,../modules/M029/service,HIGH
BROKEN_REQUIRE,farmerPortalEnhancements.js,8,../database/pool,HIGH
BROKEN_REQUIRE,farmerPortalEnhancements.js,9,../services/landRecordsService,HIGH
BROKEN_REQUIRE,farmerPortalEnhancements.js,10,../services/cropPlanningService,HIGH
BROKEN_REQUIRE,farmerPortalEnhancements.js,11,../services/farmerService,HIGH
BROKEN_REQUIRE,farmerPortalEnhancements.js,12,../middleware/auth,HIGH
BROKEN_REQUIRE,farmerPortalEnhancements.js,13,../middleware/admin,HIGH
BROKEN_REQUIRE,farmerPortalEnhancements.js,14,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,farmerRoutes.js,12,../database/pool,HIGH
BROKEN_REQUIRE,farmerRoutes.js,20,../services/farmerService,HIGH
BROKEN_REQUIRE,farmerRoutes.js,21,../middleware/auth,HIGH
BROKEN_REQUIRE,farmerRoutes.js,22,../middleware/admin,HIGH
BROKEN_REQUIRE,farmerRoutes.js,23,../middleware/resolveFarmerId,HIGH
BROKEN_REQUIRE,farmerTrainingRoutes.js,7,../controllers/farmerTrainingController,HIGH
BROKEN_REQUIRE,farmerTrainingRoutes.js,8,../middleware/auth,HIGH
BROKEN_REQUIRE,farmerTrainingRoutes.js,9,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,farmerTrainingRoutes.js,10,../utils/logger,HIGH
BROKEN_REQUIRE,fertilizerRoutes.js,10,../services/fertilizerInventoryService,HIGH
BROKEN_REQUIRE,fertilizerRoutes.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,foluBenchmarkRoutes.js,9,../services/foluBenchmarkService,HIGH
BROKEN_REQUIRE,foluBenchmarkRoutes.js,10,../middleware/auth,HIGH
BROKEN_REQUIRE,foluRoutes.js,10,../services/organicTraceabilityService,HIGH
BROKEN_REQUIRE,foluRoutes.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,foodRoutes.js,7,../services/food/FoodIntelligenceEngine,HIGH
BROKEN_REQUIRE,freightPoolingRoutes.js,7,../services/freightPoolingService,HIGH
BROKEN_REQUIRE,freightPoolingRoutes.js,8,../middleware/auth,HIGH
BROKEN_REQUIRE,geofencingRoutes.js,11,../services/geofencingService,HIGH
BROKEN_REQUIRE,geofencingRoutes.js,12,../middleware/auth,HIGH
BROKEN_REQUIRE,glutWarningRoutes.js,7,../services/glutWarningService,HIGH
BROKEN_REQUIRE,glutWarningRoutes.js,8,../middleware/auth,HIGH
BROKEN_REQUIRE,goatRoutes.js,31,../services/goatService,HIGH
BROKEN_REQUIRE,goatRoutes.js,32,../middleware/auth,HIGH
BROKEN_REQUIRE,goatRoutes.js,33,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,goatRoutes.js,34,../utils/logger,HIGH
BROKEN_REQUIRE,goatRoutes.js,35,../core/signalBus,HIGH
BROKEN_REQUIRE,governanceModule.js,8,../services/governanceService,HIGH
BROKEN_REQUIRE,governanceModule.js,9,../middleware/auth,HIGH
BROKEN_REQUIRE,governanceModule.js,10,../middleware/admin,HIGH
BROKEN_REQUIRE,governanceModule.js,11,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,gstRoutes.js,7,../utils/logger,HIGH
BROKEN_REQUIRE,gstRoutes.js,8,../middleware/auth,HIGH
BROKEN_REQUIRE,gstRoutes.js,9,../services/gstService,HIGH
BROKEN_REQUIRE,hrRoutes.js,15,../services/hrService,HIGH
BROKEN_REQUIRE,hrRoutes.js,16,../middleware/auth,HIGH
BROKEN_REQUIRE,informationSharingRoutes.js,11,../services/informationSharingService,HIGH
BROKEN_REQUIRE,insuranceEnhancements.js,8,../services/insurancePremiumService,HIGH
BROKEN_REQUIRE,insuranceEnhancements.js,9,../services/insurancePolicyIssuanceService,HIGH
BROKEN_REQUIRE,insuranceEnhancements.js,10,../services/insuranceFraudDetectionService,HIGH
BROKEN_REQUIRE,insuranceEnhancements.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,insuranceEnhancements.js,12,../middleware/admin,HIGH
BROKEN_REQUIRE,insuranceEnhancements.js,13,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,knowledgeRoutes.js,11,../services/knowledgeService,HIGH
BROKEN_REQUIRE,logisticsEnhancementRoutes.js,7,../utils/logger,HIGH
BROKEN_REQUIRE,logisticsEnhancementRoutes.js,8,../middleware/auth,HIGH
BROKEN_REQUIRE,logisticsEnhancementRoutes.js,9,../services/logisticsEnhancementService,HIGH
BROKEN_REQUIRE,logisticsEnhancements.js,8,../services/logisticsEnhancementService,HIGH
BROKEN_REQUIRE,logisticsEnhancements.js,9,../middleware/auth,HIGH
BROKEN_REQUIRE,logisticsEnhancements.js,10,../middleware/admin,HIGH
BROKEN_REQUIRE,logisticsEnhancements.js,11,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,marketDataRoutes.js,11,../services/marketDataService,HIGH
BROKEN_REQUIRE,marketDataRoutes.js,12,../middleware/auth,HIGH
BROKEN_REQUIRE,marketplaceEnhancements.js,8,../services/gstService,HIGH
BROKEN_REQUIRE,marketplaceEnhancements.js,9,../services/productReviewService,HIGH
BROKEN_REQUIRE,marketplaceEnhancements.js,10,../services/bulkOrderService,HIGH
BROKEN_REQUIRE,marketplaceEnhancements.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,marketplaceEnhancements.js,12,../middleware/admin,HIGH
BROKEN_REQUIRE,marketplaceEnhancements.js,13,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,moduleSupportInfrastructureRoutes.js,11,../services/moduleSupportInfrastructureService,HIGH
BROKEN_REQUIRE,nervousSystemRoutes.js,15,../controllers/nervousSystemController,HIGH
BROKEN_REQUIRE,nervousSystemRoutes.js,16,../middleware/auth,HIGH
BROKEN_REQUIRE,nervousSystemRoutes.js,17,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,nutrientValueSalesRoutes.js,17,../controllers/nutrientValueSalesController,HIGH
BROKEN_REQUIRE,nutrientValueSalesRoutes.js,18,../middleware/auth,HIGH
BROKEN_REQUIRE,nutrientValueSalesRoutes.js,19,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,organizationManagementRoutes.js,15,../services/organizationManagementService,HIGH
BROKEN_REQUIRE,organizationManagementRoutes.js,16,../middleware/auth,HIGH
BROKEN_REQUIRE,organizationManagementRoutes.js,18,../core/signalBus,HIGH
BROKEN_REQUIRE,organizationManagementRoutes.js,19,../utils/logger,HIGH
BROKEN_REQUIRE,pigRoutes.js,31,../services/pigService,HIGH
BROKEN_REQUIRE,pigRoutes.js,32,../middleware/auth,HIGH
BROKEN_REQUIRE,pigRoutes.js,33,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,pigRoutes.js,34,../utils/logger,HIGH
BROKEN_REQUIRE,platformConfigurationRoutes.js,17,../services/platformConfigurationService,HIGH
BROKEN_REQUIRE,platformConfigurationRoutes.js,18,../middleware/auth,HIGH
BROKEN_REQUIRE,platformConfigurationRoutes.js,19,../core/signalBus,HIGH
BROKEN_REQUIRE,platformConfigurationRoutes.js,20,../utils/logger,HIGH
BROKEN_REQUIRE,platformCoreRoutes.js,16,../services/platformCoreService,HIGH
BROKEN_REQUIRE,platformCoreRoutes.js,17,../middleware/auth,HIGH
BROKEN_REQUIRE,platformCoreRoutes.js,18,../core/signalBus,HIGH
BROKEN_REQUIRE,platformCoreRoutes.js,19,../utils/logger,HIGH
BROKEN_REQUIRE,platformFoundationRoutes.js,8,../services/platformCoreService,HIGH
BROKEN_REQUIRE,platformFoundationRoutes.js,9,../services/userManagementService,HIGH
BROKEN_REQUIRE,platformFoundationRoutes.js,10,../services/roleManagementService,HIGH
BROKEN_REQUIRE,platformFoundationRoutes.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,poultryRoutes.js,29,../services/poultryService,HIGH
BROKEN_REQUIRE,poultryRoutes.js,30,../middleware/auth,HIGH
BROKEN_REQUIRE,poultryRoutes.js,31,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,poultryRoutes.js,32,../utils/logger,HIGH
BROKEN_REQUIRE,projectSystemsRoutes.js,10,../services/projectSystemsService,HIGH
BROKEN_REQUIRE,projectSystemsRoutes.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,projectSystemsRoutes.js,12,../middleware/admin,HIGH
BROKEN_REQUIRE,publicDomainDataExtractionRoutes.js,11,../services/publicDomainDataExtractionService,HIGH
BROKEN_REQUIRE,recoveredFinanceRoutes.js,15,../services/recoveredFinanceService,HIGH
BROKEN_REQUIRE,recoveredFinanceRoutes.js,16,../middleware/auth,HIGH
BROKEN_REQUIRE,recoveredFinanceRoutes.js,17,../middleware/resolveFarmerId,HIGH
BROKEN_REQUIRE,regionalVarietyRoutes.js,10,../services/regionalVarietyService,HIGH
BROKEN_REQUIRE,regionalVarietyRoutes.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,researchAndDevelopmentRoutes.js,11,../services/researchAndDevelopmentService,HIGH
BROKEN_REQUIRE,returnLoadBoardRoutes.js,7,../services/returnLoadBoardService,HIGH
BROKEN_REQUIRE,returnLoadBoardRoutes.js,8,../middleware/auth,HIGH
BROKEN_REQUIRE,revenueRoutes.js,7,../services/revenueService,HIGH
BROKEN_REQUIRE,revenueRoutes.js,8,../middleware/auth,HIGH
BROKEN_REQUIRE,rfqRoutes.js,8,../services/rfqService,HIGH
BROKEN_REQUIRE,rfqRoutes.js,9,../middleware/auth,HIGH
BROKEN_REQUIRE,riskPricingRoutes.js,28,../services/riskPricingService,HIGH
BROKEN_REQUIRE,riskPricingRoutes.js,29,../middleware/auth,HIGH
BROKEN_REQUIRE,riskPricingRoutes.js,148,../services/dynamicPricingService,HIGH
BROKEN_REQUIRE,sapModuleArchitectureRoutes.js,16,../services/sapModuleArchitectureService,HIGH
BROKEN_REQUIRE,seedVaultRoutes.js,12,../database/pool,HIGH
BROKEN_REQUIRE,seedVaultRoutes.js,13,../services/seedVaultService,HIGH
BROKEN_REQUIRE,seedVaultRoutes.js,14,../middleware/auth,HIGH
BROKEN_REQUIRE,sellerRankingRoutes.js,10,../services/sellerRankingService,HIGH
BROKEN_REQUIRE,sellerRankingRoutes.js,11,../middleware/auth,HIGH
BROKEN_REQUIRE,serverManagementRoutes.js,16,../services/serverManagementService,HIGH
BROKEN_REQUIRE,sheepRoutes.js,32,../services/sheepService,HIGH
BROKEN_REQUIRE,sheepRoutes.js,33,../middleware/auth,HIGH
BROKEN_REQUIRE,sheepRoutes.js,34,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,sheepRoutes.js,35,../utils/logger,HIGH
BROKEN_REQUIRE,startupEnvironmentRoutes.js,11,../services/startupEnvironmentService,HIGH
BROKEN_REQUIRE,systemAdministrationRoutes.js,17,../services/systemAdministrationService,HIGH
BROKEN_REQUIRE,systemAdministrationRoutes.js,18,../middleware/auth,HIGH
BROKEN_REQUIRE,systemAdministrationRoutes.js,20,../core/signalBus,HIGH
BROKEN_REQUIRE,systemAdministrationRoutes.js,21,../utils/logger,HIGH
BROKEN_REQUIRE,tenantManagementRoutes.js,15,../services/tenantManagementService,HIGH
BROKEN_REQUIRE,tenantManagementRoutes.js,16,../middleware/auth,HIGH
BROKEN_REQUIRE,tenantManagementRoutes.js,18,../core/signalBus,HIGH
BROKEN_REQUIRE,tenantManagementRoutes.js,19,../utils/logger,HIGH
BROKEN_REQUIRE,trackDartRoutes.js,13,../database/pool,HIGH
BROKEN_REQUIRE,trackDartRoutes.js,14,../middleware/auth,HIGH
BROKEN_REQUIRE,unifiedLedgerRoutes.js,11,../services/unifiedLedgerService,HIGH
BROKEN_REQUIRE,unifiedLedgerRoutes.js,12,../middleware/auth,HIGH
BROKEN_REQUIRE,unifiedLedgerRoutes.js,13,../middleware/admin,HIGH
BROKEN_REQUIRE,unifiedLedgerRoutes.js,14,../middleware/rateLimiter,HIGH
BROKEN_REQUIRE,unifiedLedgerRoutes.js,15,../utils/logger,HIGH
BROKEN_REQUIRE,unifiedLedgerRoutes.js,216,../database/pool,HIGH
BROKEN_REQUIRE,unifiedLedgerRoutes.js,280,../database/pool,HIGH
BROKEN_REQUIRE,vendorRoutes.js,13,../middleware/auth,HIGH
BROKEN_REQUIRE,vendorRoutes.js,14,../middleware/admin,HIGH
BROKEN_REQUIRE,vendorRoutes.js,45,../services/decisionSupportService,HIGH
BROKEN_REQUIRE,visionRoutes.js,24,../middleware/auth,HIGH
BROKEN_REQUIRE,visionRoutes.js,25,../core/aiOrchestrator,HIGH
